id,bucket,top_similarity,top_opl_path,top_ans_count,top_status,opl_first_answer,current_submission_answer,agree
460,MED,0.8262,OpenProblemLibrary/Utah/AP_Calculus_I/set1_Reviews_of_Fundamentals/1210s1p1.pg,1,OK,str_cmp([ @answers[@slice] ] ),"I need to evaluate 7 true/false statements about integers.

1. ""The difference of two integers is al",NO
461,PARAM,0.9868,OpenProblemLibrary/maCalcDB/setStatistics3Estimates/ur_stt_3_12.pg,2,PARAMETERIZED,num_cmp($dev),"Okay, let's tackle this problem step by step. First, the problem has two parts: estimating the stand",NO
462,PARAM,0.8777,OpenProblemLibrary/Rochester/setAlgebra17FunComposition/ur_fn_2_4_mo.pg,2,PARAMETERIZED,( -$a)->cmp,"We need the domain of f∘g, where f(g(x)) = √(56 - (x²-x)) = √(56 - x² + x).

Require: 56 - x² + x ≥ ",NO
463,PARAM,0.7831,OpenProblemLibrary/maCalcDB/setIntegrals18Improper/ur_in_18_7.pg,1,PARAMETERIZED,num_cmp($ans),"We need to find the value of $\int_a^b f'(x)\,dx$ where $f$ is monotonically increasing on $[a,b]$ a",NO
464,PARAM,0.7726,OpenProblemLibrary/Michigan/probability/ross/chapter6/prob6.57.pg,2,PARAMETERIZED,$fuv[0]->cmp(),"For a parallel system, Z = max(L1, L2).

The CDF of Z:
$$F_Z(z) = P(Z \leq z) = P(L1 \leq z)P(L2 \le",NO
465,PARAM,0.8639,OpenProblemLibrary/ASU-topics/setCalculus/stef/stef15_8p1.pg,1,PARAMETERIZED,num_cmp( $ans ),"We need the volume under z = 2√(x²+y²) (taking positive root since z≥0), inside the cylinder x²+y²=x",NO
466,PARAM,0.9848,OpenProblemLibrary/NewHampshire/unh_schoolib/Ratios/riosrs202.pg,1,PARAMETERIZED,Real($ans)->cmp,"Actual diameter = 0.42 × 64 = 26.88 ≈ 26.9 inches.
</think>

\boxed{26.9}",NO
467,PARAM,0.9429,OpenProblemLibrary/LoyolaChicago/Precalc/Chap2Sec2/Connally3-2-2-31c-Domain-range.pg,4,PARAMETERIZED,"$f->cmp(tolerance =>.2, tolType =>""absolute"", limits=>[100,220])","Okay, let's tackle part (a) first. The problem says to find a linear function C(w) where C is calori",NO
468,PARAM,0.9786,OpenProblemLibrary/Rochester/setStatistics3Estimates/ur_stt_3_15.pg,2,PARAMETERIZED,num_cmp($ans1),"Okay, let's try to figure out how to construct a 98% confidence interval for the true proportion. Fi",NO
469,PARAM,0.9362,OpenProblemLibrary/LoyolaChicago/Precalc/Chap2Sec4/Connally3-2-4-36-Composition-inverse.pg,10,PARAMETERIZED,$answera->cmp(),"Okay, let's tackle this problem step by step. First, part (a) asks for the formula for f(s), which i",NO
470,PARAM,0.9352,Contrib/CUNY/BCC/Stats/set8.2_Confidence_Interval_mu_sigma_unknown/p2.pg,6,PARAMETERIZED,"num_cmp($sans1[0], tol=>.007)","Okay, let's tackle this problem step by step. So, the question is about comparing standard normal z-",NO
471,LOW,0.7782,Contrib/PCC/BasicAlgebra/Trigonometry/RightTriangleTrigDefinition80.pg,0,FAILED,,"We need to find AB/AC given that BD = CE, where D and E are where the circumcircle of APQ meets AB a",
472,PARAM,0.6999,Contrib/BrockPhysics/College_Physics_Urone/2.Kinematics/NU_U17-2-03-001.pg,2,PARAMETERIZED,"num_cmp(""$A1"")",We need to find integers $w$ (days per week) and $m$ (days per month) and the number of months $k$ s,NO
473,PARAM,0.8795,OpenProblemLibrary/ASU-topics/setInequalities/zhu1.pg,1,PARAMETERIZED,"interval_cmp(""[0,$a]"")","We need to solve u² + 13u + 22 ≤ 3u + 1.

Rearrange: u² + 10u + 21 ≤ 0

Factor: (u + 3)(u + 7) ≤ 0

",NO
474,PARAM,0.8336,OpenProblemLibrary/Rochester/setDiscrete9Counting/ur_dis_9_1.pg,4,PARAMETERIZED,num_cmp( $ans ),"Okay, let's try to figure out this problem: ""How many bit strings of length eight do not contain six",NO
475,PARAM,0.7783,OpenProblemLibrary/Rochester/setProbability16JointDist/ur_pb_16_4.pg,1,PARAMETERIZED,num_cmp($ans),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
476,PARAM,0.7894,OpenProblemLibrary/Utah/Calculus_II/set9_Infinite_Series/set9_pr12.pg,5,PARAMETERIZED,num_cmp($ans),"We need to compute $\int_0^{1/5} e^{-2x^2}\,dx$ with accuracy 0.00001.

Expand $e^{-2x^2}$ as a powe",NO
477,PARAM,0.7259,Pending/Piedmont/OnlineMATH2100/MidtermExam/5.pg,2,PARAMETERIZED,$a->cmp,"**Question 1:** What must be avoided in designing a questionnaire?
- Leading questions bias responde",NO
478,PARAM,0.9400,OpenProblemLibrary/Rochester/setAlgebra15Functions/beth3.pg,1,PARAMETERIZED,$ans1->cmp(),"Set f(x) = 0:

(10x + 3)/5 = 0

10x + 3 = 0

x = -3/10
</think>

\boxed{-\frac{3}{10}}",NO
479,PARAM,0.8358,OpenProblemLibrary/Rochester/setStatistics6CorrelationRegression/ur_stt_6_7.pg,4,PARAMETERIZED,"num_cmp($ans1, tol=>.05)","Okay, let's see. I need to construct 90% and 95% confidence intervals for β₁. Hmm, first, I remember",NO
480,PARAM,0.6916,OpenProblemLibrary/NAU/setStatistics/normprob5.pg,1,PARAMETERIZED,num_cmp($ans1),"Okay, let's see. I need to figure out the height inside the camping tent when you're 7.5 feet from t",NO
481,PARAM,0.7853,OpenProblemLibrary/SDSU/Discrete/IntegersAndRationals/pL6.pg,1,PARAMETERIZED,Compute($i)->cmp(),"We need 7-digit numbers with digits in non-decreasing order (since repeated digits are allowed).

A ",NO
482,PARAM,0.7790,OpenProblemLibrary/Rochester/setAlgebra12EqnsOtherTypes/srw1_5_61.pg,3,PARAMETERIZED,num_cmp( $ans1 ),"We need to expand $x^4 - 2x^2 + 3$ in powers of $(x+2)$, i.e., substitute $x = t - 2$ where $t = x+2",NO
483,PARAM,0.7561,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/14_Differentiation_in_Several_Variables/14.8_Lagrange_Multipliers-_Optimizing_with_a_Constraint/14.8.38.pg,1,PARAMETERIZED,Real($a222)->cmp,"Let me find the maximum of x + 3y subject to y√(2016 - x²) + x√(2016 - y²) = 2016, with x, y ≥ 0.

*",NO
484,PARAM,0.7530,OpenProblemLibrary/NewHampshire/unh_schoolib/Miscellaneous_Contest_Problems/mcpsrc501.pg,1,PARAMETERIZED,Real($ans)->cmp,We need to count positive integers n with 0 ≤ n < 10^7 (so n has at most 7 digits) where the digit s,NO
485,PARAM,0.9349,OpenProblemLibrary/ma117DB/set1b/srw1_6_54.pg,1,PARAMETERIZED,num_cmp($ans1),"Let Stan's rate be r (lawns per minute). Hilda works twice as fast, so her rate is 2r.

Together: r ",NO
486,PARAM,0.7933,OpenProblemLibrary/Rochester/setAlgebra36SeqSeries/type1.pg,3,PARAMETERIZED,num_cmp($ans1),"We need $a_i - i$ even, so $a_i$ and $i$ have the same parity.

For odd $i$ (i = 1,3,5,7,9): $a_i$ m",NO
487,PARAM,0.9863,OpenProblemLibrary/UVA-Stat/setStat212-Homework02/stat212-HW02-19.pg,2,PARAMETERIZED,num_cmp($cov),"Okay, let's see. I need to find the covariance and the coefficient of correlation for this sample of",NO
488,PARAM,0.6659,OpenProblemLibrary/NAU/setGraphTheory/Spanningtree.pg,1,PARAMETERIZED,strict_num_cmp($treeweight),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
489,PARAM,0.9208,OpenProblemLibrary/NewHampshire/unh_schoolib/Arithmetic_Word_Problems/awpcrm201.pg,1,PARAMETERIZED,"Real($ans)->cmp->withPostFilter(AnswerHints(
""290"" => ""You might have made a rather common error, th","Okay, let's try to figure out this problem step by step. So, Angelina wants an average of $245 per d",NO
490,PARAM,0.9470,OpenProblemLibrary/FortLewis/Algebra/4-5-Functions-and-modeling/MCH1-4-5-34-Functions-and-modeling.pg,4,PARAMETERIZED,"Compute(""$m"")->cmp()","Okay, let's tackle this problem step by step. First, part (a) is asking for the constant of proporti",NO
491,PARAM,0.9767,OpenProblemLibrary/ASU-topics/setStat/gust46.pg,5,PARAMETERIZED,num_cmp($mean),"Okay, let's tackle this problem step by step. First, part a asks for a point estimate of the populat",NO
492,LOW,0.8057,OpenProblemLibrary/ASU-topics/setStat/gust22.pg,0,FAILED,,"Okay, let's tackle these two questions one by one. 

First question: If the coefficient of correlati",
493,PARAM,0.9615,OpenProblemLibrary/Rochester/setStatistics5Inferences2Samples/ur_stt_5_10.pg,4,PARAMETERIZED,num_cmp($stat),"Okay, let's tackle this problem step by step. First, the problem is about testing if men have a high",NO
494,LOW,0.7972,OpenProblemLibrary/PCC/BasicMath/UnitConversion/UnitConversionMetric260.pg,0,FAILED,,"Okay, let's tackle these unit conversions. First, I need to remember the relationship between grams ",
495,PARAM,0.9266,OpenProblemLibrary/Rochester/setStatistics7MultinomialContingency/ur_stt_7_1.pg,6,PARAMETERIZED,num_cmp($e[0]),"Okay, let's tackle this problem step by step. First, part (a) asks for the expected value of Cell 1.",NO
496,PARAM,0.9905,OpenProblemLibrary/Utah/AP_Calculus_I/set7_Trigonometric_Functions/1210s4p21.pg,1,PARAMETERIZED,$x->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
497,PARAM,0.8097,OpenProblemLibrary/Michigan/precalc/4e/Chap7Sec5/Q26.pg,4,PARAMETERIZED,Compute($ansx)->cmp(),"Okay, let's tackle each part one by one. First, I need to remember that in mathematics, especially i",NO
498,PARAM,0.7402,OpenProblemLibrary/NAU/setStatistics/data4.pg,8,PARAMETERIZED,arith_num_cmp($wee),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
499,PARAM,0.9575,OpenProblemLibrary/LoyolaChicago/Precalc/Chap4Sec2/Q46.pg,8,PARAMETERIZED,"Real(""$a"")->cmp()","Okay, let's tackle this problem step by step. First, part (a) asks for the exponential model N(t) = ",NO
500,PARAM,0.7448,OpenProblemLibrary/Rochester/setAlgebra35SystemMatrices/sw7_3_17.pg,3,PARAMETERIZED,num_cmp($ans1),"**Matrix decomposition:** A = D - L - U where:
- D = diag(1, 1)
- L = [[0,0],[1/2,0]] (lower part, n",NO
501,PARAM,0.7565,OpenProblemLibrary/Rochester/setDiscrete6Integers/ur_dis_6_4.pg,3,PARAMETERIZED,"num_cmp( gcd($a1,$b1) )","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
502,PARAM,0.8727,OpenProblemLibrary/NAU/setTrigOtherFunctions/OtherPer.pg,1,PARAMETERIZED,std_num_cmp($ans1),"The period of tan(bx + c) is π/|b|.

Here b = 11π/8, so:

Period = π/(11π/8) = π · (8/(11π)) = 8/11
",NO
503,PARAM,0.7963,Contrib/Utah/Intermediate_Algebra/14.1/pr4.pg,2,PARAMETERIZED,Picky_equation_cmp($ans_a),"Okay, let's try to solve this problem step by step. First, the problem says that a company set aside",NO
504,PARAM,0.9067,OpenProblemLibrary/Wiley/setAnton_Section_10.2/Question4.pg,2,PARAMETERIZED,$Xval->cmp(),"Okay, let's see. I need to find the rectangular coordinates (x, y) from the polar coordinates (r, θ)",NO
505,PARAM,0.8111,OpenProblemLibrary/MC/Algebra/HornersMethod.pg,1,PARAMETERIZED,$ans[$k]->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
506,PARAM,0.7620,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure this problem out step by step. So, the problem says: ""The definition of a(",NO
507,PARAM,0.7366,OpenProblemLibrary/ASU-topics/setPolynomialDivision/jj3.pg,2,PARAMETERIZED,fun_cmp($ans1),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
508,PARAM,0.7620,OpenProblemLibrary/Michigan/probability/ross/chapter4/prob4.4.pg,1,PARAMETERIZED,$p->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
509,PARAM,0.7623,OpenProblemLibrary/Michigan/Chap16Sec6/Q15.pg,2,PARAMETERIZED,$prob1->cmp(),"We need P(xy < a²/4) where x, y are uniform on (0, a).

By scaling, set a = 1. We need P(xy < 1/4) w",NO
510,PARAM,0.7788,OpenProblemLibrary/UMass-Amherst/Abstract-Algebra/PS-GroupActions/GroupActions4.pg,5,PARAMETERIZED,num_cmp( ($n)**4 ),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
511,PARAM,0.8816,OpenProblemLibrary/UMN/calculusStewartCCC/s_6_4_9.pg,1,PARAMETERIZED,($ans)->cmp(),"The arc length formula for a parametric curve is:
$$L = \int_a^b \sqrt{\left(\frac{dx}{dt}\right)^2 ",NO
512,PARAM,0.8404,OpenProblemLibrary/FortLewis/Algebra/2-3-Expanding-and-factoring/MCH1-2-3-09-Expanding-and-factoring.pg,1,PARAMETERIZED,$answer->cmp(),"Okay, let's see. I need to expand (8p + 4)^2 and combine like terms. Hmm, expanding a square of a bi",NO
513,PARAM,0.9243,OpenProblemLibrary/Rochester/setStatistics4HypothesisTesting/ur_stt_4_3.pg,3,PARAMETERIZED,"num_cmp($z1, tol=>.01)","Okay, let's tackle this problem step by step. The question is about finding z-values for different t",NO
514,PARAM,0.7728,OpenProblemLibrary/UMN/calculusStewartET/s_15_4_10.pg,1,PARAMETERIZED,$ans->cmp(),"Find the area of the region common to the circles r = 2 and r = 4cos(θ).

**Find intersection:** Set",NO
515,PARAM,0.8358,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC01S04/IntAbsValues01.pg,1,PARAMETERIZED,$ans->cmp(ordered=>1),"-8, 1, 12, 19
</think>

\boxed{-8, 1, 12, 19}",NO
516,PARAM,0.9154,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC02S03/SimpExpressions02.pg,2,PARAMETERIZED,$ans1->cmp,"The expression is 7j - 11j + 4j.

**Coefficients:** The coefficients of j in each term are 7, -11, a",NO
517,PARAM,0.7249,OpenProblemLibrary/Rochester/setDiscrete7NumberTheory/ur_dis_7_6.pg,9,PARAMETERIZED,num_cmp($ans[0]),"I need to find the sum of all three-digit positive integers with three distinct digits.

A three-dig",NO
518,PARAM,0.7716,OpenProblemLibrary/FortLewis/Calc2/9-1-Sequences/HGM5-09-01-40-Sequences.pg,2,PARAMETERIZED,Real($seq[1])->cmp(),"Okay, let's try to figure out this problem step by step. So, the problem says that we have an algori",NO
519,PARAM,0.9627,OpenProblemLibrary/Union/setFunctionLogExpApplic/srw4_5_10.pg,6,PARAMETERIZED,$c1->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
520,PARAM,0.9639,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC01S07/InductiveReasoning08.pg,1,PARAMETERIZED,$ans->cmp(),"Okay, let's try to figure out this problem step by step. So, the question is about how much money I'",NO
521,PARAM,0.7433,OpenProblemLibrary/ma122DB/set9/s4_7_3.pg,2,PARAMETERIZED,num_cmp($ans1),"Find two numbers that sum to 19 and multiply to 70.

Check option F: 5 + 14 = 19 ✓, 5 × 14 = 70 ✓
</",NO
522,PARAM,0.8325,OpenProblemLibrary/ASU-topics/setGraphingCalculator/p4.pg,1,PARAMETERIZED,"number_list_cmp(""$ans1,$ans2"",tolType=>""absolute"",tol=>0.01)","Okay, let's try to solve the equation cos(x) = 4x². Hmm, first, I need to figure out where these two",NO
523,LOW,0.7594,Contrib/DMOI/1-Counting/1_1-Additive_and_Multiplicative_Principles/1_1_10.pg,0,FAILED,,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",
524,PARAM,0.7947,OpenProblemLibrary/Michigan/Chap3Sec4/Q49.pg,1,PARAMETERIZED,"Compute( ""$r*(a*x^($p) + b)^($r-1)*($p*a*x^($p-1))"" )->cmp()","Okay, let's try to figure out the Dini derivatives of this function at 0. First, I need to recall wh",NO
525,PARAM,0.7573,OpenProblemLibrary/SDSU/Discrete/IntegersAndRationals/pL11.pg,2,PARAMETERIZED,$ans1->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
526,PARAM,0.9009,OpenProblemLibrary/FortLewis/Algebra/8-2-Function-composition/MCH1-8-2-08-Function-composition.pg,1,PARAMETERIZED,$f->cmp(),"Okay, let's see. I need to compose the two functions using substitution. So, the problem says: use s",NO
527,PARAM,0.9355,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC06S02/ProportionProblem02.pg,2,PARAMETERIZED,$multians->cmp(),"Okay, let's see. The problem is about finding the number of defective chips in a larger batch based ",NO
528,PARAM,0.8113,OpenProblemLibrary/LoyolaChicago/Precalc/Chap4Review/Q43.pg,3,PARAMETERIZED,"num_cmp($ans1,tol=>0.0006)","Okay, let's tackle part (a) first. The problem says the city had a population of 7,774 at the beginn",NO
529,PARAM,0.9399,Contrib/Mizzou/Intermediate_Algebra/Equations_Rational/App_Two_Workers_One_Worker_Unknown.pg,1,PARAMETERIZED,"Compute(""$x"")->cmp(tolTyple=>'absolute', tolerance=>'0.001')","Okay, let's try to figure out how long it takes Simon to do the job alone. Hmm, this is a work rate ",NO
530,PARAM,0.8771,OpenProblemLibrary/NewHampshire/unh_schoolib/Fractions/frasrs102.pg,4,PARAMETERIZED,$ans1->cmp,"Okay, let's tackle these problems one by one. First, I need to remember that ""simplest form"" means r",NO
531,PARAM,0.7314,OpenProblemLibrary/Rochester/setTrig02FunctionsUnitCircle/p7_mo.pg,4,PARAMETERIZED,$ans1->cmp,"Okay, let's see. The question is asking which of the given options are integers. I need to remember ",NO
532,PARAM,0.8197,OpenProblemLibrary/Wiley/setAnton_Section_10.6/Question12.pg,2,PARAMETERIZED,$ans_a->cmp(),"Okay, let's see. I need to find the polar equation of a conic with focus at the origin, eccentricity",NO
533,PARAM,0.9829,OpenProblemLibrary/UVA-Stat/setStat212-Homework09/stat212-HW09-19.pg,1,PARAMETERIZED,"num_cmp($beta, tolType=> 'absolute', tol=>0.001)","Okay, let's try to figure out this problem step by step. First, let's recall what a Type II error is",NO
534,PARAM,0.8053,OpenProblemLibrary/UMN/calculusStewartCCC/s_17_1_4.pg,1,PARAMETERIZED,$multians->cmp(),"The general solution is y = (C₁ + C₂x)e^{-x} + e^x.

**Step 1: Identify the homogeneous part.**

The",NO
535,PARAM,0.8989,OpenProblemLibrary/CollegeOfIdaho/setAlgebra_05_07_PolyEqAndApplications/57IntAlg_19_PolyEq.pg,1,PARAMETERIZED,$ans->cmp,"Okay, let's see. I need to solve this polynomial equation: (x²)/240 + x/24 + 1/10 = 0. The hint says",NO
536,PARAM,0.8128,Contrib/MountAllison/2-D_The_LU_Decomposition/unit_lu_decomposition_2x2.pg,1,PARAMETERIZED,$multians->cmp(),"I need to find the LU decomposition of the given matrix.

**Matrix A:**
$$A = \begin{bmatrix} 2 & -1",NO
537,LOW,0.7490,Contrib/PCC/BasicMath/Rate/UseRateOfChange11.pg,0,FAILED,,"Okay, let's see. So the problem is about a marinade recipe where each serving uses 7.5 tablespoons o",
538,PARAM,0.7949,OpenProblemLibrary/Rochester/setAlgebra20QuadraticFun/lh3-2_27.pg,1,PARAMETERIZED,"number_list_cmp(""$ans1,$ans2"")","Okay, let's try to find the zeros of the function \( f(x) = x^3 - (3 + \sqrt{3})x + 3 \). First, I r",NO
539,PARAM,0.9491,OpenProblemLibrary/Rochester/setAlgebra23PolynomialZeros/find_positive.pg,2,PARAMETERIZED,"num_cmp($ans1,mode=>'strict')","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
540,PARAM,0.9090,OpenProblemLibrary/UBC/STAT/STAT443_subscripts/HW03/stat443_hw03_02.pg,3,PARAMETERIZED,radio_cmp( $q1mc -> correct_ans() ),"Okay, let's try to tackle this problem step by step. First, I need to recall some properties of AR(1",NO
541,PARAM,0.8340,OpenProblemLibrary/CollegeOfIdaho/setAlgebra_02_02_AlgebraOfFunctions/22IntAlg_02_functOperation.pg,1,PARAMETERIZED,$ans->cmp,"The function is undefined when the denominator equals zero: 3x - 15 = 0 → x = 5.
</think>

\boxed{5}",NO
542,PARAM,0.8496,OpenProblemLibrary/ASU-topics/setStat/kolossa8.pg,4,PARAMETERIZED,"num_cmp($range, mode=>""arith"")","Okay, let's tackle this problem step by step. First, I need to calculate the range, variance, and st",NO
543,PARAM,0.8877,OpenProblemLibrary/NewHampshire/unh_schoolib/Multiplication_Division/mdpnrs201.pg,2,PARAMETERIZED,str_cmp($ans1),"Okay, let's tackle these two division problems one by one. First, I need to make sure I understand w",NO
544,PARAM,0.8397,OpenProblemLibrary/LoyolaChicago/Precalc/Chap9Sec1/Q02.pg,4,PARAMETERIZED,"Compute(""$k[0]"")->cmp()","Simplify: s(x) = 8/(7x⁻³) = (8/7)x³

This is of the form cx^k, so it's a power function.
</think>

\",NO
545,PARAM,0.9057,OpenProblemLibrary/Michigan/precalc/4e/Chap1Sec2/Q18.pg,1,PARAMETERIZED,$ans ->cmp(),"8000 × 50 = 400,000
</think>

\boxed{400000}",NO
546,PARAM,0.7950,OpenProblemLibrary/NewHampshire/unh_schoolib/September_Review/srvnrs003.pg,8,PARAMETERIZED,Real($ans1 )->cmp,"2×46 = 92
2×63 = 126
2×73 = 146
2×36 = 72
2×86 = 172

Five answers in order: 92, 126, 146, 72, 172
<",NO
547,PARAM,0.7987,OpenProblemLibrary/Michigan/Chap8Sec1/Q03.pg,5,PARAMETERIZED,$rsum->cmp(),**Rectangle inscribed in unit circle:** The rectangle has base $b$ and height $h$. Since it's inscri,NO
548,PARAM,0.7130,Contrib/SLU/excelcalculus/ch5/sec1/ch5.sec1.q14.pg,4,PARAMETERIZED,$ans1->cmp(),"Okay, let's tackle this problem step by step. First, part a asks for an equation to model the proble",NO
549,PARAM,0.7811,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem step by step. So the question is about an algorithm that ",NO
550,PARAM,0.7916,OpenProblemLibrary/272/setStewart15_2/problem_5.pg,1,PARAMETERIZED,num_cmp($ans),"Okay, let's try to figure out this triple integral problem. The region E is defined by -y ≤ x ≤ y, 0",NO
551,PARAM,0.8600,OpenProblemLibrary/MC/Trigonometry/PointGivenCos01.pg,1,PARAMETERIZED,"Compute(""$y"")->cmp()","We need to find y given cos(α) = -6/8 and sin(α) > 0, with (-6, y) on the terminal side.

The point ",NO
552,PARAM,0.9460,Contrib/CUNY/QCC/MA336/sec_6.2_prob7.pg,2,PARAMETERIZED,num_cmp($upper),"Okay, let's see. I need to find a 96% confidence interval for the mean winning amount on Jeopardy ba",NO
553,PARAM,0.8473,OpenProblemLibrary/Rochester/setStatistics2Measures/ur_stt_2_8.pg,2,PARAMETERIZED,num_cmp($diff),"Okay, let's tackle this problem step by step. First, the question has two parts. The first part is a",NO
554,PARAM,0.6653,Contrib/Berkeley/StewCalcET7e/2.4/2-4-x02.pg,2,PARAMETERIZED,$ans->cmp(),"Okay, let's try to figure out this problem. The question is about the highest possible entropy rate ",NO
555,PARAM,0.9719,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch19InferencePropn/19Stats_09_InferencePropn.pg,2,PARAMETERIZED,"$ans_a->cmp->withPostFilter(AnswerHints( 
  sub {
      my ($correct,$student,$anshash) = @_;
      ","Okay, let's tackle part (a) first. The problem is about a hypothesis test for a proportion. We have ",NO
556,PARAM,0.8514,OpenProblemLibrary/LoyolaChicago/Precalc/Chap8Sec1/Q18.pg,1,PARAMETERIZED,checkbox_cmp( $checkbox_mc -> correct_ans ),"We are asked to interpret the composite function \(f(h(t))\).

- \(f(r)\) gives the area of a circle",NO
557,PARAM,0.8674,Contrib/Mizzou/College_Algebra/R1/ComputeAbsValue3.pg,1,PARAMETERIZED,Compute($answer)->with(tolerance=>0)->cmp,"Okay, let's see. The problem is to find the absolute value of the number 5. Hmm, absolute value. I r",NO
558,PARAM,0.8468,OpenProblemLibrary/LoyolaChicago/Precalc/Chap1Sec4/Q22.pg,1,PARAMETERIZED,Compute($ans)->cmp(),"Okay, let's see. I need to find a linear function f(x) that passes through the points (250, 1600) an",NO
559,PARAM,0.7978,OpenProblemLibrary/CollegeOfIdaho/setAlgebra_06_01_MultDivRationalExpressions/61IntAlg_21_MultDivRatExp.pg,2,PARAMETERIZED,"$answer -> cmp(
   checker=>sub{
      my ( $correct, $student, $ansHash ) = @_;
      return 0 if $","Convert the mixed number: $-8\frac{3}{4} = -\frac{35}{4}$

Multiply: $-\frac{35}{4} \cdot 32 = -\fra",NO
560,PARAM,0.7166,OpenProblemLibrary/Rochester/setStatistics2Measures/ur_stt_2_8.pg,2,PARAMETERIZED,num_cmp($diff),**Question 1:** A standardized variable (z-score transformation) always has mean 0 and standard devi,NO
561,PARAM,0.7912,OpenProblemLibrary/Rochester/setDiscrete6Integers/ur_dis_6_2.pg,32,PARAMETERIZED,num_cmp( $aanswer[0] ),"Okay, let's see. I need to find the prime factorization of 30! and check which option is correct. Hm",NO
562,PARAM,0.7929,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/10_Infinite_Series/10.1_Sequences/10.1.31.pg,3,PARAMETERIZED,$ans1->cmp,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
563,LOW,0.8219,OpenProblemLibrary/PCC/BasicMath/Percent/MTH20PercentApplicationType1_30.pg,0,FAILED,,"Okay, let's see. The problem is about finding the percentage discount off the original price of a pa",
564,PARAM,0.7691,OpenProblemLibrary/Rochester/setDiscrete7NumberTheory/ur_dis_7_7.pg,1,PARAMETERIZED,num_cmp($ans),"I need to find the private key d given public key (e=23, n=233×241=56153).

- p = 233, q = 241
- n =",NO
565,PARAM,0.7862,OpenProblemLibrary/NewHampshire/unh_schoolib/Inequalities/inqsrs202.pg,3,PARAMETERIZED,Real($ans1)->cmp,"Ordering -7.6, -7.006, -7.06 from biggest to smallest.

For negative numbers, the one closest to zer",NO
566,PARAM,0.7437,OpenProblemLibrary/Michigan/gateways/integral/topic_logarithms/prob53.pg,1,PARAMETERIZED,$fans->cmp(),"√180 - √45 = √(36·5) - √(9·5) = 6√5 - 3√5 = 3√5
</think>

\boxed{3}",NO
567,PARAM,0.7059,Contrib/CUNY/QCC/MA336/sec_2.1_prob10_testversion.pg,7,PARAMETERIZED,"$class_low_limit->cmp(),3","**Question 1:** Which statement is false?

- A says intervals may overlap — this is false. In a freq",NO
568,PARAM,0.8179,OpenProblemLibrary/CollegeOfIdaho/setAlgebra_01_02_OperationsWithRealNumbers/12IntAlg_05_OperationsWithReals.pg,2,PARAMETERIZED,$ans_a->cmp,"a) -4 + (-6) = -10

b) -6 + 9 = 3
</think>

\boxed{-10, 3}",NO
569,PARAM,0.7353,OpenProblemLibrary/Michigan/gateways/integral/topic_simple_definite/prob71.pg,1,PARAMETERIZED,$fans->cmp(),"The order of GL₂(𝔽_p) is computed by counting invertible 2×2 matrices over 𝔽_p.

- First row: any no",NO
570,PARAM,0.7343,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem. Hmm, the question is about an algorithm that defines a(n",NO
571,PARAM,0.8193,OpenProblemLibrary/Rochester/setAlgebra36SeqSeries/srw10_2_39.pg,1,PARAMETERIZED,num_cmp($ans1),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
572,PARAM,0.9555,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC01S06/SUbtractingIntegers04.pg,4,PARAMETERIZED,"Compute(""$down1"") ->cmp","The problem asks for an expression showing each play's yardage and the total.

Play 1: +8 yards  
Pl",NO
