item_id,qtype,tier_v1,tier_v2,tier_changed,tier_direction,old_teacher_agree,new_teacher_agree,raw_teacher_consensus,norm_teacher_consensus,raw_independent_answer,norm_independent_answer,indep_source,indep_vs_teacher,gold_conflict_flag,gold_best_answer_norm,gold_best_answer_raw,gold_source,n_ans_slots,wolfram_answer,wolfram_confidence,search_answer,search_gold,question_preview
466,free_single,T2,T2,False,unchanged,3,3,26.9,26.9,,,,,False,26.9,26.9,teacher_3of3,1,,,,False,A model car has a scale factor of $\frac{1}{64}$ The diameter of a tire on the m
467,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,"According to the 1993 World Almanac, the number of calories a person walking at "
468,free_multi,T4,T3,True,promoted,1,2,"0.671, 0.882","0.671,0.882",,,,,False,"0.671,0.882","0.671, 0.882",teacher_2of3,2,,,,False,Astronaunts often report that there are times when they become disoriented as th
469,free_multi,T3,T3,False,unchanged,1,1,,,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars","s^2,0.1575A,0.1575s^2,C,81,squarefeet,14.175,dollars,19.0575,dollars",wolfram_HIGH,,False,"s^2,0.1575A,0.1575s^2,C,81,squarefeet,14.175,dollars,19.0575,dollars","s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",wolfram_HIGH,10,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",HIGH,,False,"The area, $A=f(s)$ square feet, of a square wooden deck is a function of the sid"
470,free_multi,T4,T3,True,promoted,1,2,"1.96, 2.201, 2.326, 2.718, 2.576, 3.106","1.96,2.201,2.326,2.718,2.576,3.106",,,,,False,"1.96,2.201,2.326,2.718,2.576,3.106","1.96, 2.201, 2.326, 2.718, 2.576, 3.106",teacher_2of3,6,,,,False,Suppose you have selected a random sample of $n=12$ measurements from a normal d
471,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"In triangle $ABC,$ $BC=9.$ Points $P$ and $Q$ are located on $BC$ such that $BP="
472,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,"On a certain planet, there are exactly 360 days in a year. Find the number of wa"
473,free_single,T3,T2,True,promoted,2,3,"[-7,-3]","[-7,-3]",,,,,False,"[-7,-3]","[-7,-3]",teacher_3of3,1,,,,False,Solve the following inequality and write your answer using interval notation. u^
474,MCQ,T3,T3,False,unchanged,2,2,C,C,248,INVALID,search_GOLD,review,False,C,C,teacher_2of3,0,,,248,True,How many bit strings of length eight do not contain six consecutive 0s?
475,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Two points are selected independently and uniformly at random inside a regular h
476,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"Compute $\int_{0}^{\frac{ 1 }{ 5 }} e^{-2 \cdot x^2} \, dx$ with accuracy $0.000"
477,free_multi,T1,T2,True,demoted,3,3,"A,C","A,C",,,,,False,"A,C","A,C",teacher_3of3,2,,,,False,Which of the following must be avoided in designing a questionnaire? [ANS] A. Le
478,free_single,T2,T1,True,promoted,2,3,-\frac{3}{10},-\frac{3}{10},-3/10,\frac{-3}{10},search_GOLD,agree,False,\frac{-3}{10},-3/10,search_GOLD,1,,,-3/10,True,"List all real values of $x$ such that $f(x)=0$. If there are no such real $x$, t"
479,free_multi,T3,T2,True,promoted,1,2,"40.36, 43.64, 40.01, 43.99","40.36,43.64,40.01,43.99","40.36, 43.64, 40.01, 43.99","40.36,43.64,40.01,43.99",wolfram_HIGH,agree,False,"40.36,43.64,40.01,43.99","40.36, 43.64, 40.01, 43.99",wolfram_HIGH,4,"40.36, 43.64, 40.01, 43.99",HIGH,,False,Construct both a $90$ \% and a $95$ \% confidence interval for $\beta_1$. $\hat{
480,free_multi,T1,T2,True,demoted,3,3,"2.5,2.5","2.5,2.5",,,,,False,"2.5,2.5","2.5,2.5",teacher_3of3,2,,,,False,The height inside a camping tent when you are $d$ feet from the edge of the tent
481,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Let $N$ denote the number of $7$ digit positive integers have the property that 
482,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,Set $x^{4} \!-\! 2 x^{2} \!+\! 3 \!=\! c_{0} \!+\! c_{1} ( x \!+\! 2 ) \!+\! c_{
483,MCQ,T3,T3,False,unchanged,2,2,A,A,,,,,False,A,A,teacher_2of3,0,,,,False,"Let $x,y$ be two non-negative real numbers such that $y\sqrt{2016-x^2} + x\sqrt{"
484,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Let $\star (x)$ be the sum of the digits of a positive integer $x$ . $\mathcal{S
485,free_single,T2,T2,False,unchanged,3,3,135,135,,,,,False,135,135,teacher_3of3,1,,,,False,Stan and Hilda can mow the lawn in $45$ min if they work together. If Hilda work
486,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,The number of increasing sequences of positive integers $a_1 \le a_2 \le a_3 \le
487,free_multi,T3,T3,False,unchanged,1,1,,,"-21.1, -0.9636","-21.1,-0.9636",wolfram_HIGH,,False,"-21.1,-0.9636","-21.1, -0.9636",wolfram_HIGH,2,"-21.1, -0.9636",HIGH,,False,A sample of four 35-year-old males is asked about the average number of hours pe
488,free_single,T3,T3,False,unchanged,2,2,4050,4050,,,,,False,4050,4050,teacher_2of3,0,,,,False,"Having won the elections in Linetown, Turbo the Snail has become mayor, and one "
489,free_single,T2,T2,False,unchanged,3,3,385,385,,,,,False,385,385,teacher_3of3,1,,,,False,Angelina's goal for each five-day work week is to have average total sales of \$
490,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,"The required cooling capacity, in BTUs, for a room air conditioner is directly p"
491,free_multi,T4,T3,True,promoted,1,2,"1255.37, 1091.05, 1419.69, No, Central Limit Theorem","1255.37,1091.05,1419.69,No,CentralLimitTheorem",,,,,False,"1255.37,1091.05,1419.69,No,CentralLimitTheorem","1255.37, 1091.05, 1419.69, No, Central Limit Theorem",teacher_2of3,5,,,,False,Following are the number of miles traveled for 30 randomly selected business fli
492,free_multi,T2,T2,False,unchanged,3,3,"A,A","A,A",,,,,False,"A,A","A,A",teacher_3of3,2,,,,False,"If the coefficient of correlation is 0.90, the percentage of the variation in th"
493,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,"In a study of red/green color blindness, $900$ men and $2650$ women are randomly"
494,free_multi,T3,T2,True,promoted,2,3,"7, 0.062","7,0.062",,,,,False,"7,0.062","7, 0.062",teacher_3of3,2,,,,False,It’s given that $1 \text{gram}=1000 \text{milligrams}$. Do the following unit co
495,free_multi,T3,T4,True,demoted,1,2,"100, 100, 200, 0.255, 5.99, B","100,100,200,0.255,5.99,B","100, 100, 200, 0.255, 5.991, B","100,100,200,0.255,5.991,B",wolfram_HIGH,disagree,True,,,conflict,6,"100, 100, 200, 0.255, 5.991, B",HIGH,,False,A multinomial experiment with $k=3$ cells and $n=400$ produced the data shown be
496,free_single,T3,T3,False,unchanged,1,1,,,9.594^\circ,9.594,wolfram_HIGH,,False,9.594,9.594^\circ,wolfram_HIGH,1,9.594^\circ,HIGH,,False,"Directions (or bearings) on Earth are measured in degrees, running from zero to "
497,free_multi,T4,T3,True,promoted,1,2,"1.1106, 88.8065, 88.8065, 0.9004","1.1106,88.8065,88.8065,0.9004",,,,,False,"1.1106,88.8065,88.8065,0.9004","1.1106, 88.8065, 88.8065, 0.9004",teacher_2of3,4,,,,False,(a) Evaluate $\tan t$ if $t=48$ degrees. $\tan t=$ [ANS] (b) Evaluate $\arctan z
498,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,A list of positive integers satisfies the following properties: (A) The mean of 
499,free_multi,T3,T3,False,unchanged,1,1,,,"36.9, 0.3225, 32.25, 2.149","36.9,0.3225,32.25,2.149",wolfram_HIGH,,False,"36.9,0.3225,32.25,2.149","36.9, 0.3225, 32.25, 2.149",wolfram_HIGH,4,"36.9, 0.3225, 32.25, 2.149",HIGH,,False,"In July 2005, the internet was linked by a global network of about 352.7 million"
500,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,"Using the iterative method to solve the system of equations $A X = b$, let $x^*$"
501,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,"Let $S_n$ denote the set $\{1, 2,..., n\}$ , and define $f(S)$ , where $S$ is a "
502,free_single,T3,T2,True,promoted,2,3,8/11,\frac{8}{11},,,,,False,\frac{8}{11},8/11,teacher_3of3,1,,,,False,Determine the period for the function $y=2 \tan (\frac{11\pi}{8}x-\frac{9\pi}{10
503,free_multi,T3,T3,False,unchanged,2,2,"y=-43000x+833000,446000,2019","-43000x+833000,446000,2019",,,,,False,"-43000x+833000,446000,2019","y=-43000x+833000,446000,2019",teacher_2of3,3,,,,False,A company set aside a certain amount of money in the year 2000. The company spen
504,free_multi,T3,T2,True,promoted,2,3,"-\frac{3}{2},-\frac{3\sqrt{3}}{2}","-\frac{3}{2},-\frac{3\sqrt{3}}{2}",,,,,False,"-\frac{3}{2},-\frac{3\sqrt{3}}{2}","-\frac{3}{2},-\frac{3\sqrt{3}}{2}",teacher_3of3,2,,,,False,Find the rectangular coordinates of the point whose polar coordinates are $\left
505,free_multi,T2,T2,False,unchanged,3,3,"1,3,6,-5,-4,2","1,3,6,-5,-4,2",,,,,False,"1,3,6,-5,-4,2","1,3,6,-5,-4,2",teacher_3of3,6,,,,False,Suppose $f(x)=-26-39x^1+37x^2+27x^3+10x^4+1x^5$ is factored using Horner's Metho
506,MCQ,T3,T3,False,unchanged,1,1,,,J,J,wolfram_HIGH,,False,J,J,wolfram_HIGH,0,J,HIGH,,False,We now define an algorithm: The definition of a(n) is the arithmetic mean of two
507,MCQ,T3,T3,False,unchanged,2,2,I,I,,,,,False,I,I,teacher_2of3,0,,,,False,The value of $\frac{1}{399!}\left(\sum_{i=2}^{200}\frac{199!(399-i)!}{(200-i)!}-
508,free_single,T3,T2,True,promoted,2,3,\frac{n(n-1)}2,\frac{n(n-1)}2,,,,,False,\frac{n(n-1)}2,\frac{n(n-1)}2,teacher_3of3,0,,,,False,"Let $n$ be a positive integer. A class of $n$ students run $n$ races, in each of"
509,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Given that a>0, for any two numbers x and y, where 0 < x < a and 0 < y < a, the "
510,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Exactly \( n \) cells of an \( n \times n \) square grid are colored black, and "
511,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,"Find the arc length of the curve, where x=t, y=t^2 and z=2*t^3/3."
512,free_single,T2,T2,False,unchanged,3,3,64p^2+64p+16,64p^2+64p+16,,,,,False,64p^2+64p+16,64p^2+64p+16,teacher_3of3,1,,,,False,Expand the expression (8 p+4)^2 and combine like terms. Simplify your answer as 
513,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,,,,False,Given the significance level $\alpha=0.08$ find the following: (a) $\ $ lower-ta
514,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,Determine a definite integral that represents the region common to $r=2$ and $r=
515,free_single,T2,T2,False,unchanged,3,3,"-8, 1, 12, 19","-8,1,12,19",,,,,False,"-8,1,12,19","-8, 1, 12, 19",teacher_3of3,1,,,,False,"Order $-8$, $19$, $1$, $12$ from least to greatest. (Separate your answers by co"
516,free_multi,T3,T2,True,promoted,2,3,"7, -11, 4, 0","7,-11,4,0",,,,,False,"7,-11,4,0","7, -11, 4, 0",teacher_3of3,2,,,,False,Consider the expression $7 j-11 j+4 j$. The coefficients=[ANS] (separate by a co
517,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Let $S$ denote the sum of all of the three digit positive integers with three di
518,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"We now define an algorithm: The definition of a(n) is: Table T(n,k) = n OR k rea"
519,free_multi,T3,T3,False,unchanged,1,1,,,"426.3, 5090, 98.30","426.3,5090,98.30",wolfram_HIGH,,False,"426.3,5090,98.30","426.3, 5090, 98.30",wolfram_HIGH,3,"426.3, 5090, 98.30",HIGH,,False,Assume that the number of bacteria follows an exponential growth model: $ P(t)=P
520,free_single,T2,T2,False,unchanged,3,3,44,44,,,,,False,44,44,teacher_3of3,1,,,,False,You have a job raking leaves and have been able to save \$93. You decide to use 
521,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Two numbers added together are 19. Their product is 70. What are the two numbers
522,free_single,T4,T3,True,promoted,1,2,"x = -0.472, \, 0.472","-0.472,0.472",,,,,False,"-0.472,0.472","x = -0.472, \, 0.472",teacher_2of3,1,,,,False,"Approximate, to three decimal places, the solutions to the equation. If there is"
523,free_single,T3,T3,False,unchanged,2,2,2097150,2097150,,,,,False,2097150,2097150,teacher_2of3,0,,,,False,"Let $n$ be a positive integer. The integers $1,\,2,\,3,\,\ldots,\,n^2$ are to be"
524,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Find the Dini derivative of $$ f(x)=\begin{cases}ax\sin^2\frac{1}{x}+bx\cos^2\fr
525,MCQ,T3,T3,False,unchanged,2,2,H,H,,,,,False,H,H,teacher_2of3,0,,,,False,Given that: $$\begin{align*}\left(\frac {1}{r}\right)\left(\frac {1}{s}\right)\l
526,free_single,T4,T2,True,promoted,1,3,y = 128x^4 + 16x^2 + 4,128x^4+16x^2+4,,,,,False,128x^4+16x^2+4,y = 128x^4 + 16x^2 + 4,teacher_3of3,1,,,,False,Use substitution to compose $y=8 u^2+4 u+4$ and $u=4x^{2}$. Enter your answer as
527,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,,,,False,A microchip inspector found eight defective chips in a batch containing $700$ ch
528,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,"A city had a population of 7,774 at the begining of 1968 and has been growing at"
529,free_single,T1,T1,False,unchanged,3,3,\frac{429}{20},\frac{429}{20},429/20,\frac{429}{20},search_GOLD,agree,False,\frac{429}{20},429/20,search_GOLD,1,,,429/20,True,If Kamina can do a job in $33$ hours and Simon and Kamina working together can d
530,free_multi,T1,T2,True,demoted,3,3,"8/9,7/9,5","8/9,7/9,5",,,,,False,"8/9,7/9,5","8/9,7/9,5",teacher_3of3,3,,,,False,Put in simplest form. For example if $\frac{3}{7}$ were the answer you would put
531,free_single,T4,T2,True,promoted,1,3,"C, D, F, H","C,D,F,H",,,,,False,"C,D,F,H","C, D, F, H",teacher_3of3,1,,,,False,Which of the following are integers? There may be more than one correct answer. 
532,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,"For the following exercises, find the polar equation of the conic with focus at "
533,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,A dean in the business school claims that GMAT scores of applicants to the schoo
534,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,Given that the general solution of the differential equation $\mathrm{y^{\prime\
535,free_single,T2,T2,False,unchanged,2,2,"-4,\,-6","-4,-6","-4, -6","-4,-6",search_GOLD,agree,False,"-4,-6","-4, -6",search_GOLD,1,,,"-4, -6",True,Use factoring to solve the polynomial equation: HINT: Try multiplying each side 
536,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Decompose the following matrix into the product $LU$ using a compact format: $$ 
537,free_single,T1,T1,False,unchanged,3,3,42,42,42,42,search_GOLD,agree,False,42,42,search_GOLD,1,,,42,True,"In your Grandpa Neil’s recipe for a marinade, each serving uses $7.5$ tablespoon"
538,MCQ,T3,T3,False,unchanged,2,2,E,E,,,,,False,E,E,teacher_2of3,0,,,,False,Find the zeros of the function $f(x) = x^3 - (3 + \sqrt{3}) \cdot x + 3$.
539,free_multi,T3,T3,False,unchanged,2,2,"4,5","4,5",,,,,False,"4,5","4,5",teacher_2of3,2,,,,False,Let p(x)=x^{6}-14x^{5}+72x^{4}-78x^{3}-933x^{2}+5372x-9860. The polynomial $p(x)
540,free_multi,T3,T3,False,unchanged,2,2,"A,B,C","A,B,C",,,,,False,"A,B,C","A,B,C",teacher_2of3,3,,,,False,Suppose {$Z_t$} is white noise with mean zero. Define the stochastic process {$X
541,free_single,T2,T2,False,unchanged,3,3,5,5,,,,,False,5,5,teacher_3of3,1,,,,False,The domain of the function $ f(x)=x+\frac{7}{3x-15}$ is all real numbers $x$ exc
542,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,The length (in pages) of math research projects is given below. Using this infor
543,free_multi,T3,T3,False,unchanged,2,2,"\1.43,\0.54","\1.43,\0.54",,,,,False,"\1.43,\0.54","\1.43,\0.54",teacher_2of3,2,,,,False,Find the answer to the nearest cent when you perform each division. Your answer 
544,free_single,T3,T2,True,promoted,2,3,A,A,,,,,False,A,A,teacher_3of3,1,,,,False,Can the following function be written in the form of an exponential function or 
545,free_single,T2,T2,False,unchanged,3,3,400000,400000,,,,,False,400000,400000,teacher_3of3,1,,,,False,Suppose that you have zero dollars now and that the average rate of change in yo
546,free_multi,T1,T2,True,demoted,3,3,"92,126,146,72,172","92,126,146,72,172",,,,,False,"92,126,146,72,172","92,126,146,72,172",teacher_3of3,5,,,,False,Compute: $2\times 46$=[ANS] $2\times 63$=[ANS] $2\times 73$=[ANS] $2\times 36$=[
547,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one, and i"
548,free_multi,T3,T1,True,promoted,1,3,"x + 0.20x = 144, \120.00","x+0.20x=144,\120.00","1.20x = 144, $120.00","1.20x=144,$120.00",wolfram_HIGH,agree,False,"1.20x=144,$120.00","1.20x = 144, $120.00",wolfram_HIGH,2,"1.20x = 144, $120.00",HIGH,,False,The selling price of a textbook is \$144.00. If the markup is 20\% of the bookst
549,MCQ,T3,T3,False,unchanged,2,2,J,J,,,,,False,J,J,teacher_2of3,0,,,,False,We now define an algorithm: The definition of a(n) is the number of ways to writ
550,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Evaluate $\int\int\int_{E}{z \, dV}$, where $E$ is the region defined by: $$ E ="
551,free_single,T3,T2,True,promoted,2,3,\sqrt{28},\sqrt{28},,,,,False,\sqrt{28},\sqrt{28},teacher_3of3,1,,,,False,Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point
552,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,How much money do winners go home with from the television quiz show Jeopardy? T
553,free_multi,T4,T2,True,promoted,1,3,"24, 1.6","24,1.6",,,,,False,"24,1.6","24, 1.6",teacher_3of3,2,,,,False,IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 1
554,MCQ,T3,T3,False,unchanged,2,2,A,A,,,,,False,A,A,teacher_2of3,0,,,,False,Consider a random walk on a connected graph with 4 edges. What is the highest po
555,free_multi,T4,T3,True,promoted,1,2,"1.11, 0.1335","1.11,0.1335",,,,,False,"1.11,0.1335","1.11, 0.1335",teacher_2of3,2,,,,False,A newspaper conducted a statewide survey concerning the 1998 race for state sena
556,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius 
557,free_single,T1,T1,False,unchanged,3,3,5,5,5,5,search_GOLD,agree,False,5,5,search_GOLD,1,,,5,True,Find the absolute value of this number. ${|{5}|=}$ [ANS]
558,free_single,T3,T2,True,promoted,2,3,f(x)=\frac{13}{2}x-25,f(x)=\frac{13}{2}x-25,,,,,False,f(x)=\frac{13}{2}x-25,f(x)=\frac{13}{2}x-25,teacher_3of3,1,,,,False,Find an equation for the linear function which has $f(250)=1600$ and $f(650)=420
559,free_single,T2,T2,False,unchanged,3,3,-280,-280,,,,,False,-280,-280,teacher_3of3,1,,,,False,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS]
560,free_multi,T2,T2,False,unchanged,2,3,"C, A, A","C,A,A",,,,,False,"C,A,A","C, A, A",teacher_3of3,3,,,,False,A standardized variable always has [ANS] A. mean 0 and changing standard deviati
561,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Find the prime factorization of 30!.
562,MCQ,T3,T3,False,unchanged,2,2,H,H,,,,,False,H,H,teacher_2of3,0,,,,False,Identify the smallest natural number (positive integer) $f$ such that for every 
563,free_single,T2,T2,False,unchanged,3,3,20\%,20,,,,,False,20,20\%,teacher_3of3,1,,,,False,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What
564,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"Compute private key $( \mathbf{d}, \mathbf{p}, \mathbf{q} )$, waht is th public "
565,free_multi,T1,T2,True,demoted,3,3,"-7.006,-7.06,-7.6","-7.006,-7.06,-7.6",,,,,False,"-7.006,-7.06,-7.6","-7.006,-7.06,-7.6",teacher_3of3,3,,,,False,"Order these decimals from biggest to smallest: ${-7.6,-7.006,-7.06}$ [ANS] > [AN"
566,free_single,T2,T2,False,unchanged,3,3,3,3,,,,,False,3,3,teacher_3of3,1,,,,False,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.
567,free_multi,T1,T2,True,demoted,3,3,"A,A","A,A",,,,,False,"A,A","A,A",teacher_3of3,2,,,,False,Which of the following statements is false? [ANS] A. The intervals in a frequenc
568,free_multi,T2,T2,False,unchanged,2,3,"-10, 3","-10,3",,,,,False,"-10,3","-10, 3",teacher_3of3,2,,,,False,Add as indicated: a) $-4+(-6)=$ [ANS] b) $-6+9=$ [ANS]
569,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,Let $p$ be an odd prime. What is the order of $G L_{2} ( \mathbb{F}_{p} )?$
570,MCQ,T4,T3,True,promoted,1,1,,,H,H,search_GOLD,,False,H,H,search_GOLD,0,,,H,True,We now define an algorithm: The definition of a(n) is the number of single parad
571,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Given positive integers $d$, define the sequence $s(d)$ by the following rules: "
572,free_multi,T2,T2,False,unchanged,3,3,"8,-6,6,8","8,-6,6,8",,,,,False,"8,-6,6,8","8,-6,6,8",teacher_3of3,4,,,,False,"A football team gains 8 yards on first down, loses 6 on second down and then gai"
573,free_single,T2,T2,False,unchanged,3,3,\frac{17}{72},\frac{17}{72},,,,,False,\frac{17}{72},\frac{17}{72},teacher_3of3,1,,,,False,A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole
574,MCQ,T4,T3,True,promoted,1,2,C and E,E,,,,,False,E,C and E,teacher_2of3,0,,,,False,Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} &
575,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"Let the domain of discourse $R$ be the real number field, and $A$ be a triangula"
576,free_multi,T2,T2,False,unchanged,3,3,"\frac{5}{2},\frac{1}{2}","\frac{5}{2},\frac{1}{2}",,,,,False,"\frac{5}{2},\frac{1}{2}","\frac{5}{2},\frac{1}{2}",teacher_3of3,2,,,,False,It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it toge
577,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ for
578,free_multi,T3,T2,True,promoted,1,2,"7.62, 9.00, 95.44","7.62,9.00,95.44","7.62, 9.00, 95.44","7.62,9.00,95.44",wolfram_HIGH,agree,False,"7.62,9.00,95.44","7.62, 9.00, 95.44",wolfram_HIGH,3,"7.62, 9.00, 95.44",HIGH,,False,A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 sn
579,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x }
580,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,Compute the limit using L'Hopital's Rule: $$ \lim_{x \to 0} \left( \frac{ 1 }{ x
581,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1
582,free_single,T2,T2,False,unchanged,3,3,1035,1035,,,,,False,1035,1035,teacher_3of3,1,,,,False,"A pile of logs has $45$ logs in the bottom layer, $44$ logs in the next layer, $"
583,free_single,T3,T3,False,unchanged,2,2,119,119,,,,,False,119,119,teacher_2of3,0,,,,False,"Hannah has a $2024 \times 2025$ rectangle in the coordinate plane, with sides pa"
584,free_multi,T2,T1,True,promoted,2,3,"7z, 6w","7z,6w","7z, 6w","7z,6w",wolfram_HIGH,agree,False,"7z,6w","7z, 6w",wolfram_HIGH,2,"7z, 6w",HIGH,,False,"A mass is oscillating on the end of a spring. The distance, $y$, of the mass fro"
585,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,"-0.2235, 2.262, -2.262, No",PARTIAL,,False,It is considered quite common to have feet of unequal length. In a sample of 10 
586,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,"In some cases, the best-fitting multiple regression equation is of the form $\ha"
587,free_multi,T3,T3,False,unchanged,1,1,,,"B, C, D, E, F, J, C, A, B, B","B,C,D,E,F,J,C,A,B,B",wolfram_HIGH,,False,"B,C,D,E,F,J,C,A,B,B","B, C, D, E, F, J, C, A, B, B",wolfram_HIGH,4,"B, C, D, E, F, J, C, A, B, B",HIGH,,False,This is a problem on interpretation of regression equations which have quadratic
588,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"If all real symmetric matrices of order $n$ are classified by contract, that is,"
589,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,Let $P(x)=\sum_{i=1}^{20}(-x)^{20-i}(x+i)^i$ . Let $K$ be the product of the roo
590,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,Let $P(x) = (1 + x)(1 + 2x^2)(1 + 3x^4)(1 + 4x^8)(1 + 5x^{16})$ . Find the three
591,free_multi,T3,T3,False,unchanged,1,1,,,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326","1.081,1.683,1.819,-0.832,3.162,-0.322,4.123,1.326",wolfram_HIGH,,False,"1.081,1.683,1.819,-0.832,3.162,-0.322,4.123,1.326","1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",wolfram_HIGH,8,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",HIGH,"2cos(1), 2sin(1), 2sin(2), 2cos(2)",True,Here is a little more review concerning trig functions. Using the formula for si
