item_id,qtype,tier,gold_source,gold_best_answer,teacher_agree_3t,teacher_consensus,wolfram_answer,wolfram_confidence,search_answer,search_gold,indep_source,indep_vs_teacher,gold_conflict_flag,n_ans_slots,question_preview
317,MCQ,T2,teacher_2of3,D,2,D,D,HIGH,,False,wolfram_HIGH,agree,False,0,"Let $S \subset\mathbb{P}^{3}$ be a smooth algebraic surface of degree $d$ , and "
318,free_single,T4,none,,1,,,,,False,,,False,2,A circle $C$ has center at the origin and radius $8$. Another circle $K$ has a d
319,free_single,T2,teacher_3of3,"False,True,True,False",3,"False,True,True,False",,,,False,,,False,4,"Select True or False, depending on whether the corresponding statement is true o"
320,free_single,T4,none,,1,,,,,False,,,False,2,"Let $t$ be the time in weeks. At time $t=0$, organic waste is dumped into a pond"
321,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"What's the value of a > 0, such that the tangent line to the graph of f(x) = (x^"
322,free_single,T3,teacher_2of3,"40 ft,25 ft,1000 ft^2",2,"40 ft,25 ft,1000 ft^2",,,,False,,,False,3,You plan to build four identical rectangular sheep pens in a row. Each adjacent 
323,free_single,T2,search_GOLD,"[10,12), [-8,-6)",3,"[10,12),[-8,-6),[10,18),[-16,-6)",,,"[10,12), [-8,-6)",True,search_GOLD,review,False,4,Let $f(x)=\lfloor x/2 \rfloor$. We learned that the floor and the ceiling functi
324,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of ways to fact
325,free_single,T4,none,,1,,,,,False,,,False,2,Assume a car uses gas at a constant rate. After driving $20$ miles since a full 
326,free_single,T1,search_GOLD,"0.67, 0.36, 0.06",3,"0.67,0.36,0.06",,,"0.67, 0.36, 0.06",True,search_GOLD,agree,False,3,Write each as a decimal $\frac{67}{100}=$ [ANS] $\frac{36}{100}=$ [ANS] $\frac{6
327,free_single,T1,search_GOLD,7.6,3,7.6,,,7.6,True,search_GOLD,agree,False,1,It’s given that $1 \text{ton}=2000 \text{lb}$ and $1 \text{lb}=16 \text{oz}$.Do 
328,free_single,T3,teacher_2of3,"B,D,A,C",2,"B,D,A,C",,,,False,,,False,4,Every day I take the same taxi over the same route from home to the train statio
329,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,"The 30 edges of a regular icosahedron are distinguished by labeling them $1,2,\d"
330,free_single,T4,none,,1,,,,,False,,,False,2,"A market analyst finds that if a company produces and sells $x$ mixers annually,"
331,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Let $a, b, c$ be positive reals such that $abc + a + b = c$ and $$ \frac{19}{\sq"
332,free_single,T1,search_GOLD,"778, 624",3,"778,624",,,"778, 624",True,search_GOLD,agree,False,2,Convert the following integers from binary notation to decimal notation: (a) $11
333,free_single,T1,search_GOLD,"54, 62",3,"54,62",,,"54, 62",True,search_GOLD,agree,False,2,For the next few problems you need to understand what it means to evaluate a fun
334,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,A rod of length L with linear mass density $\lambda = kx$ is placed along x-axis
335,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,Find $\left(\left(f(a)\right)^{-1}\right)'$ for the function $f(x) = x + \sqrt{x
336,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,The integer 8871870642308873326043363 is the $1 3^{t h}$ power of an integer $n$
337,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,Suppose the rank of $\left( \begin{matrix} {{{a}}} \\ {{{3}}} \\ {{{1}}} \\ \end
338,free_single,T3,teacher_2of3,"y-axis,origin",2,"y-axis,origin",,,,False,,,False,2,Determine the symmetries (if any) of the graphs of the given relations. (a) $7 y
339,MCQ,T3,teacher_2of3,G,2,G,,,,False,,,False,0,"The power series expansion of $f ( \, z \, )={\frac{4 z^{2} \!+\! 3 0 z \!+\! 6 "
340,free_single,T4,none,,1,,,,,False,,,False,1,"For simple linear regression, with data $x_i,y_i$, $i=1,\ldots,n$, and model $Y_"
341,free_single,T4,none,,1,,,,,False,,,False,2,If you rationalize the numerator of \frac{\sqrt[3]{x^2}-5 \sqrt[3]{x}+25}{\sqrt{
342,free_single,T3,teacher_2of3,"negative,positive,negative,positive,positive",2,"negative,positive,negative,positive,positive",,,,False,,,False,5,determine whether the following quantities are positive or negative. [ANS] 1. $(
343,free_single,T1,search_GOLD,"D,A,C,B,E",3,"D,A,C,B,E",,,"D,A,C,B,E",True,search_GOLD,agree,False,5,Match the verbal descriptions with the given polynomials. You need to use all po
344,free_single,T2,teacher_3of3,-5,3,-5,,,,False,,,False,1,The additive inverse of $5$ is [ANS]
345,free_single,T2,search_GOLD,"-5/6, 5/6",2,"-\frac{5}{6},\frac{5}{6}",,,"-5/6, 5/6",True,search_GOLD,agree,False,2,Find all real zeros of the equation $|12x|=10$. Its real zeros are $x_1=$ [ANS] 
346,free_single,T1,search_GOLD,"0.7, 0.07, 0.007",3,"0.7,0.07,0.007",,,"0.7, 0.07, 0.007",True,search_GOLD,agree,False,3,Write the following as decimal numbers. $7 \div 10$=[ANS] $7 \div 100$=[ANS] $7 
347,MCQ,T3,teacher_2of3,B,2,B,,,,False,,,False,0,A $9 \times 9$ table is tiled by $26$ $(1 \times 3)$ tiles such that only $3$ sq
348,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,"Find the integral: $$ \int \frac{ \arcsin(4 \cdot x) }{ \sqrt{4 \cdot x+1} } \, "
349,free_single,T2,teacher_3of3,-\frac{2}{15},3,-\frac{2}{15},,,,False,,,False,1,"Subtract one fraction from the other: ${\frac{14}{45}-\frac{4}{9}}$ When needed,"
350,free_single,T2,search_GOLD,"11100, 11001, 1100111",3,"11100,11001,1100111,1101110,101001101,101010100",,,"11100, 11001, 1100111",True,search_GOLD,review,False,6,The decimal number 28 written in binary is [ANS] The decimal number 25 written i
351,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,The path of a satellite is given by the parametric equations x = 4 cos(t) + cos(
352,free_single,T2,teacher_3of3,68,3,68,,,,False,,,False,1,Find the distance betweem $333$ and $401$. [ANS] [NOTE: Your answer can be an al
353,free_single,T3,wolfram_HIGH,"8, C, 5 and 7, D",1,,"8, C, 5 and 7, D",HIGH,t=8,True,wolfram_HIGH,,False,4,"Chicago's average monthly rainfall, $R=f(t)$ inches, is given as a function of t"
354,free_single,T4,none,,1,,,,,False,,,False,5,"For each of the following, select the most appropriate unit of measurement: The "
355,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,The inflection point of the function curve (f(x) = { { 4(x + 1)} over { { x^2}}}
356,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,Expand the function $f(z) = \frac{1}{z^2 + 1}$ into series at $z = -1$ and $z = 
357,free_single,T4,none,,1,,,,,False,,,False,2,The half-life of Palladium-100 is 4 days. After 24 days a sample of Palladium-10
358,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,"The value of $(4!)! $ is $$$620, 448, abc, 733, 239, 439, 360, 000$$$ where $a$ "
359,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,"If $\operatorname*{lim}_{x\to0}\left(1-kx\right)^{\frac{2}{x}}=2$, what is the n"
360,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,Sum the series \[\sum_{m=1}^\infty \sum_{n=1}^\infty \frac{m^2 n}{3^m(n3^m+m3^n)
361,free_single,T2,teacher_3of3,180-7x,3,180-7x,,,,False,,,False,1,Two angles are supplementary if the sum of their measures is $180^{\circ}$. If t
362,free_single,T3,teacher_2of3,(6x-5y)(6x+5y),2,(6x-5y)(6x+5y),,,,False,,,False,1,Factor the difference of squares: $36x^{2}-25y^{2}=$ [ANS]
363,free_single,T4,none,,1,,,,,False,,,False,3,"Suppose $y$, the number of cases of a disease, is reduced by 11\% per year. (a) "
364,free_single,T1,search_GOLD,"Y, N, Y, N",3,"Y,N,Y,N",,,"Y, N, Y, N",True,search_GOLD,agree,False,4,"Determine whether f is a function from $\mathbb{Z}$ to $\mathbb{R}$. Enter ""Y"" f"
365,free_single,T2,teacher_3of3,C,3,C,,,,False,,,False,1,Use a graphing calculator to decide which viewing rectangle (A)-(D) produces the
366,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,"Let the matrix $A=( \alpha_{_1}, \alpha_{_2}, \alpha_{_3}, \alpha_{_4} )$ , wher"
367,free_single,T3,teacher_2of3,"60.3^\circ,46.3^\circ,53.3^\circ",2,"60.3^\circ,46.3^\circ,53.3^\circ",,,,False,,,False,3,Determine each to 1 decimal place: $\sin(\alpha)=0.868632$ implies $\alpha \ $ [
368,free_single,T2,search_GOLD,B or C,3,"C,D,D,E",,,B or C,True,search_GOLD,review,False,4,Let $f(t)$ denote the number of people eating in a restaurant $t$ minutes after 
369,free_single,T3,teacher_2of3,"\frac34,5,2",2,"\frac34,5,2",,,,False,,,False,3,"A quadratic function has its vertex at the point $(5,2)$. The function passes th"
370,free_single,T4,none,,1,,,,,False,,,False,2,Find amplitude and midline of the function $y=10 \cos{(5x)}-5$ (a) The midline i
371,free_single,T3,teacher_2of3,7.41,2,7.41,,,,False,,,False,1,"Solve $i=Prt$ for $t$, given that $P=\$402$, $r=9$ \%, and $i=\$268$. Answer: $t"
372,free_single,T2,teacher_3of3,0.51,3,0.51,,,,False,,,False,1,"In estimating the mean monthly fuel expenditure, $\mu$, per household vehicle, t"
373,free_single,T4,none,,1,,,,,False,,,False,2,Listed below are the lenths (in minutes) of randomly selected music CDs. Constru
374,free_single,T2,teacher_3of3,4000,3,4000,,,,False,,,False,1,"Among a town’s registered voters, there are $36\%$ Democrats and $33\%$ Republic"
375,free_single,T4,none,,1,,,,,False,,,False,1,Mr. Mason owes \$ 21.28 for his groceries. He pays with a twenty-dollar bill and
376,free_single,T4,none,,1,,,,,False,,,False,0,"Determine the sum of the smallest 50 possible values of $\text{gcd}(a^2+b^2+c^2,"
377,MCQ,T2,teacher_3of3,B,3,B,,,B (251),True,search_GOLD,review,False,0,Find the largest prime factor of the smallest positive integer $n$ such that $r_
378,free_single,T4,none,,1,,,,,False,,,False,5,Is the number of games won by a major league baseball team in a season related t
379,free_single,T1,search_GOLD,$480,3,480,,,$480,True,search_GOLD,agree,False,1,A company produce snowboards. Fixed costs are \$1320 and the cost per snowboard 
380,free_single,T2,search_GOLD,"0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000",2,"0.075,0.239,32000,16710,38000,0.00248,52000",,,"0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000",True,search_GOLD,agree,False,7,Complete each statement: 75 mL=[ANS] L 239 mm=[ANS] m 32 kg=[ANS] g 1671 cm=[ANS
381,free_single,T2,teacher_3of3,2040,3,2040,,,,False,,,False,1,Find the numerical value of the sum below. $ \sum\limits_{k=1}^{120} 17$=[ANS]
382,free_single,T3,teacher_2of3,"\frac{187}{18},\frac{55}{9}",2,"\frac{187}{18},\frac{55}{9}",,,,False,,,False,2,"A rectangular room is $1.7$ times as long as it is wide, and its perimeter is $3"
383,free_single,T3,teacher_2of3,80,2,80,,,,False,,,False,0,We call a $n \times n$ table filled with positive integers \emph{divisoral} if i
384,free_single,T4,none,,1,,,,,False,,,False,1,Find the exact solution to the equation below. (Do not give a decimal approximat
385,free_single,T1,wolfram_HIGH,"A, A, A",3,"A,A,A","A, A, A",HIGH,,False,wolfram_HIGH,agree,False,3,"For each problem, select the best response. (a) In order to take a sample of 120"
386,free_single,T3,teacher_2of3,3,2,3,,,,False,,,False,0,"There are $n$ parallel lines on a plane, and there is a set $S$ of distinct poin"
387,free_single,T1,search_GOLD,-230,3,-230,,,-230,True,search_GOLD,agree,False,1,"Consider the following scenario in which you study your bank account. On Jan. 1,"
388,free_single,T3,teacher_2of3,"4.11\%,3.52\%,2.94\%,1.17\%,0\%",2,"4.11\%,3.52\%,2.94\%,1.17\%,0\%",,,,False,,,False,5,Consider a population of coyotes whose intristic growth rate is 9.1\% and whose 
389,MCQ,T3,teacher_2of3,F,2,F,,,x^2+5x±5,True,search_GOLD,review,False,0,Express the polynomial $( x+1 ) ( x+2 ) ( x+3 ) ( x+4 )$ as a perfect square for
390,free_single,T4,none,,1,,,,,False,,,False,2,Add as indicated: (Note: Your answer must be a fraction.) a) $\frac{2}{5}+(-\fra
391,MCQ,T4,none,,1,,,,,False,,,False,0,Consider a prime number $f$ exceeding 5. Define $f(f)$ as the count of infinite 
392,free_single,T2,teacher_3of3,81,3,81,,,,False,,,False,1,Use rules to find the sum $37-(-31)-(-13)$ [ANS]
393,free_single,T4,none,,1,,,,,False,,,False,3,Find the inverse of the following function and state its domain. $f(x)=16 \cos (
394,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Compute the integral: $$ \int x \cdot \arctan(2 \cdot x)^2 \, dx $$"
395,free_single,T2,wolfram_HIGH,"\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",2,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}","\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",HIGH,,False,wolfram_HIGH,agree,False,3,"In 2005, you have 55 CDs in your collection. In 2008, you have 140 CDs. In 2012,"
396,free_single,T3,teacher_2of3,"(-inf,5),(-3,5]",2,"(-inf,5),(-3,5]",,,,False,,,False,2,"When expressing sets, you may write “inf” for infinity. Give the interval notati"
397,free_single,T3,teacher_2of3,"256\pi,\frac{2048\pi}{3}",2,"256\pi,\frac{2048\pi}{3}",,,,False,,,False,2,"As Aragorn views the Dark Lord in a crystal ball of radius 8, he realizes that: "
398,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,"Let $\alpha_{1} \!=\! (-1, 0, \ -2 ), \alpha_{2} \!=\! ( 0, 1, 2 ), \quad\alpha_"
399,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,"For all real numbers $x$ satisfying $x^4+861184\leq 1865x^2$, what is the maximu"
400,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,"Let the random variables ( X_1 ,X_2 ,X_3 ,X_4 ) be independent and identically d"
401,free_single,T4,none,,1,,,,,False,,,False,4,Convert from radians to degrees. (a) $\frac{5}{2}$ [ANS] (b) $\frac{4 \pi}{3}$ [
402,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Fully multiplicative with
403,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,"Let $$ X=\langle x_{1}, x_{2} \rangle, \quad Y=\langle y_{1}, y_{2}, y_{3} \rang"
404,free_single,T3,teacher_2of3,52\%,2,52\%,,,,False,,,False,1,"A standard six-sided die was rolled 50 times, and the outcomes are in the table "
405,MCQ,T4,none,,1,,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of partitions o
406,free_single,T2,teacher_3of3,-7,3,-7,,,,False,,,False,1,"Find $x$ such that $4x+1, \ 4x+4,$ and $-4x-49$ are consecutive terms of an arit"
407,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,"Using the Huffman algorithm to find the optimal binary tree T with weights 7, 8,"
408,free_single,T4,none,,1,,,,,False,,,False,5,"For each of the following problems, show that the repeating decimal is a rationa"
409,free_single,T4,none,,1,,,,,False,,,False,2,"For the data set (-1,-3), (2,2), (5,5), (9,7), (10,10), find interval estimates "
410,free_single,T4,none,,1,,,,,False,,,False,2,A searchlight rotates through one complete revolution every 8 seconds. Determine
411,free_single,T2,teacher_3of3,\frac{392\pi}{45},3,\frac{392\pi}{45},,,,False,,,False,1,"In a circle of radius 8, the length of the arc that subtends a central angle of "
412,free_single,T1,search_GOLD,(4*sqrt(78)-35)/72,3,\frac{4\sqrt{78}-35}{72},,,(4*sqrt(78)-35)/72,True,search_GOLD,agree,False,1,Given $\cos(\alpha)=-\frac{\sqrt{32}}{9}$ and $\alpha$ is in quadrant II and $\s
413,free_single,T3,wolfram_HIGH,"0.89, (1.83, infty), 0.2008, A",1,,"0.89, (1.83, infty), 0.2008, A",HIGH,,False,wolfram_HIGH,,False,4,A company that sponsors LSAT prep courses would like to be able to claim that th
414,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,Compute the integral: $$ \int \frac{ 3 }{ 4 \cdot x^2 \cdot \sqrt{5 \cdot x^2-2 
415,free_single,T4,none,,1,,,,,False,,,False,4,The formula for the volume of a cube with side length $s$ is $V=s^3$. The formul
416,free_single,T2,teacher_3of3,"11,16",3,"11,16",,,,False,,,False,2,In simplest form: $\begin{array}{cccc}\hline & \frac {462}{672}=& & [ANS] [ANS] 
417,free_single,T4,none,,1,,,,,False,,,False,5,Complete the ANOVA table for a completely randomized design below. $\begin{array
418,free_single,T4,none,,1,,,,,False,,,False,4,Test the claim that the population of sophomore college students has a mean grad
419,free_single,T3,teacher_2of3,n^2,2,n^2,,,,False,,,False,0,"Alice and Bob play a game on a connected graph with $2n$ vertices, where $n\in \"
420,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Suppose we like to calculate P(H|E, F) and we have no conditional independence i"
421,free_single,T3,teacher_2of3,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",2,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",,,,False,,,False,2,"Suppose the angle $\theta$ is in the second quadrant, $\pi/2 \leq \theta \leq \p"
422,free_single,T4,none,,1,,,,,False,,,False,0,A natural number \(N\) is given. A cube with side length \(2N + 1\) is made up o
423,free_single,T4,none,,1,,,,,False,,,False,1,"The average of $10^\circ,-11^\circ, 4^\circ, 7^\circ,-7^\circ,-6^\circ$=[ANS] $^"
424,free_single,T2,teacher_3of3,"parameter,parameter,statistic,statistic",3,"parameter,parameter,statistic,statistic",,,,False,,,False,4,"Identify each quantity as a parameter or statistic. Write ""parameter"" or ""statis"
425,free_single,T2,teacher_3of3,7,3,7,,,,False,,,False,1,Evaluate the expression \frac{\sqrt{343}}{\sqrt{7}} Your answer is [ANS]
426,free_single,T2,teacher_3of3,11,3,11,,,,False,,,False,1,"In a group of healthy cows and chickens, the number of legs is 22 more than twic"
427,MCQ,T3,teacher_2of3,E,2,E,,,520,True,search_GOLD,review,False,0,"Let $a$ , $b$ , and $c$ be positive real numbers such that $a^2+b^2=c^2+ab$ and "
428,free_single,T2,search_GOLD,43/55,3,"43,55",,,43/55,True,search_GOLD,review,False,2,"Divide the fractions, and reduce your answer. \frac{8}{55}\div\frac{8}{43} The r"
429,free_single,T3,teacher_2of3,A,2,A,,,,False,,,False,1,Libby had a ten-dollar bill. Then she spent \$ 2.95 at a store. How much money d
430,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,Evaluate the limit: $$ \lim_{x \to 0}\left(\frac{ \ln\left(1+x+x^2\right)+\ln\le
431,free_single,T3,search_GOLD,"m=5, p=42",2,"5,42",,,"m=5, p=42",True,search_GOLD,review,False,2,"Using a change of base formula, one can write \frac{\log_{11} (42)} {\log_{11}(5"
432,free_single,T4,none,,1,,,,,False,,,False,1,"Solve the equation in the interval $[0,\, 2 \pi]$. If there is more than one sol"
433,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,To express $\operatorname{cos} 3\theta$ in terms of $\operatorname{sin} \theta$ 
434,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of ways of part
435,free_single,T3,wolfram_HIGH,"0.4457, 0.5368, A",1,,"0.4457, 0.5368, A",HIGH,,False,wolfram_HIGH,,False,3,Construct the $99$ \% confidence interval estimate of the population proportion 
436,free_single,T2,teacher_3of3,20,3,20,,,,False,,,False,1,Find an equivalent fraction to $\frac{5}{8}$: ${\frac{5}{8}=\frac{?}{32}}$ The q
437,free_single,T2,search_GOLD,"76.37, 79.63",3,"(76.37, 79.63)",,,"76.37, 79.63",True,search_GOLD,review,False,1,The number of cars sold annually by used car salespeople is normally distributed
438,free_single,T3,teacher_2of3,"5,9,1,10,2,0,10,x^3y^7,1",2,"5,9,1,10,2,0,10,x^3y^7,1",,,,False,,,False,9,Determine the following for: $5x^{4} y^{5}+x^{3} y^{7}+2$ a) Determine the term 
439,free_single,T2,teacher_3of3,-\frac{4}{13},3,-\frac{4}{13},,,,False,,,False,1,"Add these two fractions: ${-\frac{10}{13}+\frac{6}{13}}$ When needed, use an imp"
440,MCQ,T3,teacher_2of3,G,2,G,,,5/2,True,search_GOLD,review,False,0,Given any convex pentagon whose vertices (no three of which are collinear) have 
441,free_single,T2,teacher_3of3,260,3,260,,,,False,,,False,1,You’ve poured $140$ grams of a $6\%$ (by mass) alcohol solution into a large gla
442,MCQ,T3,teacher_2of3,H,2,H,,,see options,True,search_GOLD,review,False,0,"Find the gradient of the function $f(x,y) = \frac{ \sqrt{x} + y^2 }{ x \cdot y }"
443,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,"Let $P(x) = x^4 + 2x^3 + 3x^2 + 4x + 5$ have roots $r_1, r_2, r_3, r_4$ . Given "
444,free_single,T3,teacher_2of3,"113,35,112,61,148,43",2,"113,35,112,61,148,43",,,,False,,,False,6,Find the quotient and remainder in each of the following. $80\vert\overline{9075
445,MCQ,T4,none,,1,,,,,False,,,False,0,"$P$ is the probability that if you flip a fair coin, $20$ heads will occur befor"
446,free_single,T4,none,,1,,,,,False,,,False,2,Find the standard error of the estimate and the coefficient of determination for
447,free_single,T3,teacher_2of3,x \leq 4,2,x \leq 4,,,,False,,,False,1,Solve the compound inequality. x \leq 6 \mbox{and} x \leq 4 Answer: [ANS]
448,free_single,T4,none,,1,,,,,False,,,False,2,"Is the function below a rational function? If it is, write it in reduced form as"
449,free_single,T4,none,,1,,,,,False,,,False,3,$50$ people are randomly selected and the accuracy of their wristwatches is chec
450,MCQ,T3,teacher_2of3,I,2,I,,,,False,,,False,0,"There is an equiangular hexagon $OUTDIA$ such that $OU=DI$ , $UT=IA$ , $TD=AO$ a"
451,free_single,T4,none,,1,,,,,False,,,False,6,Complete the table below. $\begin{array}{ccc}\hline Books read within the past y
452,free_single,T2,teacher_3of3,42,3,42,,,,False,,,False,1,A chi-square independence test is to be conducted to decide whether an associati
453,free_single,T4,none,,1,,,,,False,,,False,0,"Let $a_1$, $a_2$, $r$, and $s$ be positive integers with $r$ and $s$ odd. The se"
454,free_single,T3,wolfram_HIGH,"1.5, 0.9375",1,,"1.5, 0.9375",HIGH,,False,wolfram_HIGH,,False,2,Consider the report cards for Sam and Samantha given below. $\begin{array}{cccc}
455,free_single,T2,teacher_3of3,C,3,C,,,,False,,,False,1,A movie is 115 minutes long. 60 minutes=1 hour Which statement about the movie i
456,free_single,T4,none,,1,,,,,False,,,False,3,Samples were collected from two ponds in the Bahamas to compare salinity values 
457,MCQ,T3,teacher_2of3,C,2,C,,,,False,,,False,0,Find the sum of all positive integers $x$ such that there exists integers $a$ an
458,free_single,T3,teacher_2of3,3,2,3,,,,False,,,False,0,$n$ assistants start simultaneously from one vertex of a cube-shaped planet with
459,free_single,T4,none,,1,,,,,False,,,False,5,Complete the following fundamental identities: $\begin{array}{cccc}\hline 1. & P
460,free_single,T1,search_GOLD,"F, F",3,"F,F,T,T,T,T,F",,,"F, F",True,search_GOLD,agree,False,7,Indicate whether the following statements are True (T) or False (F). You must ge
461,free_single,T3,search_GOLD,2,2,"2,302",,,2,True,search_GOLD,review,False,2,Suppose that the minimum and maximum ages for typical textbooks currently used i
462,free_single,T2,search_GOLD,"a=-7, b=8",3,"-7,8",,,"a=-7, b=8",True,search_GOLD,review,False,2,Let $f(x)=\sqrt{56-x}$ and $g(x)=x^2-x$. Then the domain of $f\circ g$ is equal 
463,MCQ,T3,teacher_2of3,J,2,J,,,,False,,,False,0,"Let $f(x)$ be a monotonically increasing function defined on $[a, b]$. Let $E = "
464,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,Let the system $\mathrm{L}$ be formed by two independent subsystems $L1$ and $L2
465,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,Find the volume of the solid that lies under the double cone $z^2 = 4 \cdot x^2 
466,free_single,T2,teacher_3of3,26.9,3,26.9,,,,False,,,False,1,A model car has a scale factor of $\frac{1}{64}$ The diameter of a tire on the m
467,free_single,T4,none,,1,,,,,False,,,False,4,"According to the 1993 World Almanac, the number of calories a person walking at "
468,free_single,T4,none,,1,,,,,False,,,False,2,Astronaunts often report that there are times when they become disoriented as th
469,free_single,T3,wolfram_HIGH,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",1,,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",HIGH,,False,wolfram_HIGH,,False,10,"The area, $A=f(s)$ square feet, of a square wooden deck is a function of the sid"
470,free_single,T4,none,,1,,,,,False,,,False,6,Suppose you have selected a random sample of $n=12$ measurements from a normal d
471,MCQ,T2,teacher_3of3,C,3,C,,,C (43),True,search_GOLD,review,False,0,"In triangle $ABC,$ $BC=9.$ Points $P$ and $Q$ are located on $BC$ such that $BP="
472,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,"On a certain planet, there are exactly 360 days in a year. Find the number of wa"
473,free_single,T3,teacher_2of3,"[-7,-3]",2,"[-7,-3]",,,,False,,,False,1,Solve the following inequality and write your answer using interval notation. u^
474,MCQ,T3,teacher_2of3,C,2,C,,,248,True,search_GOLD,review,False,0,How many bit strings of length eight do not contain six consecutive 0s?
475,free_single,T4,none,,1,,,,,False,,,False,0,Two points are selected independently and uniformly at random inside a regular h
476,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,"Compute $\int_{0}^{\frac{ 1 }{ 5 }} e^{-2 \cdot x^2} \, dx$ with accuracy $0.000"
477,free_single,T1,search_GOLD,A,3,"A,C",,,A,True,search_GOLD,agree,False,2,Which of the following must be avoided in designing a questionnaire? [ANS] A. Le
478,free_single,T2,search_GOLD,-3/10,2,-\frac{3}{10},,,-3/10,True,search_GOLD,agree,False,1,"List all real values of $x$ such that $f(x)=0$. If there are no such real $x$, t"
479,free_single,T3,wolfram_HIGH,"40.36, 43.64, 40.01, 43.99",1,,"40.36, 43.64, 40.01, 43.99",HIGH,,False,wolfram_HIGH,,False,4,Construct both a $90$ \% and a $95$ \% confidence interval for $\beta_1$. $\hat{
480,free_single,T1,search_GOLD,2.5,3,"2.5,2.5",,,2.5,True,search_GOLD,agree,False,2,The height inside a camping tent when you are $d$ feet from the edge of the tent
481,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,Let $N$ denote the number of $7$ digit positive integers have the property that 
482,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,Set $x^{4} \!-\! 2 x^{2} \!+\! 3 \!=\! c_{0} \!+\! c_{1} ( x \!+\! 2 ) \!+\! c_{
483,MCQ,T3,teacher_2of3,A,2,A,,,,False,,,False,0,"Let $x,y$ be two non-negative real numbers such that $y\sqrt{2016-x^2} + x\sqrt{"
484,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Let $\star (x)$ be the sum of the digits of a positive integer $x$ . $\mathcal{S
485,free_single,T2,teacher_3of3,135,3,135,,,,False,,,False,1,Stan and Hilda can mow the lawn in $45$ min if they work together. If Hilda work
486,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,The number of increasing sequences of positive integers $a_1 \le a_2 \le a_3 \le
487,free_single,T3,wolfram_HIGH,"-21.1, -0.9636",1,,"-21.1, -0.9636",HIGH,,False,wolfram_HIGH,,False,2,A sample of four 35-year-old males is asked about the average number of hours pe
488,free_single,T3,teacher_2of3,4050,2,4050,,,,False,,,False,0,"Having won the elections in Linetown, Turbo the Snail has become mayor, and one "
489,free_single,T2,teacher_3of3,385,3,385,,,,False,,,False,1,Angelina's goal for each five-day work week is to have average total sales of \$
