item_id,question,predicted_kaggle_answer,confidence_pct,tier
805,"We now define an algorithm: The definition of a(n) is the number of n-step one-sided prudent walks on a 2D grid avoiding exactly three consecutive West steps. A prudent walk is a self-avoiding walk where each step is either up, down, left, or right, and does not lead the walker back to any previously visited position. Given the input x_list (a series of values): [20, 21, 22, 23, 24, 25, 26, 27, 28, 29], determine the corresponding output sequence y_list.",G,81.61,2
806,"Assume that $\theta$ is an angle in quadrant III. Find the values of the six triginometric functions given the following:
\sec(\theta)=\frac{-45}{34}.
$\sin(\theta)$=[ANS]
$\cos(\theta)$=[ANS]
$\tan(\theta)$=[ANS]
$\cot(\theta)$=[ANS]
$\sec(\theta)$=[ANS]
$\csc(\theta)$=[ANS]","-0.6551, -0.7556, 0.8670, 1.153, -1.324, -1.527",61.22,3
807,Calculate the derivative of the function $r = \ln\left(\sqrt[4]{\frac{ 1+\tan(\varphi) }{ 1-\tan(\varphi) }}\right)$.,E,99.0,1
808,"We now define an algorithm: The definition of a(n) is Blue code for n: in the binary coding of a polynomial over GF(2), substitute x+1 for x. (Consider the binary representation of n as the coefficient vector of a polynomial over the finite field GF(2). Apply the substitution x+1 for x in this polynomial, and then convert the resulting polynomial back to a binary number.) Given the input x_list (a series of values): [57, 58, 59, 60, 61, 62, 63, 64, 65, 66], determine the corresponding output sequence y_list.",D,77.43,3
809,"The country of ELMOpia has $n \ge 4$ cities, where some pairs of cities are connected by a road. An astute traveler notices that for any $2$ cities $A$ and $B$, there exist (distinct) cities $C$ and $D$ such that $A-C$, $C-B$, $B-D$, $D-A$ are all connected by roads. Let $S(n)$ be the minimum number of roads in ELMOpia, in terms of $n$. Determine \(\sum_{n=10}^{20} S(n)\).
",1540,46.95,4
810,The general solution of the equation $y''+y= \sin x$ is,F,81.97,2
811,"The mass of one hydrogen atom is $1.67 \times 10^{-24}$ gram. Find the mass of 80,000 hydrogen atoms. Express the answer in scientific notation. Answer=[ANS] grams",1.34 \times 10^{-19},61.74,3
812,"Convert $\left(xy\right)^{6}=8$ to an equation in polar coordinates. [ANS] $=r^{12}$ Note: use ""t"" for $\theta$",\dfrac{512}{\sin^6(2t)},56.4,4
813,"Under which of the following circumstances is it impossible to construct a confidence interval for the population mean? [ANS] A. A non-normal population with a small sample and an unknown population variance.  B. A normal population with a small sample and an unknown population variance.  C. A normal population with a large sample and a known population variance.  D. A non-normal population with a large sample and an unknown population variance.
The use of the standard normal distribution for constructing a confidence interval estimate for the population proportion $p$ requires: [ANS] A. that the sample size is greater than 30  B. $np$ and $n(1-p)$ are both greater than 5  C. $n\hat{p}$ and $n(1-\hat{p}$) are both greater than 5, where $\hat{p}$ denotes the sample proportion  D. $n(p+\hat{p})$ and $n(p-\hat{p})$ are both greater than 5","A, C",91.65,1
814,"A study was conducted to see how people reacted to certain facial expressions. A sample group of $n=36$ was randomly divided into six groups. Each group was assigned to view one picture of a person making a facial expression. Each group saw a different picture, and the different expressions were (1) Surprised (2) Nervous (3) Scared (4) Sad (5) Excited (6) Angry. After viewing the pictures, the subjects were asked to rank the degree of dominance they inferred from the facial expression they saw. (The scale ranged from-10 to 10) The data collected is summarized in the table below.
$\begin{array}{cccccc}\hline Surprised & Nervous & Scared & Sad & Excited & Angry \\ \hline 1 & 0.3 & 0.5 & 0.9 &-0.8 &-0.7 \\ \hline 0.3 & 0.3 &-0.5 & 0 & 0.6 &-0.9 \\ \hline 0 &-0.3 &-0.4 &-0.3 & 0.1 &-1.5 \\ \hline-1.4 &-0.4 & 0 & 1.2 &-0.2 &-0.7 \\ \hline-0.0999999999999999 & 1.6 & 2 &-0.9 &-1.9 &-1 \\ \hline 0.2 &-1.3 &-0.6 & 1 & 1.2 &-0.0999999999999999 \\ \hline \end{array}$
Complete the following ANOVA table
$\begin{array}{ccccc}\hline Source & df & SS & MS & F \\ \hline Expressions & [ANS] & [ANS] & [ANS] & [ANS] \\ \hline Error & [ANS] & [ANS] & [ANS] & \ \\ \hline Total & [ANS] & [ANS] & [ANS] & \ \\ \hline \end{array}$","5, 4.726, 0.9451, 1.224, 30, 23.16, 0.7719, 35, 27.88, 0.7966",78.44,3
815,"Take two numbers randomly from $(0,1)$, so what is the probability that the sum of the two numbers is less than $\frac{6} {5}$? What is the probability that the product of the other two numbers is less than $\frac{1} {4}$?",H,99.0,1
816,"Animals and people that take in more energy than they expend will get fatter. Here are data on 12 rhesus monkeys: 6 lean monkeys (4\% to 9\% body fat) and 6 obese monkeys (13\% to 14\% body fat). The data report the energy expended in 24 hours (kilojoules per minute) and the lean body mass (kilograms, leaving out fat) for each monkey.
$\begin{array}{cc}\hline Lean & Obese \\ \hline \end{array}$
$\begin{array}{cccc}\hline Body Mass & Energy & Body Mass & Energy \\ \hline 6.8 & 1.17 & 8.1 & 0.91 \\ \hline 7.6 & 1.04 & 9.6 & 1.35 \\ \hline 9.1 & 1.44 & 10.4 & 1.15 \\ \hline 10.2 & 1.66 & 12.5 & 1.48 \\ \hline 9.3 & 1.05 & 12.2 & 1.25 \\ \hline 9.2 & 1.14 & 10.4 & 1.32 \\ \hline \end{array}$
(a) What is the mean lean body mass of the lean monkeys? ANSWER $\bar{x}=$ [ANS] kilograms. (b) What is the mean lean body mass of the obese monkeys? ANSWER $\bar{x}=$ [ANS] kilograms.",10.53,67.58,3
817,"Evaluate this expression:
${{{\textstyle\frac{8}{7}}}+8\cdot{{\textstyle\frac{8}{21}}}=}$ [ANS]",8822,45.37,4
818,"Write the expression as a single fraction. Simplify your answer.
$\begin{array}{cccc}\hline &  \frac{6}{a}+\frac{5}{b}=& & [ANS] [ANS] \\ \hline \end{array}$",\dfrac{5a + 6b}{ab},30.99,5
819,$\int_{{}}^{{}}{\frac{1+\sin x}{1+\cos x}dx}=$,E,99.0,1
820,"Simplify the expression:
$18-6 \div 2$ [ANS]",15,99.0,1
821,"Suppose you want to use a paired sample to compare the mean TV viewing times of married men and married women.
What is the variable under consideration? [ANS] A. marital status  B. mean TV viewing time  C. TV viewing time  D. None of the above
What are the two populations under consideration? [ANS] A. married men and married women  B. men and women  C. married people and single people  D. None of the above
What are the pairs? [ANS] A. married couples  B. men and women  C. None of the above
What is the paired-difference variable? [ANS] A. the difference between the TV viewing times of a married couple  B. the difference between the TV viewing times of men and women  C. None of the above","C, A, A, A",97.68,1
822,What is the linear velocity in MILES PER HOUR of the tip of a lawnmower blade spinning at 2800 revolutions per minute in a lawnmower that cuts a path that is 24 inches wide? [ANS] miles per hour,399.8,62.23,3
823,"Let \(a\) be a positive integer. We say that \(a\) is bao-good if there exist integers \((s,l)\) such that:
1. There does not exist a positive integer \(b\) for which
\[
    a \mid s^b - l.
\]
2. For every proper divisor \(a'\) of \(a\) (that is, \(a' \mid a\) and \(1 \le a' < a\)), there exists a positive integer \(b\) such that
\[
    a' \mid s^b - l.
\]
Determine the sum of the smallest 20 bao-good positive integers \(a\).",359,95.51,1
824,"Calculate the integral using the trapezoidal rule
$$
y=\int_{0}^{x} \mathrm{e}^{-t^{2}} \, \mathrm{d} t
$$
to the approximate values at $x = 0.5, 0.75,$ and $1$ is____.",C,99.0,1
825,"Find the value of the integral $\int_{0}^{\pi} \operatorname{tan}(\theta + \mathrm{i} a) \, \mathrm{d}\theta \quad (a$ is a real number and $a \neq 0)$.",D,76.72,3
826,A manufacturer has 3400 units in stock. The product is now selling at \$6 per unit. Next month the unit price will increase by \$0.50. The manufacturer wants the total revenue received from the sale of the 3400 units to be no less than \$21200. What is the number of units that can be sold this month? Answer: At most [ANS] units,1800,99.0,1
827,"Where is the parabola $y = x^2$ closest to the point $(2,0)$?",H,99.0,1
828,Use the given data to find the 95\% confidence interval estimate of the population mean $\mu$. Assume that the population has a normal distribution. IQ scores of professional athletes: Sample size $n=25$ Mean $\overline{x}=105$ Standard deviation $s=13$ [ANS] $< \mu <$ [ANS],"99.63, 110.4",91.39,1
829,You fire a rifle at an angle of 45 degrees. Thus the initial horizontal and vertical velocities of your bullet are the same. Suppose they each equal 368 feet per second. Again ignore air resistance. Assume you are shooting from ground level (height 0). Your bullet will hit the ground [ANS] feet from your current position.,4209,38.86,5
830,Find the distance along an arc on the surface of the earth that subtends a central angle of 8 minutes (1 minute=1/60 degree). The radius of the earth is 3960 miles. Your answer is [ANS] miles.,9.215,96.23,1
831,"Solve the integral:
$$
\int \frac{ 1 }{ \sin(8 \cdot x)^5 } \, dx
$$",E,99.0,1
832,"Given \( y = {f^2}(x) \), assuming \( f(u) \) is twice differentiable, then \( y'' \) is ( ).",J,99.0,1
833,"Enter the following rational numbers from least to greatest. Separate your answers by commas. No decimals or mixed fractions.
$\frac{3}{4}$, $\frac{48}{6}$, $\frac{40}{3}$, $\frac{-19}{3}$ [ANS]
Remember, to enter a fraction of the form $\frac{a}{b}$, type a/b.","-19/3, 3/4, 8, 40/3",46.84,4
834,Fill in the following equations: $45^\circ=$ [ANS] rad $270^\circ=$ [ANS] rad $-570^\circ=$ [ANS] rad Hint: Everything follows from the fact that 360^\circ=2\pi \hbox{~rad}.,5,36.16,5
835,"Penelope collected a total of $2016$ stamps over the past $16$ years. On average, how many stamps did Penelope collect each year? Solution: On average, Penelope collected [ANS] stamps each year.",126,99.0,1
836,"Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function. A chord is defined as a segment of integer length, parallel to the x-axis, whose endpoints lie on the graph of \( f \). It is known that the graph of \( f \) contains exactly \( N \) chords, one of which has length 2025. Find the minimum possible value of \( N \).",15,76.66,3
837,"Find the value of $I=\int_{0}^{1}f(x)$d$x$ is (), where
$$f(x)=\begin{cases}x\mathrm{ln}x/(x-1),&0<x<1,\\0,&x=0,\\1,&x=1.\end{cases}$$",D,99.0,1
838,"One of the few negative side effects of quitting smoking is weight gain. Suppose that the weight gain in the 12 months following a cessation in smoking is normally distributed with a standard deviation of 8 pounds. To estimate the mean weight gain, a random sample of 55 quitters was drawn and the sample mean was found to be 26 pounds. Determine the 97\% confidence interval estimate of the mean 12-month weight gain for all quitters. Note: For each confidence interval, enter your answer in the form (LCL, UCL). You must include the parentheses and the comma between the confidence limits.
Confidence Interval=[ANS]","(23.66, 28.34)",92.2,1
839,"Evaluate $\sum_{n=0}^\infty \mathrm{Arccot}(n^2+n+1)$, where $\mathrm{Arccot}\,t$ for $t \geq 0$ denotes the number $\theta$ in the interval $0 < \theta \leq \pi/2$ with $\cot \theta = t$.",G,99.0,1
840,"Fix an integer $b \geq 2$. Let $f(1) = 1$, $f(2) = 2$, and for each $n \geq 3$, define $f(n) = n f(d)$, where $d$ is the number of base-$b$ digits of $n$. For which values of $b$ does \[ \sum_{n=1}^\infty \frac{1}{f(n)} \] converge?",F,99.0,1
841,"Let $f(x)=\sin{(8x)}$ and $g(x)=5+\sqrt{x}$. Find formulas for:
(a) $f(g(x))=$ [ANS]
(b) $g(f(x))=$ [ANS]","\sin\left(40 + 8\sqrt{x}\right), 5 + \sqrt{\sin(8x)}",75.88,3
842,"When a poultry farmer uses his regular feed, the newborn chickens have normally distributed weights with a mean of $62.5$ oz. In an experiment with an enriched feed mixture, ten chickens are born with the following weights (in ounces). 66.7, \ 62.7, \ 65, \ 65.3, \ 68.7, \ 64.6, \ 64.6, \ 65.6, \ 65.5, \ 66 Use the $\alpha=0.05$ significance level to test the claim that the mean weight is higher with the enriched feed.
(a) The sample mean is $\overline{x}=$ [ANS]
(b) The sample standard deviation is $s=$ [ANS]
(c) The test statistic is $t=$ [ANS]
(d) The critical value is $t^*=$ [ANS]
(e) The conclusion is [ANS] A. There is not sufficient evidence to support the claim that with the enriched feed, the mean weight is greater than 62.5.  B. There is sufficient evidence to support the claim that with the enriched feed, the mean weight is greater than 62.5.","65.47, 1.552, 6.052, 1.833, B",80.67,2
843,"Rewrite the following using a single exponent.
$\begin{array}{cccc}\hline &  32^2 y^{10}=\Big([ANS] \Big) & & [ANS] \\ \hline \end{array}$",10,47.07,4
844,For $\mathbf{p}=\uparrow\mathbf{1}$ and $\mathbf{q}=1 7$ and choose $\mathrm{e}=7$ . Apply RSA algorithm where PT message=88 and thus what is the CT?,J,76.72,3
845,Write the expression with positive exponents and simplify. $ \frac{1}{5^{-1}}$=[ANS],5,99.0,1
846,"$\lceil 2.6\rceil=$ [ANS]
$\lceil 0.800000000000001\rceil=$ [ANS]
$\lceil 1.2\rceil=$ [ANS]
$\lceil 2.2\rceil=$ [ANS]
$\lceil-2\rceil=$ [ANS]","3, 1, 2, 3, -2",97.68,1
847,"Let the random variable X follow a Poisson distribution with parameter A. Prove that: $\operatorname{E} \ \left( \mathbf{X}^{n} \right)=\lambda\operatorname{E} [ \left( \mathbf{X}+1 \right)^{n-1} ]$. Using this result, $\mathrm{E} \ ( \mathbf{X}^{3} )$ is ____.",H,99.0,1
848,Find the minimum value of $y = \frac{ \left(\cos(x)\right)^2 - 4 \cdot \cos(x) + 5 }{ 3 - 2 \cdot \cos(x) }$.,E,99.0,1
849,"Express the following sum in closed form. $ \sum\limits_{k=1}^{n} \ 8 \left(\frac{k}{n}\right)$=[ANS]
Note: Your answer should be in terms of $n$.",4(n + 1),99.0,1
850,"You have $5$ boxes and $2005$ balls. $286$ , $645$ , and $1074$ of these balls are blue, green, and red, respectively. Suppose the boxes are numbered $1$ through $5$ . You place $1$ blue ball, $3$ green balls, and $3$ red balls in box $1$ . Then $2$ blue balls, $5$ green balls, and $7$ red balls in box $2$ . Similarly, you put $n$ blue balls, $2n + 1$ green balls, and $4n - 1$ red balls in box $n$ for $n = 3$ , $4$ , $5$ . Repeat the entire process (from boxes $1$ to $5$ ) until you run out of one color of balls. How many red balls are in boxes $3$ , $4$ , and $5$ ? (NOTE: After placing the last ball of a certain color in a box, you still place the balls of the other colors in that box. You do not, however, place balls in the following box.)",C,99.0,1
851,"Consider the equation
$y=-\frac{5}{8}x$ Which of the following ordered pairs are solutions to the given equation? There may be more than one correct answer. [ANS] A. \((-32,22)\)  B. \((0,0)\)  C. \((-24,15)\)  D. \((32,-16)\)","B,\ C",36.1,5
852,"Each second, an atom clock runs $0.0008$ second slower than usual. This clock and a normal clock start running side by side. After $6$ days, how much slower would the slower clock run compared to the normal clock? Solution: After $6$ days, the slower clock would be [ANS] seconds slower than the normal clock. (Don’t round your answer.)",PLACEHOLDER_0852,66.8,3
853,What is the circumference of the ellipse $\frac{x^{2}}{4} + y^{2} = 1$? Provide the result with five significant figures.,C,99.0,1
854,"If $g(t)=\frac{1}{t+8}-6$
(a) Find $g(0)$. $g(0)=$ [ANS]
(b) Exactly solve $g(t)=0$. If there is more than one solution, enter all solutions as a comma separated list of (exact) values. $t=$ [ANS]","-5.875, -\dfrac{47}{6}",48.62,4
855,"The following table shows the number of canned food collected by a non-profit organization last year.
$\begin{array}{cc}\hline MonthMonth & Number of CansNumber of Cans \\ \hline JanuaryJanuary & 7022 \\ \hline FebruaryFebruary & 5653 \\ \hline MarchMarch & 6780 \\ \hline AprilApril & 3413 \\ \hline MayMay & 5539 \\ \hline JuneJune & 3968 \\ \hline JulyJuly & 6222 \\ \hline AugustAugust & 3158 \\ \hline SeptemberSeptember & 5058 \\ \hline OctoberOctober & 2075 \\ \hline NovemberNovember & 4154 \\ \hline DecemberDecember & 7292 \\ \hline \end{array}$
Answer the following questions. Round numbers to the thousands place first, and then do addition or subtraction. 1) Approximately how many cans were collected in the first quarter (January, February and March)? Approximately [ANS] cans were collected in the first quarter. 2) Approximately how many more cans were collected in July than in June? Approximately [ANS] more cans were collected in July than in June.","20000, 2000",97.68,1
856,"Alice and Bob play a game on a board consisting of one row of 2022 consecutive squares. They take turns placing tiles that cover two adjacent squares, with Alice going first. By rule, a tile must not cover a square that is already covered by another tile. The game ends when no tile can be placed according to this rule. Alice's goal is to maximize the number of uncovered squares when the game ends; Bob's goal is to minimize it. What is the greatest number of uncovered squares that Alice can ensure at the end of the game, no matter how Bob plays?",D,91.39,1
857,"Weights of 10 red and 36 brown randomly chosen M{\&}M plain candies are listed below. Red: $\begin{array}{lllll} 0.897& 0.924& 0.874& 0.912& 0.909 \cr 0.913& 0.891& 0.907& 0.913& 0.92 \end{array}$ Brown: $\begin{array}{llllll} 0.898& 0.856& 0.9& 0.867& 0.93& 0.955 \cr 0.875& 0.913& 0.93& 0.923& 0.966& 0.915 \cr 0.928& 0.866& 0.889& 0.872& 0.857& 0.985 \cr 0.931& 0.876& 0.902& 0.904& 0.936& 0.92 \cr 0.912& 0.909& 0.871& 0.902& 0.905& 0.914 \cr 0.858& 1.001& 0.92& 0.988& 0.921& 0.931 \end{array}$ 1. $\ $ To construct a 90\% confidence interval for the mean weight of red M{\&}M plain candies, you have to use [ANS] A. The t distribution with 9 degrees of freedom  B. The t distribution with 10 degrees of freedom  C. The normal distribution  D. The t distribution with 11 degrees of freedom  E. None of the above 2. $\ $ A 90\% confidence interval for the mean weight of red M{\&}M plain candies is [ANS] $< \mu <$ [ANS] 3. $\ $ To construct a 90\% confidence interval for the mean weight of brown M{\&}M plain candies, you have to use [ANS] A. The t distribution with 35 degrees of freedom  B. The t distribution with 37 degrees of freedom  C. The normal distribution  D. The t distribution with 36 degrees of freedom  E. None of the above 4. $\ $ A 90\% confidence interval for the mean weight of brown M{\&}M plain candies is [ANS] $< \mu <$ [ANS]","A,\ 0.8974,\ 0.9146,\ A,\ 0.9015,\ 0.9221",30.71,5
858,"It is widely accepted that people are a little taller in the morning than at night. Here we perform a test on how big the difference is. In a sample of 35 adults, the mean difference between morning height and evening height was 5.6 millimeters (mm) with a standard deviation of 1.54333 mm. Test the claim that, on average, people are more than 5 mm taller in the morning than at night. Test this claim at the 0.05 significance level.
(a) Find the test statistic. [ANS]
(b) Find the critical value. [ANS]
(c) Is there sufficient data to support the claim? [ANS] [ANS]","2.300, 1.694, \text{Yes}",43.43,4
859,"For each angle (in degrees) below, determine the quadrant in which the terminal side of the angle is found. [NOTE: Enter '1' for quadrant I, '2' for quadrant II, '3' for quadrant III, and '4' for quadrant IV.]
(a) $364^\circ$ is found in quadrant [ANS]
(b) $118^\circ$ is found in quadrant [ANS]
(c) $174^\circ$ is found in quadrant [ANS]
(d) $321^\circ$ is found in quadrant [ANS]","1, 2, 2, 4",88.82,2
860,"In a sequence of five integers the third integer is the sum of the previous two, the fourth integer is the sum of the previous three and the fifth integer is the sum of the previous four. If the sum of the five integers is 176 then the third integer is [ANS].",22,99.0,1
861,The tridiagonal matrix A[1..100][1..100] is stored in a one-dimensional array B[1..298] in row-major order. What is the position of the element A[66][65] in B?,G,99.0,1
862,"We now define an algorithm: The definition of a(n) is the number of ordered length 2 compositions of n (where n is a positive integer) such that at least one of the summands is even. Given the input x_list (a series of values): [66, 67, 68, 69, 70, 71, 72, 73, 74, 75], determine the corresponding output sequence y_list.",I,99.0,1
863,"Simplify the following expression, and write your answer using only positive exponents.
$\frac{t^{-5}}{\left(t^{8}\right)^{8}}=$ [ANS]",\dfrac{1}{t^{69}},48.08,4
864,"Your friend from Paris arrives in New York and the forecast is for a low of 53 and a high of 77 degrees Fahrenheit. What is the forecasted low temperature in Celsius? [ANS]
What is the foceasted high temperature in Celsius? [ANS]",25.00,52.79,4
865,"Translate the following phrase into a math expression or equation (whichever is appropriate). Use $x$ to represent the unknown number.
eight less than the quotient of seven and a number [ANS]",\dfrac{7}{x} - 8,61.66,3
866,"Calculate the following products:
$$
( 2 ) \ {\frac{1} {2 \pi\mathrm{i}}} \int_{| z |=2} {\frac{\mathrm{e}^{\mathrm{z i}}} {1+z^{2}}} \mathrm{d} z
$$",H,99.0,1
867,"Let two independent events, $A$ , $B$ and $C$, satisfy the following conditions:
$A B C=\Phi, P (A)=P (B)=P (C) < 1/2$ , and $P \left(A \cup B \cup C \right)= 9/16$. What is the value of $P \left(A \right)$?",E,99.0,1
868,"Call a positive integer $\textit{troubling}$ if its only prime divisors are $2$ and $5$ . Two $\textit{troubling}$ numbers have a sum of $135,000$ . Find the number of positive integer divisors of their product.",E,81.97,2
869,"(a) Suppose you pick two numbers 5 and 6. Find their sum and product, but do not enter it below. Then, find the average of their sum and product and enter it below. [ANS]
(b) Using the variables $x$ and $y$ to stand for the two numbers, write an algebraic expression that represents this calculation. [ANS]","20.50, \dfrac{x + y + xy}{2}",74.36,3
870,"A die is thrown 8 times, resulting in a 2 appearing 3 times, the probability is ( )",D,99.0,1
871,The locus of the mid point of the line segment joining the focus to a moving point on the parabola $y^{2}=4ax$ is another parabola with directrix,G,99.0,1
872,"Find:
(a) $\lim\limits_{t\to-\infty}\, (t^{2}+5)=$ [ANS]
(Enter the word infinity or-infinity if the limit goes to $\infty$ or $-\infty$.) (b) $\lim\limits_{t\to\infty}\, 4y^{-2}=$ [ANS]
(Enter the word infinity or-infinity if the limit goes to $\infty$ or $-\infty$.)",INVALID,49.19,4
873,"We now define an algorithm: The definition of a(n) is the reversion transform of x*(x - 1)^2/(1 - x + x^3). Given the input x_list (a series of values): [16, 17, 18, 19, 20, 21, 22, 23, 24, 25], determine the corresponding output sequence y_list.",A,55.37,4
874,"We now define an algorithm: The definition of a(n) is the result of the generalized nim sum of n and n, where nim sum is analogous to bitwise XOR operation but performed in base 5. Given the input x_list (a series of values): [46, 47, 48, 49, 50, 51, 52, 53, 54, 55], determine the corresponding output sequence y_list.",J,99.0,1
875,"If the volume of the tetrahedron with edges $2i + j - k,\,\,i + aj + k$  and $i + 2j - k$ is one cubic unit then $a$=",C,99.0,1
876,"After $5 k g$ soap is dissolved in $3 0 0 L$ water, clean water is poured in at a rate of $1 0 L$ per minute, and the evenly mixed soapy water is pumped out. What's the time when there's only $1 kg$ of soap left in the soapy water?",C,99.0,1
877,"We now define an algorithm: The definition of a(n) is: Bisection (odd part) of Chebyshev sequence with Diophantine property. Chebyshev sequences are specific sequences derived from Chebyshev polynomials, which have applications in approximation theory and Diophantine equations. This specific subsequence takes only the odd-indexed terms of such a Chebyshev sequence. Given the input x_list (a series of values): [12, 13, 14, 15, 16, 17, 18, 19, 20, 21], determine the corresponding output sequence y_list.",F,99.0,1
878,Find the remainder when $\left( 1 2 3 7 1^{5 6}+3 4 \right)^{2 8}$ is divided by 111.,I,77.43,3
879,"Find the volume of the region of points $(x,y,z)$ such that \[ (x^2 + y^2 + z^2 + 8)^2 \leq 36(x^2 + y^2). \]",H,99.0,1
880,"Find $\sin \theta$ and $\tan \theta$ if $\cos \theta=\frac {12}{37}$, assuming that $0\leq\theta < \pi/2$. $\sin \theta=$ [ANS]
$\tan \theta=$ [ANS]","0.9459, 2.917",33.41,5
881,"In the group G = {2, 4, 6, 8) under multiplication modulo 10, the identity element is",D,99.0,1
882,"Town A and Town B were located close to each other, and recently merged into one city. Town A had a population with $8\%$ African Americans. Town B had a population with $12\%$ African Americans. After the merge, the new city has a total of $4800$ residents, with $11\%$ African Americans. How many residents did Town A and Town B used to have?
Town A used to have [ANS] residents, and Town B used to have [ANS] residents.","1200, 3600",97.68,1
883,"You drop a rock into a deep well. You can't see the rock's impact at the bottom, but you hear it after 7 seconds. The depth of the well is [ANS] feet. Ignore air resistance. The time that passes after you drop the rock has two components: the time it takes the rock to reach the bottom of the well, and the time that it takes the sound of the impact to travel back to you. Assume the speed of sound is 1100 feet per second. Note: After $t$ seconds the rock has reached a depth of $d$ feet where d=16t^2. Set up and solve a quadratic equation.",656.1,96.23,1
884,"Given $f(x)=x^2$, after performing the following transformations: shift upward 74 units and shift 59 units to the right, the new function $g(x)=$ [ANS]",(x - 59)^2 + 74,84.12,2
885,"Calculate the mode, mean, and median of the following data:
18, \ 20, \ 17, \ 18, \ 17, \ 999, \ 18, \ 12 Mode=[ANS]
Mean=[ANS]
Median=[ANS]
Which measure of center does not work well here? [ANS] A. Median  B. Mean  C. Mode  D. All of the above",B,90.54,1
886,"In developing an interval estimate for a population mean, a sample of 50 observations was used. The interval estimate was $19.76 \pm 1.32$. Had the sample size been 200 instead of 50, the interval estimate would have been [ANS] A. $19.76 \pm 0.66$  B. $4.94 \pm 1.32$  C. $9.88 \pm 1.32$  D. $19.76 \pm 0.33$
The minimum sample size needed to estimate a population mean within 2 units with a 95\% confidence when the population standard deviation equals 8 is [ANS] A. 8  B. 9  C. 62  D. 61","A, C",61.42,3
887,"Solve the equation
$$
(x_{1} \wedge 0.6) \lor (x_{2} \wedge 0.7) \lor (x_{3} \wedge 0.5) \lor (x_{4} \wedge 0.3) = 0.5.
$$",C,55.3,4
888,"Given $A P=P B$ , and $P=\left( \begin{matrix} {{{1}}} & {{{0}}} & {{{0}}} \\ {{{2}}} & {{{-1}}} & {{{0}}} \\ {{{2}}} & {{{1}}} & {{{1}}} \\ \end{matrix} \right), B=\left( \begin{matrix} {{{{1}}}} & {{{{0}}}} & {{{{0}}}} \\ {{{{0}}}} & {{{{0}}}} & {{{{0}}}} \\ {{{{0}}}} & {{{{0}}}} & {{{{-1}}}} \\ \end{matrix} \right)$ , what are the respective values of $A$ and $A^{2011}$?",I,99.0,1
889,"Decide whether the expression \frac{20 y}{4 y+5} can be put in the form \frac{ax}{a+x}, where $a$ is a constant and $x$ may involve variables. If it can be put in this form, identify $a$ and $x$. If it cannot be put in this form, enter NONE for both $a$ and $x$ below.
$a=$ [ANS]
$x=$ [ANS]","5, 4y",61.42,3
890,"A study investigated the effect of the length and the repetition of TV advertisements on students' desire to eat at a Sub-U-Like sandwich franchise. Sixty students watched a 50-minute television program that showed at least one commercial for Sub-U-Like during advertisement breaks. Some students saw a 30-second commerical, others a 90-second commerical. The same commerical was shown one, three, or five times during the program. After the viewing, each student was asked to rate their craving for a Sub-U-Like sandwich on a scale of 0 to 10.
(a) What kind of study is this? [ANS] A. An experiment because the study investigator controlled the amount of exposure to advertisements the participating students received.  B. An experiment because the study investigator compared the degree of craving between different amounts of exposure to advertisements in the study.  C. An observational study because the study investigator observed the students’ ratings on their craving for the Sub-U-Like sandwich.  D. An observational study because there was no control group.
(b) What are the subjects in the ""Sub-U-Like"" study? [ANS] A. The 60 students  B. The effect of the length and repetition of the TV commercials  C. One, three, or five commercials during the 50-minute television program  D. The 50-minute television program  E. The craving for a Sub-U-Like sandwich on a scale of 0 to 10
(c) What is/are the response variables in the ""Sub-U-Like"" study? [ANS] A. The 60 students  B. One, three, or five commercials during the 50-minute television program  C. Craving for Sub-U-Like on a scale of 0 to 10  D. The length and repetition of the TV advertisements  E. The 50-minute television program
(d) How many treatments are there in the ""Sub-U-Like"" study? Enter your answer as a number (e.g. e.g. 1), not as text. Answer: [ANS]",6,54.66,4
891,The maximum interval of existence for the solution of the Cauchy problem $\left\{\begin{matrix} {{{\frac{\mathrm{d} y} {\mathrm{d} x}}=1+y^{2}}} \\ {{{y ( 0 )=0}}} \\ \end{matrix} \right.$ is().,A,99.0,1
892,"An aerial photograph from a U-2 spy plane is taken of a building suspected of housing nuclear warheads. When the photograph is taken, the angle of elevation of the sun is $40 ^ \circ$. By comparing the shadow cast by the building in question to the shadows of other objects of known size in the photograph, scientists determine that the shadow of the building in question is 83 feet long. How tall is the bulding? (Round your answer to two decimal places.) [ANS] feet",69.65,99.0,1
893,"In a questionnaire, respondents are asked to mark their gender as male or female. Gender is an example of a: [ANS] A. qualitative variable  B. qualitative or quantitative variable, depending on how the respondents answered the question  C. quantitative variable  D. None of the above answers is correct
Qualitative data: [ANS] A. must be nonnumeric  B. indicate either how much or how many  C. are labels used to identify attributes of elements  D. cannot be numeric","A, C",97.68,1
