id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0369,algebra,free_multi,3,DONE,"3/4, 5, 2",HIGH,B10,YES,"vertex form: a=3/4, h=5, k=2; teacher/best agree (fraction vs decimal)","A quadratic function has its vertex at the point $(5,2)$. The function passes th"
0370,trigonometry,free_multi,2,UNVERIFIED,,,,YES,,Find amplitude and midline of the function $y=10 \cos{(5x)}-5$ (a) The midline i
0371,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Solve $i=Prt$ for $t$, given that $P=\$402$, $r=9$ \%, and $i=\$268$. Answer: $t"
0372,statistics,free_single,1,DONE,0.51,HIGH,B10,YES,ME=1.96*20.58/sqrt(6377)=0.5051~0.51; teacher correct; best=1 is wrong,"In estimating the mean monthly fuel expenditure, $\mu$, per household vehicle, t"
0373,statistics,free_multi,2,UNVERIFIED,,,,YES,,Listed below are the lenths (in minutes) of randomly selected music CDs. Constru
0374,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Among a town’s registered voters, there are $36\%$ Democrats and $33\%$ Republic"
0375,other,free_single,1,UNVERIFIED,,,,MAYBE,,Mr. Mason owes \$ 21.28 for his groceries. He pays with a twenty-dollar bill and
0376,number_theory,free_single,0,UNVERIFIED,,,,YES,,"Determine the sum of the smallest 50 possible values of $\text{gcd}(a^2+b^2+c^2,"
0377,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Find the largest prime factor of the smallest positive integer $n$ such that $r_
0378,statistics,free_multi,5,UNVERIFIED,,,,YES,,Is the number of games won by a major league baseball team in a season related t
0379,other,free_single,1,UNVERIFIED,,,,MAYBE,,A company produce snowboards. Fixed costs are \$1320 and the cost per snowboard 
0380,other,free_multi,7,UNVERIFIED,,,,MAYBE,,Complete each statement: 75 mL=[ANS] L 239 mm=[ANS] m 32 kg=[ANS] g 1671 cm=[ANS
0381,calculus,free_single,1,UNVERIFIED,,,,YES,,Find the numerical value of the sum below. $ \sum\limits_{k=1}^{120} 17$=[ANS]
0382,linear_algebra,free_multi,2,DONE,"187/18, 55/9",HIGH,B10,YES,"room dims: l=187/18~10.39m, w=55/9~6.11m; teacher/best agree (exact vs decimal)","A rectangular room is $1.7$ times as long as it is wide, and its perimeter is $3"
0383,number_theory,free_single,0,UNVERIFIED,,,,YES,,We call a $n \times n$ table filled with positive integers \emph{divisoral} if i
0384,algebra,free_single,1,UNVERIFIED,,,,YES,,Find the exact solution to the equation below. (Do not give a decimal approximat
0385,statistics,free_multi,3,DONE,"A, A, A",HIGH,B3,YES,3-slot sampling design MCQ; all answers A,"For each problem, select the best response. (a) In order to take a sample of 120"
0386,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B10,YES,"combinatorics/geometry problem; teacher=3, best=5; not Wolfram-computable","There are $n$ parallel lines on a plane, and there is a set $S$ of distinct poin"
0387,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Consider the following scenario in which you study your bank account. On Jan. 1,"
0388,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Consider a population of coyotes whose intristic growth rate is 9.1\% and whose 
0389,algebra,MCQ,0,UNVERIFIED,,,,YES,,Express the polynomial $( x+1 ) ( x+2 ) ( x+3 ) ( x+4 )$ as a perfect square for
0390,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Add as indicated: (Note: Your answer must be a fraction.) a) $\frac{2}{5}+(-\fra
0391,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Consider a prime number $f$ exceeding 5. Define $f(f)$ as the count of infinite 
0392,other,free_single,1,UNVERIFIED,,,,MAYBE,,Use rules to find the sum $37-(-31)-(-13)$ [ANS]
0393,trigonometry,free_multi,3,UNVERIFIED,,,,YES,,Find the inverse of the following function and state its domain. $f(x)=16 \cos (
0394,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Compute the integral: $$ \int x \cdot \arctan(2 \cdot x)^2 \, dx $$"
0395,calculus,free_multi,3,DONE,"\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",HIGH,B8,YES,rate-of-change fractions,"In 2005, you have 55 CDs in your collection. In 2008, you have 140 CDs. In 2012,"
0396,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"When expressing sets, you may write “inf” for infinity. Give the interval notati"
0397,geometry,free_multi,2,DONE,"256*pi, 2048*pi/3",HIGH,B10,YES,sphere r=8: SA=4pi*64=256pi~804.2; V=4/3*pi*512=2048pi/3~2145; teacher/best agree,"As Aragorn views the Dark Lord in a crystal ball of radius 8, he realizes that: "
0398,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Let $\alpha_{1} \!=\! (-1, 0, \ -2 ), \alpha_{2} \!=\! ( 0, 1, 2 ), \quad\alpha_"
0399,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"For all real numbers $x$ satisfying $x^4+861184\leq 1865x^2$, what is the maximu"
0400,statistics,MCQ,0,UNVERIFIED,,,,YES,,"Let the random variables ( X_1 ,X_2 ,X_3 ,X_4 ) be independent and identically d"
0401,trigonometry,free_multi,4,UNVERIFIED,,,,YES,,Convert from radians to degrees. (a) $\frac{5}{2}$ [ANS] (b) $\frac{4 \pi}{3}$ [
0402,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is: Fully multiplicative with
0403,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $$ X=\langle x_{1}, x_{2} \rangle, \quad Y=\langle y_{1}, y_{2}, y_{3} \rang"
0404,number_theory,free_single,1,DONE,52,HIGH,B10,YES,"prime outcomes {2,3,5}: (6+10+10)/50*100=52%; teacher/best agree","A standard six-sided die was rolled 50 times, and the outcomes are in the table "
0405,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of partitions o
0406,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Find $x$ such that $4x+1, \ 4x+4,$ and $-4x-49$ are consecutive terms of an arit"
0407,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Using the Huffman algorithm to find the optimal binary tree T with weights 7, 8,"
0408,algebra,free_multi,5,UNVERIFIED,,,,YES,,"For each of the following problems, show that the repeating decimal is a rationa"
0409,statistics,free_multi,2,UNVERIFIED,,,,YES,,"For the data set (-1,-3), (2,2), (5,5), (9,7), (10,10), find interval estimates "
0410,other,free_multi,2,UNVERIFIED,,,,MAYBE,,A searchlight rotates through one complete revolution every 8 seconds. Determine
0411,geometry,free_single,1,DONE,392*pi/45,HIGH,B10,YES,"arc: r=8, 196deg -> s=8*196pi/180=392pi/45~27.37; teacher correct; best=39246 completely wrong","In a circle of radius 8, the length of the arc that subtends a central angle of "
0412,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Given $\cos(\alpha)=-\frac{\sqrt{32}}{9}$ and $\alpha$ is in quadrant II and $\s
0413,statistics,free_multi,4,DONE,"0.89, (1.83, infty), 0.2008, A",HIGH,B3,YES,paired t 4-slot; watch LaTeX \text{A} wrap risk,A company that sponsors LSAT prep courses would like to be able to claim that th
0414,calculus,MCQ,0,UNVERIFIED,,,,YES,,Compute the integral: $$ \int \frac{ 3 }{ 4 \cdot x^2 \cdot \sqrt{5 \cdot x^2-2 
0415,geometry,free_multi,4,UNVERIFIED,,,,YES,,The formula for the volume of a cube with side length $s$ is $V=s^3$. The formul
0416,other,free_multi,2,UNVERIFIED,,,,MAYBE,,In simplest form: $\begin{array}{cccc}\hline & \frac {462}{672}=& & [ANS] [ANS] 
0417,statistics,free_multi,5,UNVERIFIED,,,,YES,,Complete the ANOVA table for a completely randomized design below. $\begin{array
0418,statistics,free_multi,4,UNVERIFIED,,,,YES,,Test the claim that the population of sophomore college students has a mean grad
0419,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Alice and Bob play a game on a connected graph with $2n$ vertices, where $n\in \"
0420,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Suppose we like to calculate P(H|E, F) and we have no conditional independence i"
0421,trigonometry,free_multi,2,DONE,"-9*sqrt(5)/20, -sqrt(5)/20",HIGH,B10,YES,sec=1/cos=-9/(4sqrt(5))=-9sqrt(5)/20; tan=-sqrt(5)/20; teacher/best agree,"Suppose the angle $\theta$ is in the second quadrant, $\pi/2 \leq \theta \leq \p"
0422,other,free_single,0,UNVERIFIED,,,,MAYBE,,A natural number \(N\) is given. A cube with side length \(2N + 1\) is made up o
0423,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The average of $10^\circ,-11^\circ, 4^\circ, 7^\circ,-7^\circ,-6^\circ$=[ANS] $^"
0424,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Identify each quantity as a parameter or statistic. Write ""parameter"" or ""statis"
0425,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate the expression \frac{\sqrt{343}}{\sqrt{7}} Your answer is [ANS]
0426,other,free_single,1,UNVERIFIED,,,,MAYBE,,"In a group of healthy cows and chickens, the number of legs is 22 more than twic"
0427,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"Let $a$ , $b$ , and $c$ be positive real numbers such that $a^2+b^2=c^2+ab$ and "
0428,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Divide the fractions, and reduce your answer. \frac{8}{55}\div\frac{8}{43} The r"
0429,other,free_single,1,UNVERIFIED,,,,MAYBE,,Libby had a ten-dollar bill. Then she spent \$ 2.95 at a store. How much money d
0430,calculus,MCQ,0,UNVERIFIED,,,,YES,,Evaluate the limit: $$ \lim_{x \to 0}\left(\frac{ \ln\left(1+x+x^2\right)+\ln\le
0431,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Using a change of base formula, one can write \frac{\log_{11} (42)} {\log_{11}(5"
0432,trigonometry,free_single,1,UNVERIFIED,,,,YES,,"Solve the equation in the interval $[0,\, 2 \pi]$. If there is more than one sol"
0433,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,To express $\operatorname{cos} 3\theta$ in terms of $\operatorname{sin} \theta$ 
0434,geometry,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of ways of part
0435,statistics,free_multi,3,DONE,"0.4457, 0.5368, A",HIGH,B1,YES,CI bounds + MCQ; under-count missing letter,Construct the $99$ \% confidence interval estimate of the population proportion 
0436,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find an equivalent fraction to $\frac{5}{8}$: ${\frac{5}{8}=\frac{?}{32}}$ The q
0437,statistics,free_single,1,DONE,"76.37, 79.63",HIGH,B10,YES,"95% CI: ME=1.96*17/sqrt(420)=1.626; (78-1.63,78+1.63)=(76.37,79.63); best=79.63 is undercount",The number of cars sold annually by used car salespeople is normally distributed
0438,algebra,free_multi,9,DONE,"5, 9, 1, 10, 2, 0, 10, x^3y^7, 1",HIGH,B11,YES,poly terms/coeff/degree 9-slot; slot9=leading coeff=1; best=1 is severe undercount,Determine the following for: $5x^{4} y^{5}+x^{3} y^{7}+2$ a) Determine the term 
0439,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Add these two fractions: ${-\frac{10}{13}+\frac{6}{13}}$ When needed, use an imp"
0440,geometry,MCQ,0,UNVERIFIED,,,,YES,,Given any convex pentagon whose vertices (no three of which are collinear) have 
0441,other,free_single,1,UNVERIFIED,,,,MAYBE,,You’ve poured $140$ grams of a $6\%$ (by mass) alcohol solution into a large gla
0442,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Find the gradient of the function $f(x,y) = \frac{ \sqrt{x} + y^2 }{ x \cdot y }"
0443,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"Q(8) mod 1000 competition problem; not Wolfram-computable; teacher=G, best=No listed option","Let $P(x) = x^4 + 2x^3 + 3x^2 + 4x + 5$ have roots $r_1, r_2, r_3, r_4$ . Given "
0444,number_theory,free_multi,6,DONE,"113, 35, 112, 61, 148, 43",HIGH,B11,YES,"division: 9075=113*80+35, 8685=112*77+61, 8331=148*56+43; best=43 is severe undercount",Find the quotient and remainder in each of the following. $80\vert\overline{9075
0445,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"$P$ is the probability that if you flip a fair coin, $20$ heads will occur befor"
0446,statistics,free_multi,2,UNVERIFIED,,,,YES,,Find the standard error of the estimate and the coefficient of determination for
0447,algebra,free_single,1,DONE,x <= 4,HIGH,B11,YES,x<=6 AND x<=4 -> x<=4; teacher/best agree (different notation),Solve the compound inequality. x \leq 6 \mbox{and} x \leq 4 Answer: [ANS]
0448,algebra,free_multi,2,UNVERIFIED,,,,YES,,"Is the function below a rational function? If it is, write it in reduced form as"
0449,statistics,free_multi,3,UNVERIFIED,,,,YES,,$50$ people are randomly selected and the accuracy of their wristwatches is chec
0450,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"equiangular hexagon competition problem; teacher=I, best=A; not Wolfram-computable","There is an equiangular hexagon $OUTDIA$ such that $OU=DI$ , $UT=IA$ , $TD=AO$ a"
0451,statistics,free_multi,6,UNVERIFIED,,,,YES,,Complete the table below. $\begin{array}{ccc}\hline Books read within the past y
0452,statistics,free_single,1,UNVERIFIED,,,,YES,,A chi-square independence test is to be conducted to decide whether an associati
0453,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $a_1$, $a_2$, $r$, and $s$ be positive integers with $r$ and $s$ odd. The se"
0454,other,free_multi,2,DONE,"1.5, 0.9375",HIGH,B8,MAYBE,GPA trailing zeros,Consider the report cards for Sam and Samantha given below. $\begin{array}{cccc}
0455,other,free_single,1,UNVERIFIED,,,,MAYBE,,A movie is 115 minutes long. 60 minutes=1 hour Which statement about the movie i
0456,statistics,free_multi,3,UNVERIFIED,,,,YES,,Samples were collected from two ponds in the Bahamas to compare salinity values 
0457,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find the sum of all positive integers $x$ such that there exists integers $a$ an
0458,other,free_single,0,UNVERIFIED,,,,MAYBE,,$n$ assistants start simultaneously from one vertex of a cube-shaped planet with
0459,trigonometry,free_multi,5,UNVERIFIED,,,,YES,,Complete the following fundamental identities: $\begin{array}{cccc}\hline 1. & P
0460,other,free_multi,7,UNVERIFIED,,,,MAYBE,,Indicate whether the following statements are True (T) or False (F). You must ge
0461,statistics,free_multi,2,DONE,"2, 302",HIGH,B11,YES,range rule std=8/4=2; n=(z97*sigma/ME)^2=ceil((2.17*2/0.25)^2)=302; best=3 is completely wrong,Suppose that the minimum and maximum ages for typical textbooks currently used i
0462,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Let $f(x)=\sqrt{56-x}$ and $g(x)=x^2-x$. Then the domain of $f\circ g$ is equal 
0463,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x)$ be a monotonically increasing function defined on $[a, b]$. Let $E = "
0464,statistics,MCQ,0,UNVERIFIED,,,,YES,,Let the system $\mathrm{L}$ be formed by two independent subsystems $L1$ and $L2
0465,geometry,MCQ,0,UNVERIFIED,,,,YES,,Find the volume of the solid that lies under the double cone $z^2 = 4 \cdot x^2 
0466,statistics,free_single,1,UNVERIFIED,,,,YES,,A model car has a scale factor of $\frac{1}{64}$ The diameter of a tire on the m
0467,algebra,free_multi,4,UNVERIFIED,,,,YES,,"According to the 1993 World Almanac, the number of calories a person walking at "
0468,statistics,free_multi,2,UNVERIFIED,,,,YES,,Astronaunts often report that there are times when they become disoriented as th
0469,geometry,free_multi,10,DONE,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",HIGH,B3,YES,10-slot composition; includes units-as-slots,"The area, $A=f(s)$ square feet, of a square wooden deck is a function of the sid"
0470,statistics,free_multi,6,UNVERIFIED,,,,YES,,Suppose you have selected a random sample of $n=12$ measurements from a normal d
0471,geometry,MCQ,0,UNVERIFIED,,,,YES,,"In triangle $ABC,$ $BC=9.$ Points $P$ and $Q$ are located on $BC$ such that $BP="
0472,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"On a certain planet, there are exactly 360 days in a year. Find the number of wa"
0473,algebra,free_single,1,UNVERIFIED,,,,YES,,Solve the following inequality and write your answer using interval notation. u^
0474,other,MCQ,0,UNVERIFIED,,,,MAYBE,,How many bit strings of length eight do not contain six consecutive 0s?
0475,other,free_single,0,UNVERIFIED,,,,MAYBE,,Two points are selected independently and uniformly at random inside a regular h
0476,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Compute $\int_{0}^{\frac{ 1 }{ 5 }} e^{-2 \cdot x^2} \, dx$ with accuracy $0.000"
0477,statistics,free_multi,2,UNVERIFIED,,,,YES,,Which of the following must be avoided in designing a questionnaire? [ANS] A. Le
0478,other,free_single,1,UNVERIFIED,,,,MAYBE,,"List all real values of $x$ such that $f(x)=0$. If there are no such real $x$, t"
0479,statistics,free_multi,4,DONE,"40.36, 43.64, 40.01, 43.99",HIGH,B1,YES,90%+95% CI 4-slot; model emitted only 95% bounds,Construct both a $90$ \% and a $95$ \% confidence interval for $\beta_1$. $\hat{
0480,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The height inside a camping tent when you are $d$ feet from the edge of the tent
0481,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Let $N$ denote the number of $7$ digit positive integers have the property that 
0482,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Set $x^{4} \!-\! 2 x^{2} \!+\! 3 \!=\! c_{0} \!+\! c_{1} ( x \!+\! 2 ) \!+\! c_{
0483,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"Let $x,y$ be two non-negative real numbers such that $y\sqrt{2016-x^2} + x\sqrt{"
0484,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $\star (x)$ be the sum of the digits of a positive integer $x$ . $\mathcal{S
0485,other,free_single,1,UNVERIFIED,,,,MAYBE,,Stan and Hilda can mow the lawn in $45$ min if they work together. If Hilda work
0486,number_theory,MCQ,0,UNVERIFIED,,,,YES,,The number of increasing sequences of positive integers $a_1 \le a_2 \le a_3 \le
0487,statistics,free_multi,2,DONE,"-21.1, -0.9636",HIGH,B3,YES,covariance + correlation 2-slot,A sample of four 35-year-old males is asked about the average number of hours pe
0488,statistics,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"Linetown orientation competition: 2025-line acyclic orientation count; teacher=4050, best=2025!; not computable","Having won the elections in Linetown, Turbo the Snail has become mayor, and one "
0489,other,free_single,1,UNVERIFIED,,,,MAYBE,,Angelina's goal for each five-day work week is to have average total sales of \$
0490,geometry,free_multi,4,UNVERIFIED,,,,YES,,"The required cooling capacity, in BTUs, for a room air conditioner is directly p"
0491,statistics,free_multi,5,UNVERIFIED,,,,YES,,Following are the number of miles traveled for 30 randomly selected business fli
0492,statistics,free_multi,2,DONE,"A, A",HIGH,B11,YES,"R^2=0.9^2=0.81=81% variation explained->A; slot2=A; best slot1=81% (value not letter); teacher=A,A","If the coefficient of correlation is 0.90, the percentage of the variation in th"
0493,statistics,free_multi,4,UNVERIFIED,,,,YES,,"In a study of red/green color blindness, $900$ men and $2650$ women are randomly"
0494,other,free_multi,2,UNVERIFIED,,,,MAYBE,,It’s given that $1 \text{gram}=1000 \text{milligrams}$. Do the following unit co
0495,statistics,free_multi,6,DONE,"100, 100, 200, 0.255, 5.991, B",HIGH,B3,YES,chi-sq GoF 6-slot,A multinomial experiment with $k=3$ cells and $n=400$ produced the data shown be
0496,trigonometry,free_single,1,DONE,9.594^\circ,HIGH,B8,YES,bearing; degree symbol required,"Directions (or bearings) on Earth are measured in degrees, running from zero to "
0497,trigonometry,free_multi,4,UNVERIFIED,,,,YES,,(a) Evaluate $\tan t$ if $t=48$ degrees. $\tan t=$ [ANS] (b) Evaluate $\arctan z
0498,statistics,free_single,0,UNVERIFIED,,,,YES,,A list of positive integers satisfies the following properties: (A) The mean of 
0499,statistics,free_multi,4,DONE,"36.9, 0.3225, 32.25, 2.149",HIGH,B4,YES,exponential growth 4-slot,"In July 2005, the internet was linked by a global network of about 352.7 million"
0500,statistics,MCQ,0,UNVERIFIED,,,,YES,,"Using the iterative method to solve the system of equations $A X = b$, let $x^*$"
0501,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"GCD subset sum competition; teacher=F, best=INVALID; not Wolfram-computable","Let $S_n$ denote the set $\{1, 2,..., n\}$ , and define $f(S)$ , where $S$ is a "
0502,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Determine the period for the function $y=2 \tan (\frac{11\pi}{8}x-\frac{9\pi}{10
0503,statistics,free_multi,3,DONE,"y=-43000x+833000, 446000, 2019",HIGH,B11,YES,"slope=-43000, f(9)=446000, depleted year 2019; best=""446000,2019"" missing equation slot",A company set aside a certain amount of money in the year 2000. The company spen
0504,algebra,free_multi,2,UNVERIFIED,,,,YES,,Find the rectangular coordinates of the point whose polar coordinates are $\left
0505,algebra,free_multi,6,DONE,"1, 3, 6, -5, -4, 2",HIGH,B11,YES,"Horner at x=-7: 1,3,6,-5,-4,2 confirmed; best=2 is severe undercount (1 of 6 slots)",Suppose $f(x)=-26-39x^1+37x^2+27x^3+10x^4+1x^5$ is factored using Horner's Metho
0506,statistics,MCQ,0,DONE,J,HIGH,B8,YES,balanced primes MCQ,We now define an algorithm: The definition of a(n) is the arithmetic mean of two
0507,number_theory,MCQ,0,UNVERIFIED,,,,YES,,The value of $\frac{1}{399!}\left(\sum_{i=2}^{200}\frac{199!(399-i)!}{(200-i)!}-
0508,linear_algebra,free_single,0,DONE,n(n-1)/2,HIGH,B11,YES,n students n races score = n(n-1)/2; teacher/best agree,"Let $n$ be a positive integer. A class of $n$ students run $n$ races, in each of"
0509,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Given that a>0, for any two numbers x and y, where 0 < x < a and 0 < y < a, the "
0510,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Exactly \( n \) cells of an \( n \times n \) square grid are colored black, and "
0511,geometry,MCQ,0,UNVERIFIED,,,,YES,,"Find the arc length of the curve, where x=t, y=t^2 and z=2*t^3/3."
0512,algebra,free_single,1,UNVERIFIED,,,,YES,,Expand the expression (8 p+4)^2 and combine like terms. Simplify your answer as 
0513,statistics,free_multi,3,UNVERIFIED,,,,YES,,Given the significance level $\alpha=0.08$ find the following: (a) $\ $ lower-ta
0514,calculus,MCQ,0,UNVERIFIED,,,,YES,,Determine a definite integral that represents the region common to $r=2$ and $r=
0515,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Order $-8$, $19$, $1$, $12$ from least to greatest. (Separate your answers by co"
0516,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Consider the expression $7 j-11 j+4 j$. The coefficients=[ANS] (separate by a co
0517,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Let $S$ denote the sum of all of the three digit positive integers with three di
0518,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"We now define an algorithm: The definition of a(n) is: Table T(n,k) = n OR k rea"
0519,statistics,free_multi,3,DONE,"426.3, 5090, 98.30",HIGH,B4,YES,population model 3-slot,Assume that the number of bacteria follows an exponential growth model: $ P(t)=P
0520,other,free_single,1,UNVERIFIED,,,,MAYBE,,You have a job raking leaves and have been able to save \$93. You decide to use 
0521,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Two numbers added together are 19. Their product is 70. What are the two numbers
0522,trigonometry,free_single,1,UNVERIFIED,,,,YES,,"Approximate, to three decimal places, the solutions to the equation. If there is"
0523,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. The integers $1,\,2,\,3,\,\ldots,\,n^2$ are to be"
0524,calculus,MCQ,0,UNVERIFIED,,,,YES,,Find the Dini derivative of $$ f(x)=\begin{cases}ax\sin^2\frac{1}{x}+bx\cos^2\fr
0525,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Given that: $$\begin{align*}\left(\frac {1}{r}\right)\left(\frac {1}{s}\right)\l
0526,algebra,free_single,1,UNVERIFIED,,,,YES,,Use substitution to compose $y=8 u^2+4 u+4$ and $u=4x^{2}$. Enter your answer as
0527,other,free_multi,5,UNVERIFIED,,,,MAYBE,,A microchip inspector found eight defective chips in a batch containing $700$ ch
0528,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"A city had a population of 7,774 at the begining of 1968 and has been growing at"
0529,other,free_single,1,UNVERIFIED,,,,MAYBE,,If Kamina can do a job in $33$ hours and Simon and Kamina working together can d
0530,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Put in simplest form. For example if $\frac{3}{7}$ were the answer you would put
0531,other,free_single,1,UNVERIFIED,,,,MAYBE,,Which of the following are integers? There may be more than one correct answer. 
0532,algebra,MCQ,0,UNVERIFIED,,,,YES,,"For the following exercises, find the polar equation of the conic with focus at "
0533,statistics,free_single,1,UNVERIFIED,,,,YES,,A dean in the business school claims that GMAT scores of applicants to the schoo
0534,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Given that the general solution of the differential equation $\mathrm{y^{\prime\
0535,algebra,free_single,1,DONE,"-4, -6",HIGH,B11,YES,"x^2/240+x/24+1/10=0 -> x^2+10x+24=0 -> x=-4,-6; teacher/best agree",Use factoring to solve the polynomial equation: HINT: Try multiplying each side 
0536,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,Decompose the following matrix into the product $LU$ using a compact format: $$ 
0537,other,free_single,1,UNVERIFIED,,,,MAYBE,,"In your Grandpa Neil’s recipe for a marinade, each serving uses $7.5$ tablespoon"
0538,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find the zeros of the function $f(x) = x^3 - (3 + \sqrt{3}) \cdot x + 3$.
0539,algebra,free_multi,2,DONE,"4, 5",HIGH,B11,YES,"p(4)=-100 (neg), p(5)=800 (pos) -> root between 4 and 5; best=5 is undercount",Let p(x)=x^{6}-14x^{5}+72x^{4}-78x^{3}-933x^{2}+5372x-9860. The polynomial $p(x)
0540,statistics,free_multi,3,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"AR(1) process MCQ 3-slot; teacher=A,B,C, best=A,C,C; slot2 differs; need MCQ options to verify",Suppose {$Z_t$} is white noise with mean zero. Define the stochastic process {$X
0541,other,free_single,1,UNVERIFIED,,,,MAYBE,,The domain of the function $ f(x)=x+\frac{7}{3x-15}$ is all real numbers $x$ exc
0542,statistics,free_multi,4,UNVERIFIED,,,,YES,,The length (in pages) of math research projects is given below. Using this infor
0543,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Find the answer to the nearest cent when you perform each division. Your answer 
0544,algebra,free_single,1,UNVERIFIED,,,,YES,,Can the following function be written in the form of an exponential function or 
0545,calculus,free_single,1,UNVERIFIED,,,,YES,,Suppose that you have zero dollars now and that the average rate of change in yo
0546,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Compute: $2\times 46$=[ANS] $2\times 63$=[ANS] $2\times 73$=[ANS] $2\times 36$=[
0547,geometry,MCQ,0,UNVERIFIED,,,,YES,,"Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one, and i"
0548,statistics,free_multi,2,DONE,"1.20x = 144, $120.00",HIGH,B1,YES,equation+value; risk on equation string form,The selling price of a textbook is \$144.00. If the markup is 20\% of the bookst
0549,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of ways to writ
0550,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $\int\int\int_{E}{z \, dV}$, where $E$ is the region defined by: $$ E ="
0551,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point
0552,statistics,free_multi,2,UNVERIFIED,,,,YES,,How much money do winners go home with from the television quiz show Jeopardy? T
0553,statistics,free_multi,2,UNVERIFIED,,,,YES,,IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 1
