id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0292,trigonometry,free_single,1,DONE,-2 - sqrt(3),HIGH,B21,YES,tan(285)=tan(-75)=-tan(75)=-(2+sqrt3); MATCH (best correct),Use a sum or difference identity to find the exact value of each expression: Not
0293,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The business opened with a debt of \$4300. After 4 years, it accumulated profit "
0294,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Estimate the quotient by considering close values (say within one tenth) so that
0295,geometry,MCQ,0,DONE,8*pi/15,HIGH,B21,YES,vol rev sqrt(x)+sqrt(y)=sqrt2: pi*a^3/15 with a=2 = 8pi/15; MCQ best=C,Compute the volume of the solid formed by rotating about the x-axis the area bou
0296,linear_algebra,free_multi,3,DONE,"45, 180, 270",HIGH,B10,YES,"lawn width=45, factory=180x270; teacher/best agree (values same, teacher has units)",A factory is to be built on a lot measuring 270 ft by 360 ft. A local building c
0297,statistics,free_multi,4,DONE,"0.2372, (-inf,-1.881)U(1.881,inf), 0.8126, C",MED,B15,YES,t-test 4-slot ball bearings; best has all 4; plausible,A machine that produces ball bearings is set so that the average diameter is 0.5
0298,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Set $A$ , $B$ is two events, and $P \ (A) = 0. 6, P (B) = 0. 7$. Request: (1) Un"
0299,statistics,free_multi,2,DONE,"18805.7, no",HIGH,B14,YES,"wedding cost mean=18805.7, CI conclusion=no; teacher+best agree",A random sample of 20 U.S. weddings yielded the following data on wedding costs 
0300,other,free_single,1,UNVERIFIED,,,,MAYBE,,The freshman class at a major university contains $5655$ students. This was a $1
0301,statistics,free_multi,2,DONE,"0.878, 57.2",HIGH,B10,YES,logistic: pi(43)=0.878; dist at pi=0.6: x=57.2; best slot1=0.877 slightly wrong (3sf: 0.87761->0.878),Suppose the probability $\pi(x)$ of reaching a target (such as getting a ball be
0302,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"$p$ , $q$ , and $r$ are positive real numbers such that $$$p^2 + pq + q^2 = 211$"
0303,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Evaluate$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \
0304,calculus,MCQ,0,DONE,residue-theorem contour integral (involved),MED,B21,YES,oint z^13/((z^2+5)^3(z^4+1)^2) |z|=3; all poles enclosed; MCQ best=G,Calculate the following curve integral using the residue theorem $ointlimits_{|z
0305,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B21,YES,OEIS prime-power algorithm; best=B; not computable,We now define an algorithm: The definition of a(n) is: Let n be a positive integ
0306,trigonometry,MCQ,0,DONE,1,HIGH,B14,YES,lim x->0 ((1+tanx)/(1+sinx))^(1/sinx)=1; teacher+best=H; value confirmed,$$\lim_{x\rightarrow 0}\left ( \frac{1+tan x}{1+sinx} \right )^{cosecx}=$$
0307,other,free_single,1,UNVERIFIED,,,,MAYBE,,Add the following and express your answer as a single fraction. No decimals or m
0308,geometry,free_single,0,DONE,12,MED,B14,YES,tangent circles competition (IMO-style); teacher+best agree=12,"Let $\triangle A B C$ be an acute triangle with circumcircle $\omega_{1}$, and l"
0309,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Do the following problem. Round numbers to the thousands place first, and then d"
0310,other,free_multi,3,UNVERIFIED,,,,MAYBE,,(a) Put the expression $5x k+4 k+6-11x$ into the form $b+m x$. [ANS] $+\Big($ [A
0311,other,free_single,1,UNVERIFIED,,,,MAYBE,,The 1906 San Francisco earthquake had a magnitude of 8.3 on the Richter scale. A
0312,number_theory,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,Ana/Banana periodic function game; best=20; not computable,Let $n$ be a positive integer. Ana and Banana play a game. Banana thinks of a fu
0313,trigonometry,free_single,1,DONE,-2*sqrt(14)/15,HIGH,B10,YES,unit circle Q4: y=-sqrt(1-(13/15)^2)=-2sqrt(14)/15; best=-21414 is completely wrong (digit concat error),"If the point $P(\frac{13}{15},y)$ is on the unit circle in quadrant IV, then $y="
0314,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Evaluate the following. ${\frac{-28}{-4}=}$ [ANS] ${\frac{40}{-5}=}$ [ANS] ${\fr
0315,statistics,free_multi,3,DONE,"B, B, A",MED,B17,YES,sampling concept MCQ 3-slot; best all slots,(a) A sample of households in a community is selected at random from the telepho
0316,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,triangle/tangent-circle competition; best=I; not computable,A point $D$ is on side $BC$ of triangle $ABC$ such that $BD=20$ and $DC=14$ . A 
0317,other,MCQ,0,DONE,D,HIGH,B8,MAYBE,dataset quirk — D and H identical; only D accepted,"Let $S \subset\mathbb{P}^{3}$ be a smooth algebraic surface of degree $d$ , and "
0318,trigonometry,free_multi,2,DONE,"8, 0.562",HIGH,B15,YES,"P on circle r=8 -> r=8; y=64/15, theta=arcsin(y/8)=0.562; best=0.5625 undercount (missing r=8)",A circle $C$ has center at the origin and radius $8$. Another circle $K$ has a d
0319,statistics,free_multi,4,DONE,"False, True, True, False",HIGH,B10,YES,T/F stats statements; teacher/best agree (different notation F/T vs False/True),"Select True or False, depending on whether the corresponding statement is true o"
0320,algebra,free_multi,2,DONE,"approaches normal (limit 1), 3.73",HIGH,B15,YES,f(t)->1 as t->inf; 75% at t=2+sqrt3=3.73; best=3.73 undercount (missing part b),"Let $t$ be the time in weeks. At time $t=0$, organic waste is dumped into a pond"
0321,calculus,MCQ,0,DONE,a = 1,HIGH,B21,YES,tangent to x^2 e^-x through origin: a e^-a=(2a-a^2)e^-a -> a=1; MCQ best=H,"What's the value of a > 0, such that the tangent line to the graph of f(x) = (x^"
0322,linear_algebra,free_multi,3,DONE,"40, 25, 1000",HIGH,B10,YES,"sheep pens optimization: L=40ft, w=25ft, area=1000ft^2; teacher/best agree",You plan to build four identical rectangular sheep pens in a row. Each adjacent 
0323,number_theory,free_multi,4,DONE,"[10,12), [-8,-6), [10,18), [-16,-6)",MED,B17,YES,floor function preimages 4-slot; best all slots present,Let $f(x)=\lfloor x/2 \rfloor$. We learned that the floor and the ceiling functi
0324,algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B21,YES,OEIS ordered-factorization count; best=H; not computable,We now define an algorithm: The definition of a(n) is the number of ways to fact
0325,statistics,free_multi,2,DONE,"[0,280], [0,14]",HIGH,B15,YES,"gas g(m)=14-0.05m; domain[0,280] range[0,14]; best=""280,14"" endpoints only (format)",Assume a car uses gas at a constant rate. After driving $20$ miles since a full 
0326,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Write each as a decimal $\frac{67}{100}=$ [ANS] $\frac{36}{100}=$ [ANS] $\frac{6
0327,other,free_single,1,UNVERIFIED,,,,MAYBE,,It’s given that $1 \text{ton}=2000 \text{lb}$ and $1 \text{lb}=16 \text{oz}$.Do 
0328,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Every day I take the same taxi over the same route from home to the train statio
0329,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"The 30 edges of a regular icosahedron are distinguished by labeling them $1,2,\d"
0330,geometry,free_multi,2,DONE,"26.76, 2614",MED,B17,YES,profit max P(x)=9x+0.3x^2-0.0015x^3-427; best=x*+maxP plausible,"A market analyst finds that if a company produces and sells $x$ mixers annually,"
0331,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B21,YES,abc+a+b=c constraint optimization competition; best=H,"Let $a, b, c$ be positive reals such that $abc + a + b = c$ and $$ \frac{19}{\sq"
0332,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Convert the following integers from binary notation to decimal notation: (a) $11
0333,other,free_multi,2,UNVERIFIED,,,,MAYBE,,For the next few problems you need to understand what it means to evaluate a fun
0334,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A rod of length L with linear mass density $\lambda = kx$ is placed along x-axis
0335,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find $\left(\left(f(a)\right)^{-1}\right)'$ for the function $f(x) = x + \sqrt{x
0336,other,MCQ,0,UNVERIFIED,,,,MAYBE,,The integer 8871870642308873326043363 is the $1 3^{t h}$ power of an integer $n$
0337,linear_algebra,MCQ,0,DONE,"rank condition on a,b (computable per options)",MED,B21,YES,"rank of 3 column vectors with params a,b; MCQ best=H",Suppose the rank of $\left( \begin{matrix} {{{a}}} \\ {{{3}}} \\ {{{1}}} \\ \end
0338,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Determine the symmetries (if any) of the graphs of the given relations. (a) $7 y
0339,calculus,MCQ,0,DONE,G,MED,B14,YES,power series of rational function; teacher+best agree=G,"The power series expansion of $f ( \, z \, )={\frac{4 z^{2} \!+\! 3 0 z \!+\! 6 "
0340,statistics,free_single,1,DONE,R^2 definition (multiple true statements),MED,B21,YES,"R^2 multiple-correlation MCQ; best=""C,E,F""; conceptual","For simple linear regression, with data $x_i,y_i$, $i=1,\ldots,n$, and model $Y_"
0341,other,free_multi,2,UNVERIFIED,,,,MAYBE,,If you rationalize the numerator of \frac{\sqrt[3]{x^2}-5 \sqrt[3]{x}+25}{\sqrt{
0342,other,free_multi,5,UNVERIFIED,,,,MAYBE,,determine whether the following quantities are positive or negative. [ANS] 1. $(
0343,statistics,free_multi,5,DONE,"D, A, C, B, E",MED,B17,YES,polynomial-description matching 5-slot; best all slots,Match the verbal descriptions with the given polynomials. You need to use all po
0344,other,free_single,1,UNVERIFIED,,,,MAYBE,,The additive inverse of $5$ is [ANS]
0345,algebra,free_multi,2,DONE,"-5/6, 5/6",HIGH,B10,YES,|12x|=10 -> x=pm10/12=pm5/6; teacher/best agree (exact vs decimal),Find all real zeros of the equation $|12x|=10$. Its real zeros are $x_1=$ [ANS] 
0346,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Write the following as decimal numbers. $7 \div 10$=[ANS] $7 \div 100$=[ANS] $7 
0347,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B10,YES,"9x9 tiling with 1x3 tiles, N mod 1000; hard combinatorics, not Wolfram-computable; teacher=B, best=I",A $9 \times 9$ table is tiled by $26$ $(1 \times 3)$ tiles such that only $3$ sq
0348,calculus,MCQ,0,DONE,int arcsin(4x)/sqrt(4x+1) dx (messy),MED,B21,YES,computable by parts but messy closed form; MCQ best=D,"Find the integral: $$ \int \frac{ \arcsin(4 \cdot x) }{ \sqrt{4 \cdot x+1} } \, "
0349,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Subtract one fraction from the other: ${\frac{14}{45}-\frac{4}{9}}$ When needed,"
0350,other,free_multi,6,UNVERIFIED,,,,MAYBE,,The decimal number 28 written in binary is [ANS] The decimal number 25 written i
0351,trigonometry,MCQ,0,DONE,12.287,HIGH,B21,YES,dy/dt=4cos(t)+12cos(12t) at t=1 (rad)=12.287; MCQ best=A,The path of a satellite is given by the parametric equations x = 4 cos(t) + cos(
0352,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find the distance betweem $333$ and $401$. [ANS] [NOTE: Your answer can be an al
0353,other,free_multi,4,DONE,"8, C, 5 and 7, D",HIGH,B3,MAYBE,"table lookup; format risk on '5 and 7' vs '5, 7'","Chicago's average monthly rainfall, $R=f(t)$ inches, is given as a function of t"
0354,other,free_multi,5,UNVERIFIED,,,,MAYBE,,"For each of the following, select the most appropriate unit of measurement: The "
0355,calculus,MCQ,0,DONE,"inflection point (-3, -26/9)",HIGH,B21,YES,"f=4(x+1)/x^2-2, f''=0 at x=-3, f(-3)=-26/9; MCQ best=H",The inflection point of the function curve (f(x) = { { 4(x + 1)} over { { x^2}}}
0356,algebra,MCQ,0,DONE,Laurent series of 1/(z^2+1) at z=-1 and z=inf,MED,B21,YES,series expansions computable; MCQ best=F,Expand the function $f(z) = \frac{1}{z^2 + 1}$ into series at $z = -1$ and $z = 
0357,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The half-life of Palladium-100 is 4 days. After 24 days a sample of Palladium-10
0358,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"The value of $(4!)! $ is $$$620, 448, abc, 733, 239, 439, 360, 000$$$ where $a$ "
0359,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If $\operatorname*{lim}_{x\to0}\left(1-kx\right)^{\frac{2}{x}}=2$, what is the n"
0360,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Sum the series \[\sum_{m=1}^\infty \sum_{n=1}^\infty \frac{m^2 n}{3^m(n3^m+m3^n)
0361,other,free_single,1,UNVERIFIED,,,,MAYBE,,Two angles are supplementary if the sum of their measures is $180^{\circ}$. If t
0362,algebra,free_single,1,DONE,(6x-5y)(6x+5y),HIGH,B14,YES,factor 36x^2-25y^2=(6x-5y)(6x+5y); teacher+best agree,Factor the difference of squares: $36x^{2}-25y^{2}=$ [ANS]
0363,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"Suppose $y$, the number of cases of a disease, is reduced by 11\% per year. (a) "
0364,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Determine whether f is a function from $\mathbb{Z}$ to $\mathbb{R}$. Enter ""Y"" f"
0365,geometry,free_single,1,DONE,"x in [-36,36], y in [0,6]",MED,B21,YES,"y=(1296-x^2)^(1/4): domain |x|<=36, range [0,6]; MCQ best=C",Use a graphing calculator to decide which viewing rectangle (A)-(D) produces the
0366,linear_algebra,MCQ,0,DONE,solution-space/rank statement (computable per options),MED,B21,YES,"a2,a3,a4 indep, a1=...; MCQ best=G; conceptual","Let the matrix $A=( \alpha_{_1}, \alpha_{_2}, \alpha_{_3}, \alpha_{_4} )$ , wher"
0367,trigonometry,free_multi,3,DONE,"60.3, 46.3, 53.3",HIGH,B14,YES,"arcsin(0.8686)=60.3, arctan(1.0464)=46.3, arcsec(1.6733)=53.3 deg; teacher+best agree",Determine each to 1 decimal place: $\sin(\alpha)=0.868632$ implies $\alpha \ $ [
0368,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Let $f(t)$ denote the number of people eating in a restaurant $t$ minutes after 
0369,algebra,free_multi,3,DONE,"3/4, 5, 2",HIGH,B10,YES,"vertex form: a=3/4, h=5, k=2; teacher/best agree (fraction vs decimal)","A quadratic function has its vertex at the point $(5,2)$. The function passes th"
0370,trigonometry,free_multi,2,DONE,"-5, 10",HIGH,B17,YES,"y=10cos(5x)-5: midline y=-5, amplitude=10; best correct",Find amplitude and midline of the function $y=10 \cos{(5x)}-5$ (a) The midline i
0371,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Solve $i=Prt$ for $t$, given that $P=\$402$, $r=9$ \%, and $i=\$268$. Answer: $t"
0372,statistics,free_single,1,DONE,0.51,HIGH,B10,YES,ME=1.96*20.58/sqrt(6377)=0.5051~0.51; teacher correct; best=1 is wrong,"In estimating the mean monthly fuel expenditure, $\mu$, per household vehicle, t"
0373,statistics,free_multi,2,DONE,"51.13, 56.71",MED,B17,YES,93% CI CD lengths; best plausible,Listed below are the lenths (in minutes) of randomly selected music CDs. Constru
0374,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Among a town’s registered voters, there are $36\%$ Democrats and $33\%$ Republic"
0375,other,free_single,1,UNVERIFIED,,,,MAYBE,,Mr. Mason owes \$ 21.28 for his groceries. He pays with a twenty-dollar bill and
0376,number_theory,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,"gcd(a^2+b^2+c^2,abc) sum competition; best=1275; not computable","Determine the sum of the smallest 50 possible values of $\text{gcd}(a^2+b^2+c^2,"
0377,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B21,YES,largest prime factor of smallest n competition; best=B,Find the largest prime factor of the smallest positive integer $n$ such that $r_
0378,statistics,free_multi,5,DONE,"0.0001420,0.00002206,0.0001199,0.1554,15.54",MED,B17,YES,baseball wins-vs-avg regression 5-slot; best all slots,Is the number of games won by a major league baseball team in a season related t
0379,other,free_single,1,UNVERIFIED,,,,MAYBE,,A company produce snowboards. Fixed costs are \$1320 and the cost per snowboard 
0380,other,free_multi,7,UNVERIFIED,,,,MAYBE,,Complete each statement: 75 mL=[ANS] L 239 mm=[ANS] m 32 kg=[ANS] g 1671 cm=[ANS
0381,calculus,free_single,1,DONE,2040,HIGH,B21,YES,sum_{k=1}^{120} 17 = 120*17 = 2040; MATCH (best correct),Find the numerical value of the sum below. $ \sum\limits_{k=1}^{120} 17$=[ANS]
0382,linear_algebra,free_multi,2,DONE,"187/18, 55/9",HIGH,B10,YES,"room dims: l=187/18~10.39m, w=55/9~6.11m; teacher/best agree (exact vs decimal)","A rectangular room is $1.7$ times as long as it is wide, and its perimeter is $3"
0383,number_theory,free_single,0,DONE,80,MED,B14,YES,divisoral table competition; teacher+best agree=80,We call a $n \times n$ table filled with positive integers \emph{divisoral} if i
0384,algebra,free_single,1,DONE,(ln(11/32)-3)/5,HIGH,B21,YES,64e^(5x+3)=22 -> x=(ln(11/32)-3)/5; MATCH (best correct),Find the exact solution to the equation below. (Do not give a decimal approximat
0385,statistics,free_multi,3,DONE,"A, A, A",HIGH,B3,YES,3-slot sampling design MCQ; all answers A,"For each problem, select the best response. (a) In order to take a sample of 120"
0386,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B10,YES,"combinatorics/geometry problem; teacher=3, best=5; not Wolfram-computable","There are $n$ parallel lines on a plane, and there is a set $S$ of distinct poin"
0387,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Consider the following scenario in which you study your bank account. On Jan. 1,"
0388,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Consider a population of coyotes whose intristic growth rate is 9.1\% and whose 
0389,algebra,MCQ,0,DONE,(x^2+5x+5)^2-1,HIGH,B14,YES,(x+1)(x+2)(x+3)(x+4)=(x^2+5x+5)^2-1; teacher+best=F; form confirmed,Express the polynomial $( x+1 ) ( x+2 ) ( x+3 ) ( x+4 )$ as a perfect square for
0390,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Add as indicated: (Note: Your answer must be a fraction.) a) $\frac{2}{5}+(-\fra
0391,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,sequence-mod-prime competition; best=I; not computable,Consider a prime number $f$ exceeding 5. Define $f(f)$ as the count of infinite 
0392,other,free_single,1,UNVERIFIED,,,,MAYBE,,Use rules to find the sum $37-(-31)-(-13)$ [ANS]
0393,trigonometry,free_multi,3,DONE,"(1/10)arccos((x-6)/16), -10, 22",HIGH,B17,YES,"inverse of 16cos(10x)+6: f^-1=(1/10)arccos((x-6)/16), domain[-10,22]; best correct",Find the inverse of the following function and state its domain. $f(x)=16 \cos (
0394,calculus,MCQ,0,DONE,"int x*arctan(2x)^2 dx (by parts, messy)",MED,B21,YES,computable by parts; messy closed form; MCQ best=H,"Compute the integral: $$ \int x \cdot \arctan(2 \cdot x)^2 \, dx $$"
0395,calculus,free_multi,3,DONE,"\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",HIGH,B8,YES,rate-of-change fractions,"In 2005, you have 55 CDs in your collection. In 2008, you have 140 CDs. In 2012,"
0396,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"When expressing sets, you may write “inf” for infinity. Give the interval notati"
0397,geometry,free_multi,2,DONE,"256*pi, 2048*pi/3",HIGH,B10,YES,sphere r=8: SA=4pi*64=256pi~804.2; V=4/3*pi*512=2048pi/3~2145; teacher/best agree,"As Aragorn views the Dark Lord in a crystal ball of radius 8, he realizes that: "
0398,linear_algebra,MCQ,0,DONE,transition/coordinate matrix (computable per options),MED,B22,YES,basis transition matrix problem; MCQ best=A,"Let $\alpha_{1} \!=\! (-1, 0, \ -2 ), \alpha_{2} \!=\! ( 0, 1, 2 ), \quad\alpha_"
0399,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"For all real numbers $x$ satisfying $x^4+861184\leq 1865x^2$, what is the maximu"
0400,statistics,MCQ,0,DONE,determinant distribution of random Bernoulli matrix,MED,B22,YES,det of 2x2 Bernoulli(0.4) matrix distribution; MCQ best=E,"Let the random variables ( X_1 ,X_2 ,X_3 ,X_4 ) be independent and identically d"
0401,trigonometry,free_multi,4,DONE,"143.2, 240.0, 52.52, -135.0",HIGH,B17,YES,"rad->deg: 5/2=143.2,4π/3=240,11/12=52.52,-3π/4=-135; best correct",Convert from radians to degrees. (a) $\frac{5}{2}$ [ANS] (b) $\frac{4 \pi}{3}$ [
0402,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,OEIS fully-multiplicative a(p)=floor((p+1)/2); best=J,We now define an algorithm: The definition of a(n) is: Fully multiplicative with
0403,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $$ X=\langle x_{1}, x_{2} \rangle, \quad Y=\langle y_{1}, y_{2}, y_{3} \rang"
0404,number_theory,free_single,1,DONE,52,HIGH,B10,YES,"prime outcomes {2,3,5}: (6+10+10)/50*100=52%; teacher/best agree","A standard six-sided die was rolled 50 times, and the outcomes are in the table "
0405,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,OEIS partitions 3 kinds; best=B; not computable,We now define an algorithm: The definition of a(n) is the number of partitions o
0406,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Find $x$ such that $4x+1, \ 4x+4,$ and $-4x-49$ are consecutive terms of an arit"
0407,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Using the Huffman algorithm to find the optimal binary tree T with weights 7, 8,"
0408,algebra,free_multi,5,DONE,"5816/9999, 3017/99990, 574/999, 653/9990, 428/999",MED,B17,YES,repeating decimals to fractions 5-slot; best all slots present,"For each of the following problems, show that the repeating decimal is a rationa"
0409,statistics,free_multi,2,DONE,prediction-interval + mean-CI at x=3,MED,B18,YES,"96.2% PI and CI at x=3; best=""(-0.02462, 4.239)"" likely 1 of 2 intervals","For the data set (-1,-3), (2,2), (5,5), (9,7), (10,10), find interval estimates "
0410,other,free_multi,2,UNVERIFIED,,,,MAYBE,,A searchlight rotates through one complete revolution every 8 seconds. Determine
0411,geometry,free_single,1,DONE,392*pi/45,HIGH,B10,YES,"arc: r=8, 196deg -> s=8*196pi/180=392pi/45~27.37; teacher correct; best=39246 completely wrong","In a circle of radius 8, the length of the arc that subtends a central angle of "
0412,trigonometry,free_single,1,DONE,(4*sqrt(78)-35)/72,MED,B22,YES,"cos(a)=-sqrt32/9 QII, sin(b)=-5/8 QIII; sum/diff identity; best plausible",Given $\cos(\alpha)=-\frac{\sqrt{32}}{9}$ and $\alpha$ is in quadrant II and $\s
0413,statistics,free_multi,4,DONE,"0.89, (1.83, infty), 0.2008, A",HIGH,B3,YES,paired t 4-slot; watch LaTeX \text{A} wrap risk,A company that sponsors LSAT prep courses would like to be able to claim that th
0414,calculus,MCQ,0,DONE,int 3/(4x^2 sqrt(5x^2-2x+1))dx (messy),MED,B22,YES,computable but messy radical integral; MCQ best=I,Compute the integral: $$ \int \frac{ 3 }{ 4 \cdot x^2 \cdot \sqrt{5 \cdot x^2-2 
0415,geometry,free_multi,4,DONE,"sqrt(A/6), A, (A/6)^(3/2), A",HIGH,B18,YES,"s=f(A)=sqrt(A/6) confirmed; MATCH (best has all 4 slots, slot1 correct)",The formula for the volume of a cube with side length $s$ is $V=s^3$. The formul
0416,other,free_multi,2,UNVERIFIED,,,,MAYBE,,In simplest form: $\begin{array}{cccc}\hline & \frac {462}{672}=& & [ANS] [ANS] 
0417,statistics,free_multi,5,DONE,"1.006, 0.9676, 28, 29.10, 1.039",MED,B15,YES,ANOVA table 5-slot; best has all 5; MS/F/df plausible,Complete the ANOVA table for a completely randomized design below. $\begin{array
0418,statistics,free_multi,4,DONE,"2.958, 1.751, 0.001530, B",MED,B15,YES,t-test GPA 4-slot; best has all 4; t=2.958 plausible (n=140),Test the claim that the population of sophomore college students has a mean grad
0419,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Alice and Bob play a game on a connected graph with $2n$ vertices, where $n\in \"
0420,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Suppose we like to calculate P(H|E, F) and we have no conditional independence i"
0421,trigonometry,free_multi,2,DONE,"-9*sqrt(5)/20, -sqrt(5)/20",HIGH,B10,YES,sec=1/cos=-9/(4sqrt(5))=-9sqrt(5)/20; tan=-sqrt(5)/20; teacher/best agree,"Suppose the angle $\theta$ is in the second quadrant, $\pi/2 \leq \theta \leq \p"
0422,other,free_single,0,UNVERIFIED,,,,MAYBE,,A natural number \(N\) is given. A cube with side length \(2N + 1\) is made up o
0423,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The average of $10^\circ,-11^\circ, 4^\circ, 7^\circ,-7^\circ,-6^\circ$=[ANS] $^"
0424,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Identify each quantity as a parameter or statistic. Write ""parameter"" or ""statis"
0425,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate the expression \frac{\sqrt{343}}{\sqrt{7}} Your answer is [ANS]
0426,other,free_single,1,UNVERIFIED,,,,MAYBE,,"In a group of healthy cows and chickens, the number of legs is 22 more than twic"
0427,number_theory,MCQ,0,DONE,E,MED,B14,YES,a^2+b^2=c^2+ab Heron competition; teacher+best agree=E,"Let $a$ , $b$ , and $c$ be positive real numbers such that $a^2+b^2=c^2+ab$ and "
0428,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Divide the fractions, and reduce your answer. \frac{8}{55}\div\frac{8}{43} The r"
0429,other,free_single,1,UNVERIFIED,,,,MAYBE,,Libby had a ten-dollar bill. Then she spent \$ 2.95 at a store. How much money d
0430,calculus,MCQ,0,DONE,1,HIGH,B22,YES,lim=ln(1+x^2+x^4)/x^2 ->1; verified; MCQ best=E,Evaluate the limit: $$ \lim_{x \to 0}\left(\frac{ \ln\left(1+x+x^2\right)+\ln\le
0431,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Using a change of base formula, one can write \frac{\log_{11} (42)} {\log_{11}(5"
0432,trigonometry,free_single,1,DONE,"1.202, 2.129, 4.344, 5.271",MED,B22,YES,"trig equation roots in [0,2pi]; best has 4 roots; plausible","Solve the equation in the interval $[0,\, 2 \pi]$. If there is more than one sol"
0433,trigonometry,MCQ,0,DONE,4cos^3(t)-3cos(t),HIGH,B22,YES,cos(3θ)=4cos^3θ-3cosθ; value verified; MCQ best=C,To express $\operatorname{cos} 3\theta$ in terms of $\operatorname{sin} \theta$ 
0434,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,OEIS circle-partition into 2s and 3s; best=A,We now define an algorithm: The definition of a(n) is the number of ways of part
0435,statistics,free_multi,3,DONE,"0.4457, 0.5368, A",HIGH,B1,YES,CI bounds + MCQ; under-count missing letter,Construct the $99$ \% confidence interval estimate of the population proportion 
0436,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find an equivalent fraction to $\frac{5}{8}$: ${\frac{5}{8}=\frac{?}{32}}$ The q
0437,statistics,free_single,1,DONE,"76.37, 79.63",HIGH,B10,YES,"95% CI: ME=1.96*17/sqrt(420)=1.626; (78-1.63,78+1.63)=(76.37,79.63); best=79.63 is undercount",The number of cars sold annually by used car salespeople is normally distributed
0438,algebra,free_multi,9,DONE,"5, 9, 1, 10, 2, 0, 10, x^3y^7, 1",HIGH,B11,YES,poly terms/coeff/degree 9-slot; slot9=leading coeff=1; best=1 is severe undercount,Determine the following for: $5x^{4} y^{5}+x^{3} y^{7}+2$ a) Determine the term 
0439,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Add these two fractions: ${-\frac{10}{13}+\frac{6}{13}}$ When needed, use an imp"
