item_id,item_type,predicted_kaggle_answer,confidence_pct,tier,runner_up_answer,runner_up_pct,num_submissions_agreeing,num_submissions_with_answer,teacher_consensus,teacher_agrees,investigation_flag,submission_answer_distribution_json
259,free,B,77.43,3,\text{Cannotbedeterminedfromtheinformationprovided},14.5,8,12,,False,False,"{""B"": 8, ""\\text{Cannotbedeterminedfromtheinformationprovided}"": 3, ""PLACEHOLDER_0259"": 1}"
260,free,"-22, 8",97.68,1,8,6.66,5,12,"-22,8",True,False,"{""-22,8"": 5, ""8"": 2, ""PLACEHOLDER_0260"": 3, ""-21"": 2}"
261,free,4,99.0,1,5,1.27,7,12,4,True,False,"{""4"": 7, ""PLACEHOLDER_0261"": 3, ""5"": 2}"
262,free,7,47.07,4,"850-50t,1480-140t,7",45.81,2,12,,False,False,"{""850-50t,1480-140t,7"": 6, ""850-50t,\\1480-140t,\\7"": 3, ""7"": 2, ""PLACEHOLDER_0262"": 1}"
263,MCQ,E,77.43,3,H,14.5,8,12,,False,False,"{""E"": 8, ""H"": 3, ""PLACEHOLDER_0263"": 1}"
264,free,256\pi t^2,77.43,3,256pit^2,14.5,8,12,,False,False,"{""256\\pit^2"": 8, ""256pit^2"": 3, ""PLACEHOLDER_0264"": 1}"
265,free,"A, D",97.68,1,D,6.66,5,12,"A,D",True,False,"{""A,D"": 5, ""D"": 2, ""PLACEHOLDER_0265"": 3, ""INVALID"": 2}"
266,MCQ,A,35.96,5,D,35.79,2,12,,False,False,"{""B"": 5, ""A"": 2, ""D"": 1, ""G"": 2, ""PLACEHOLDER_0266"": 2}"
267,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0267"": 3, ""INVALID"": 2}"
268,free,"4450, 14",97.68,1,14,6.66,5,12,"4450,14",True,False,"{""4450,14"": 5, ""14"": 2, ""PLACEHOLDER_0268"": 3, ""4451"": 2}"
269,free,"1.717, 0.3198, B",47.97,4,"1.71,0.3198,B",23.62,2,12,,False,False,"{""1.717,0.3198,B"": 2, ""1.71,0.3198,B"": 1, ""0.32,B"": 2, ""1.755,0.32,B"": 3, ""0.32"": 1, ""1.79,0.32,B"": 2, ""PLACEHOLDER_0269"": 1}"
270,free,1.255,96.23,1,1.26,1.77,6,12,,False,False,"{""1.255"": 6, ""1.26\\text{ft}"": 3, ""1.26"": 2, ""PLACEHOLDER_0270"": 1}"
271,free,4,61.74,3,"-4,0,4",31.5,1,12,,False,False,"{""-4,0,4"": 7, ""0,4,-4"": 3, ""4"": 1, ""PLACEHOLDER_0271"": 1}"
272,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0272"": 3, ""INVALID"": 2}"
273,free,"-\cos^{2}(x),1,2\cos^{2}(x)",38.45,5,"-\cos^2x,1,2\cos^2x",34.44,1,12,,False,False,"{""-\\cos^2x,1,2\\cos^2x"": 4, ""-\\cos^2(x),1,2\\cos^2(x)"": 3, ""-\\cos^{2}(x),1,2\\cos^{2}(x)"": 1, ""2\\cos^2(x)"": 2, ""PLACEHOLDER_0273"": 2}"
274,MCQ,G,77.43,3,INVALID,14.5,8,12,,False,False,"{""G"": 8, ""INVALID"": 3, ""PLACEHOLDER_0274"": 1}"
275,free,18225,95.51,1,2025\cdot10^{2024},2.11,2,8,,False,False,"{""18225"": 2, ""\\text{Nosuchpositiveinteger}k\\text{exists}"": 3, ""2025\\cdot10^{2024}"": 2, ""PLACEHOLDER_0275"": 1}"
276,free,"0.5004, \text{none}",39.06,5,"(1373/2744,\0),\\text{none}",25.05,1,12,,False,False,"{""0.5004,none"": 3, ""0.5004,\\text{none}"": 1, ""none"": 3, ""(1373/2744,\\0),\\\\text{none}"": 1, ""(\\frac{1373}{2744},0),none"": 2, ""PLACEHOLDER_0276"": 2}"
277,free,38800.00,96.23,1,"\38{,}800.00",1.77,6,12,,False,False,"{""38800"": 6, ""\\$38,800"": 3, ""\\38{,}800.00"": 2, ""PLACEHOLDER_0277"": 1}"
278,free,38,99.0,1,39,1.27,7,12,38,True,False,"{""38"": 7, ""PLACEHOLDER_0278"": 3, ""39"": 2}"
279,MCQ,J,99.0,1,INVALID,1.27,7,12,J,True,False,"{""J"": 7, ""PLACEHOLDER_0279"": 3, ""INVALID"": 2}"
280,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0280"": 3, ""INVALID"": 2}"
281,free,"-0.4618, 0.8870, -0.5206, -2.1655",36.16,5,"-0.4618,0.887,-0.5206,-2.165",32.39,1,12,,False,False,"{""-0.4618,0.887,-0.5206,-2.165"": 4, ""-2.165"": 3, ""-0.4618,0.887,-0.5206,-2.1655"": 1, ""-0.4618,0.887,-0.5206,-2.1654"": 2, ""PLACEHOLDER_0281"": 2}"
282,free,"e^2, -e^2",85.57,2,-e^2,11.96,5,12,,False,False,"{""e^2,-e^2"": 5, ""-e^2,\\e^2"": 3, ""-e^2"": 1, ""e^2"": 2, ""PLACEHOLDER_0282"": 1}"
283,free,114,99.0,1,115,1.27,7,12,114,True,False,"{""114"": 7, ""PLACEHOLDER_0283"": 3, ""115"": 2}"
284,MCQ,E,77.43,3,F,14.5,8,12,,False,False,"{""E"": 8, ""F"": 3, ""PLACEHOLDER_0284"": 1}"
285,free,147,74.09,3,441,16.65,4,8,,False,False,"{""147"": 4, ""441"": 3, ""PLACEHOLDER_0285"": 1}"
286,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0286"": 3, ""INVALID"": 2}"
287,free,136,62.79,3,"212,136",30.5,3,12,,False,False,"{""212,136"": 5, ""136"": 3, ""213,136"": 3, ""PLACEHOLDER_0287"": 1}"
288,free,"96 \cdot 0.9^n, 27.11, 43",36.78,5,44,36.56,1,12,,False,False,"{""96\\cdot0.9^n,27.11,43"": 1, ""44"": 3, ""43"": 2, ""96(0.9)^{n},27.1,44"": 3, ""96(0.9)^n,\\27.113,\\44"": 2, ""PLACEHOLDER_0288"": 1}"
289,free,"4, 9",97.68,1,9,6.66,5,12,"4,9",True,False,"{""4,9"": 5, ""9"": 2, ""PLACEHOLDER_0289"": 3, ""5"": 2}"
290,MCQ,C,77.43,3,\TEXT{NO CORRECT OPTION},14.5,8,12,,False,False,"{""C"": 8, ""\\TEXT{NO CORRECT OPTION}"": 3, ""PLACEHOLDER_0290"": 1}"
291,free,2304,99.0,1,2305,1.27,7,12,2304,True,False,"{""2304"": 7, ""PLACEHOLDER_0291"": 3, ""2305"": 2}"
292,free,-2 - \sqrt{3},77.43,3,-2-\sqrt3,14.5,8,12,,False,False,"{""-2-\\sqrt{3}"": 8, ""-2-\\sqrt3"": 3, ""PLACEHOLDER_0292"": 1}"
293,free,INVALID,45.37,4,2025t-4300,37.42,1,12,P(t) = 2025t - 4300,False,True,"{""2025t-4300"": 7, ""INVALID"": 1, ""P(t)=2025t-4300"": 2, ""PLACEHOLDER_0293"": 2}"
294,free,6,47.07,4,"43.2,7.2,6",45.81,2,12,,False,False,"{""43.2,7.2,6"": 6, ""42,7,6"": 3, ""6"": 2, ""PLACEHOLDER_0294"": 1}"
295,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0295"": 3, ""INVALID"": 2}"
296,free,"45.00, 180.00, 270.00",97.68,1,270,6.66,5,12,"45,180,270",True,False,"{""45,180,270"": 5, ""270"": 2, ""PLACEHOLDER_0296"": 3, ""46"": 2}"
297,free,"0.2372, (-\infty, -1.881)U(1.881, \infty), 0.8126, C",70.49,3,C,26.19,2,12,,False,False,"{""0.2372,(-\\infty,-1.881)U(1.881,\\infty),0.8126,C"": 2, ""C"": 4, ""0.237,(-infty,-1.88)U(1.88,infty),0.812,DoNotRejectH0"": 3, ""0.24,(-infty,-1.88)U(1.88,infty),0.8104,C"": 2, ""PLACEHOLDER_0297"": 1}"
298,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0298"": 3, ""INVALID"": 2}"
299,free,"18805.7, \text{no}",36.87,5,\text{no},23.08,2,12,"18805.7, no",False,True,"{""18805.7,\\text{no}"": 2, ""\\text{no}"": 1, ""18805.7,no"": 3, ""18806"": 1, ""18805.7"": 1, ""no"": 2, ""PLACEHOLDER_0299"": 2}"
300,free,6500,99.0,1,6501,1.27,7,12,6500,True,False,"{""6500"": 7, ""PLACEHOLDER_0300"": 3, ""6501"": 2}"
301,free,"0.877, 57.2",44.38,4,1,30.4,1,12,"0.878, 57.2",False,True,"{""0.877,57.2"": 1, ""57.2"": 6, ""1"": 1, ""0.878,57.2"": 2, ""PLACEHOLDER_0301"": 2}"
302,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0302"": 3, ""INVALID"": 2}"
303,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0303"": 3, ""INVALID"": 2}"
304,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0304"": 3, ""INVALID"": 2}"
305,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0305"": 3, ""INVALID"": 2}"
306,MCQ,H,77.43,3,INVALID,14.5,8,12,,False,False,"{""H"": 8, ""INVALID"": 3, ""PLACEHOLDER_0306"": 1}"
307,free,44,45.37,4,1.33333,37.42,1,12,4/3,False,True,"{""1.33333"": 7, ""44"": 1, ""4/3"": 2, ""PLACEHOLDER_0307"": 2}"
308,free,12,46.95,4,11.716,34.08,2,6,,False,False,"{""11.716"": 3, ""12"": 2, ""PLACEHOLDER_0308"": 1}"
309,free,83000,99.0,1,83001,1.27,7,12,83000,True,False,"{""83000"": 7, ""PLACEHOLDER_0309"": 3, ""83001"": 2}"
310,free,\text{NO},35.96,5,"4k+6,5k-11,5y+4",35.79,2,12,,False,False,"{""NO"": 5, ""\\text{NO}"": 2, ""4k+6,5k-11,5y+4"": 1, ""4k+6,\\5k-11,\\5y+4"": 2, ""PLACEHOLDER_0310"": 2}"
311,free,1585,77.43,3,10^{3.2}\approx1585,14.5,8,12,,False,False,"{""1585"": 8, ""10^{3.2}\\approx1585"": 3, ""PLACEHOLDER_0311"": 1}"
312,free,20,46.95,4,4,34.08,2,6,,False,False,"{""4"": 3, ""20"": 2, ""PLACEHOLDER_0312"": 1}"
313,free,-21414,55.37,4,-0.4989,37.42,1,12,,False,False,"{""-0.4989"": 7, ""-21414"": 1, ""-\\frac{2\\sqrt{14}}{15}"": 2, ""PLACEHOLDER_0313"": 2}"
314,free,"7, -8, -4",97.68,1,-4,6.66,5,12,"7,-8,-4",True,False,"{""7,-8,-4"": 5, ""-4"": 2, ""PLACEHOLDER_0314"": 3, ""8"": 2}"
315,free,"B, B, A",97.68,1,A,6.66,5,12,"B,B,A",True,False,"{""B,B,A"": 5, ""A"": 2, ""PLACEHOLDER_0315"": 3, ""INVALID"": 2}"
316,MCQ,I,63.1,3,A,25.61,1,8,,False,False,"{""A"": 4, ""I"": 1, ""R"": 1, ""PLACEHOLDER_0316"": 2}"
317,MCQ,H,74.12,3,D,15.33,8,12,D,False,True,"{""H"": 8, ""D"": 2, ""PLACEHOLDER_0317"": 2}"
318,free,0.5625,35.28,5,"8,0.5626",32.6,4,12,,False,False,"{""0.5625"": 4, ""8,0.5626"": 1, ""8,0.5625"": 1, ""8,\\arcsin\\left(\\frac{8}{15}\\right)"": 3, ""8,\\arctan\\!(\\frac{8}{\\sqrt{161}})"": 2, ""PLACEHOLDER_0318"": 1}"
319,free,"F, T, T, F",33.11,5,INVALID,26.11,5,12,,False,False,"{""F,T,T,F"": 5, ""INVALID"": 1, ""False"": 1, ""F"": 1, ""False,True,True,False"": 2, ""PLACEHOLDER_0319"": 2}"
320,free,3.73,51.8,4,"approaches1,3.73",44.5,5,12,,False,False,"{""approaches1,3.73"": 1, ""3.73"": 5, ""1,3.73"": 3, ""Theoxygenlevelreturnstonormal,3.73"": 2, ""PLACEHOLDER_0320"": 1}"
321,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0321"": 3, ""INVALID"": 2}"
322,free,"40.00, 25.00, 1000.00",43.41,4,41,34.24,5,12,,False,False,"{""40,25,1000"": 5, ""41"": 1, ""1000"": 2, ""40ft,25ft,1000ft^2"": 2, ""PLACEHOLDER_0322"": 2}"
323,free,"[10, 12), [-8, -6), [10, 18), [-16, -6)",97.68,1,"[-16,-6)",6.66,5,12,"[10,12),[-8,-6),[10,18),[-16,-6)",True,False,"{""[10,12),[-8,-6),[10,18),[-16,-6)"": 5, ""[-16,-6)"": 2, ""PLACEHOLDER_0323"": 3, ""11"": 2}"
324,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0324"": 3, ""INVALID"": 2}"
325,free,"280.0, 14.00",43.17,4,1,24.13,1,12,,False,False,"{""280,14"": 1, ""0,280,0,14"": 5, ""1"": 1, ""[0,14.00]"": 1, ""[0,280],[0,14]"": 2, ""PLACEHOLDER_0325"": 2}"
326,free,"0.67, 0.36, 0.06",97.68,1,0.06,6.66,5,12,"0.67,0.36,0.06",True,False,"{""0.67,0.36,0.06"": 5, ""0.06"": 2, ""PLACEHOLDER_0326"": 3, ""1"": 2}"
327,free,8,81.65,2,7.6,7.94,1,12,7.6,False,True,"{""7.6"": 9, ""8"": 1, ""PLACEHOLDER_0327"": 2}"
328,free,C,47.07,4,"B,D,A,C",45.81,2,12,,False,False,"{""B,D,A,C"": 6, ""iii,i,iv,ii"": 3, ""C"": 2, ""PLACEHOLDER_0328"": 1}"
329,MCQ,D,71.33,3,INVALID,21.98,4,10,,False,False,"{""D"": 4, ""INVALID"": 1, ""J"": 2, ""S"": 1, ""PLACEHOLDER_0329"": 2}"
330,free,"26.76, 2614",54.98,4,"26.76,2613.92",15.15,3,12,,False,False,"{""26.76,2614"": 3, ""26.76,2613.92"": 1, ""28"": 1, ""2614"": 1, ""2613.92"": 1, ""27,2613.92"": 2, ""2614,26.76,2614"": 1, ""PLACEHOLDER_0330"": 2}"
331,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0331"": 3, ""INVALID"": 2}"
332,free,"778, 624",97.68,1,624,6.66,5,12,"778,624",True,False,"{""778,624"": 5, ""624"": 2, ""PLACEHOLDER_0332"": 3, ""779"": 2}"
333,free,"54, 62",97.68,1,62,6.66,5,12,"54,62",True,False,"{""54,62"": 5, ""62"": 2, ""PLACEHOLDER_0333"": 3, ""55"": 2}"
334,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0334"": 3, ""INVALID"": 2}"
335,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0335"": 3, ""INVALID"": 2}"
336,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0336"": 3, ""INVALID"": 2}"
337,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0337"": 3, ""INVALID"": 2}"
338,free,origin,45.53,4,"y\text{-axis},\text{origin}",31.74,2,12,,False,False,"{""origin"": 2, ""y\\text{-axis},\\text{origin}"": 2, ""y\\text{-axis},\\\\text{origin},\\y=x,\\y=-x"": 3, ""origin,y=x"": 1, ""\\text{origin}"": 1, ""y-axis,origin"": 2, ""PLACEHOLDER_0338"": 1}"
339,MCQ,G,77.43,3,INVALID,14.5,8,12,,False,False,"{""G"": 8, ""INVALID"": 3, ""PLACEHOLDER_0339"": 1}"
340,free,"C, E, F",85.24,2,F,12.21,3,12,,False,False,"{""C,E,F"": 3, ""A,C,E,F,H"": 4, ""A,\\C,\\F,\\H"": 3, ""F"": 1, ""PLACEHOLDER_0340"": 1}"
341,free,"126.0, 36.00",32.23,5,"1,125",31.26,1,9,,False,False,"{""126,36"": 1, ""1,125"": 1, ""x+125,\\x^{11/6}+5x^{3/2}+5x^{1/3}+25"": 1, """": 1, ""x+125,(\\sqrt{x^3}+5)(\\sqrt[3]{x}+5)"": 2, ""125,25"": 1, ""PLACEHOLDER_0341"": 2}"
342,free,"negative, positive, negative, positive, positive",65.05,3,"\text{Negative},\text{Positive},\text{Negative},\text{Positive},\text{Positive}",20.48,4,12,"negative, positive, negative, positive, positive",True,False,"{""negative,positive,negative,positive,positive"": 4, ""\\text{Negative},\\text{Positive},\\text{Negative},\\text{Positive},\\text{Positive}"": 1, ""Positive"": 1, ""positive"": 1, ""PLACEHOLDER_0342"": 3, ""INVALID"": 2}"
343,free,"D, A, C, B, E",97.68,1,E,6.66,5,12,"D,A,C,B,E",True,False,"{""D,A,C,B,E"": 5, ""E"": 2, ""PLACEHOLDER_0343"": 3, ""INVALID"": 2}"
344,free,-5,99.0,1,-4,1.27,7,12,-5,True,False,"{""-5"": 7, ""PLACEHOLDER_0344"": 3, ""-4"": 2}"
345,free,"-0.8333, 0.8333",82.06,2,0.8333,15.22,3,12,,False,False,"{""-0.8333,0.8333"": 3, ""0.8333"": 3, ""-5/6,5/6"": 3, ""-0.833333,0.833333"": 2, ""PLACEHOLDER_0345"": 1}"
346,free,1,49.19,4,0.007,30.93,1,12,"0.7,0.07,0.007",False,True,"{""0.7,0.07,0.007"": 7, ""1"": 1, ""0.007"": 2, ""PLACEHOLDER_0346"": 2}"
347,MCQ,I,70.82,3,B,22.37,2,8,,False,False,"{""I"": 2, ""B"": 1, ""F"": 2, ""A"": 1, ""PLACEHOLDER_0347"": 2}"
348,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0348"": 3, ""INVALID"": 2}"
349,free,-\frac{2}{15},99.0,1,-214,1.27,7,12,-\frac{2}{15},True,False,"{""-0.133333"": 7, ""PLACEHOLDER_0349"": 3, ""-214"": 2}"
350,free,"11100, 11001, 1100111, 1101110, 101001101, 101010100",97.68,1,1.0101e+08,6.66,5,12,"11100,11001,1100111,1101110,101001101,101010100",True,False,"{""11100,11001,1.10011e+06,1.10111e+06,1.01001e+08,1.0101e+08"": 5, ""1.0101e+08"": 2, ""PLACEHOLDER_0350"": 3, ""11101"": 2}"
351,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0351"": 3, ""INVALID"": 2}"
352,free,68,99.0,1,69,1.27,7,12,68,True,False,"{""68"": 7, ""PLACEHOLDER_0352"": 3, ""69"": 2}"
353,free,"5,7",85.57,2,D,11.96,5,12,,False,False,"{""5,7"": 5, ""8,C,5,7,D"": 3, ""D"": 1, ""8,C,5and7,D"": 2, ""PLACEHOLDER_0353"": 1}"
354,free,"g, g, t, kg, g",46.67,4,"grams,grams,tonnes,kilograms,grams",22.98,2,12,,False,False,"{""g,g,t,kg,g"": 2, ""grams,grams,tonnes,kilograms,grams"": 1, ""mg,g,kg,kg,g"": 1, ""milligrams,grams,tons,solarmasses,ounces"": 3, ""g"": 2, ""mg,g,tonnes,kg,g"": 2, ""PLACEHOLDER_0354"": 1}"
355,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0355"": 3, ""INVALID"": 2}"
356,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0356"": 3, ""INVALID"": 2}"
357,free,"320.0, 0.06570",91.39,1,0.0657,6.7,4,12,,False,False,"{""320,0.0657"": 4, ""320,\\frac{5}{64\\sqrt[4]{2}}"": 3, ""0.0657"": 2, ""320,0.06569"": 2, ""PLACEHOLDER_0357"": 1}"
358,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0358"": 3, ""INVALID"": 2}"
359,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0359"": 3, ""INVALID"": 2}"
360,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0360"": 3, ""INVALID"": 2}"
361,free,180 - 7x,99.0,1,INVALID,1.27,7,12,180-7x,True,False,"{""180-7x"": 7, ""PLACEHOLDER_0361"": 3, ""INVALID"": 2}"
362,free,(6x - 5y)(6x + 5y),77.43,3,(6x+5y)(6x-5y),14.5,8,12,,False,False,"{""(6x-5y)(6x+5y)"": 8, ""(6x+5y)(6x-5y)"": 3, ""PLACEHOLDER_0362"": 1}"
363,free,19.76,51.8,4,"10000(0.89)^t,4970,19.76",44.5,5,12,,False,False,"{""10000(0.89)^t,4970,19.76"": 1, ""19.76"": 5, ""10000*(0.89)^t,4973,19.77"": 3, ""10000(0.89)^t,\\4970,\\19.7534"": 2, ""PLACEHOLDER_0363"": 1}"
364,free,"Y, N, Y, N",97.68,1,N,6.66,5,12,"Y,N,Y,N",True,False,"{""Y,N,Y,N"": 5, ""N"": 2, ""PLACEHOLDER_0364"": 3, ""INVALID"": 2}"
365,free,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0365"": 3, ""INVALID"": 2}"
366,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0366"": 3, ""INVALID"": 2}"
367,free,"60.3, 46.3, 53.3",33.41,5,"60.3°,46.3°,53.3°",34.24,5,12,"60.3^\circ,46.3^\circ,53.3^\circ",False,True,"{""60.3,46.3,53.3"": 5, ""60.3°,46.3°,53.3°"": 1, ""53.3"": 2, ""60.3^\\circ,46.3^\\circ,53.3^\\circ"": 2, ""PLACEHOLDER_0367"": 2}"
368,free,"C, D, D, E",97.68,1,E,6.66,5,12,"C,D,D,E",True,False,"{""C,D,D,E"": 5, ""E"": 2, ""PLACEHOLDER_0368"": 3, ""INVALID"": 2}"
369,free,"0.7500, 5.000, 2.000",91.39,1,2,6.7,4,12,,False,False,"{""0.75,5,2"": 4, ""value1,value2,value3"": 3, ""2"": 2, ""\\frac34,5,2"": 2, ""PLACEHOLDER_0369"": 1}"
370,free,"-5, 10",64.37,3,"y=-5,\10",15.98,3,12,,False,False,"{""-5,10"": 3, ""10"": 3, ""y=-5,\\10"": 1, ""y=-5,10"": 2, ""10,-5,10"": 1, ""PLACEHOLDER_0370"": 2}"
371,free,7.407,96.23,1,7.41,1.77,6,12,,False,False,"{""7.407"": 6, ""t=\\dfrac{200}{27}\\approx7.41\\text{years}"": 3, ""7.41"": 2, ""PLACEHOLDER_0371"": 1}"
372,free,1,45.37,4,0.5051,37.42,1,12,0.51,False,True,"{""0.5051"": 7, ""1"": 1, ""0.51"": 2, ""PLACEHOLDER_0372"": 2}"
373,free,"51.13, 56.71",95.51,1,"50.98,\mu,56.86",2.11,2,8,,False,False,"{""51.13,56.71"": 2, ""51.15,56.69"": 3, ""50.98,\\mu,56.86"": 2, ""PLACEHOLDER_0373"": 1}"
374,free,4000,99.0,1,4001,1.27,7,12,4000,True,False,"{""4000"": 7, ""PLACEHOLDER_0374"": 3, ""4001"": 2}"
375,free,A,55.37,4,3.72,37.42,1,12,,False,False,"{""3.72"": 7, ""A"": 1, ""\\3.72"": 2, ""PLACEHOLDER_0375"": 2}"
376,free,1275,46.95,4,2832,34.08,2,6,,False,False,"{""2832"": 3, ""1275"": 2, ""PLACEHOLDER_0376"": 1}"
377,MCQ,B,99.0,1,INVALID,0.96,4,9,B,True,False,"{""B"": 4, ""PLACEHOLDER_0377"": 3, ""INVALID"": 2}"
378,free,"0.0001420, 0.00002206, 0.0001199, 0.1554, 15.54",51.62,4,"0.000142,2.208e-05,0.0001199,0.1555,15.55",22.62,2,11,,False,False,"{""0.000142,2.206e-05,0.0001199,0.1554,15.54"": 2, ""0.000142,2.208e-05,0.0001199,0.1555,15.55"": 1, ""0.000142,2.2e-05,0.00012,0.155,15.5"": 3, ""15.53"": 1, ""15.55"": 1, ""0.000142,2.21e-05,0.00012,0.1553,15.53\\%"": 2, ""PLACEHOLDER_0378"": 1}"
379,free,481,81.65,2,480,7.94,1,12,480,False,True,"{""480"": 9, ""481"": 1, ""PLACEHOLDER_0379"": 2}"
380,free,1,49.19,4,52000,30.93,1,12,"0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000",False,True,"{""0.075,0.239,32000,16710,38000,0.00248,52000"": 7, ""1"": 1, ""52000"": 2, ""PLACEHOLDER_0380"": 2}"
381,free,2040,99.0,1,2041,1.27,7,12,2040,True,False,"{""2040"": 7, ""PLACEHOLDER_0381"": 3, ""2041"": 2}"
382,free,"10.39, 6.111",43.41,4,"10.4,6.1",34.24,5,12,,False,False,"{""10.39,6.111"": 5, ""10.4,6.1"": 1, ""6.111"": 2, ""10.3889,6.11111"": 2, ""PLACEHOLDER_0382"": 2}"
383,free,80,46.95,4,6.26694e+09,34.08,2,6,,False,False,"{""6.26694e+09"": 3, ""80"": 2, ""PLACEHOLDER_0383"": 1}"
384,free,\frac{\ln\left(\frac{11}{32}\right) - 3}{5},71.45,3,\dfrac{\ln\left(\dfrac{11}{32}\right)-3}{5},25.27,4,12,,False,False,"{""\\frac{\\ln\\left(\\frac{11}{32}\\right)-3}{5}"": 4, ""\\dfrac{\\ln\\left(\\dfrac{11}{32}\\right)-3}{5}"": 2, ""x=\\dfrac{\\ln\\!\\left(\\tfrac{11}{32}\\right)-3}{5}"": 3, ""\\frac{\\ln(\\frac{11}{32})-3}{5}"": 2, ""PLACEHOLDER_0384"": 1}"
385,free,A,49.26,4,"A,A,A",39.46,5,12,"A,A,A",False,True,"{""A"": 5, ""A,A,A"": 2, ""PLACEHOLDER_0385"": 3, ""INVALID"": 2}"
386,free,5,70.82,3,3,22.37,2,8,,False,False,"{""5"": 2, ""3"": 1, ""4"": 2, ""1"": 1, ""PLACEHOLDER_0386"": 2}"
387,free,-229,81.65,2,-230,7.94,1,12,-230,False,True,"{""-230"": 9, ""-229"": 1, ""PLACEHOLDER_0387"": 2}"
388,free,"4.110, 3.523, 2.935, 1.174, 0.000",91.39,1,0,6.7,4,12,,False,False,"{""4.11,3.523,2.935,1.174,0"": 4, ""4.1,3.5,2.9,1.2,0"": 3, ""0"": 2, ""4.11\\%,3.52\\%,2.94\\%,1.17\\%,0\\%"": 2, ""PLACEHOLDER_0388"": 1}"
389,MCQ,F,77.43,3,C,14.5,8,12,,False,False,"{""F"": 8, ""C"": 3, ""PLACEHOLDER_0389"": 1}"
390,free,"\dfrac{3}{25}, -\dfrac{15}{14}",65.5,3,-\dfrac{15}{14},14.93,2,12,,False,False,"{""\\dfrac{3}{25},-\\dfrac{15}{14}"": 2, ""0.12,-1.07143"": 4, ""3/25,-15/14"": 3, ""-\\dfrac{15}{14}"": 1, ""-1.07143"": 1, ""PLACEHOLDER_0390"": 1}"
391,MCQ,I,62.22,3,B,30.97,1,10,,False,False,"{""B"": 5, ""LETTER"": 3, ""I"": 1, ""PLACEHOLDER_0391"": 1}"
392,free,81,99.0,1,82,1.27,7,12,81,True,False,"{""81"": 7, ""PLACEHOLDER_0392"": 3, ""82"": 2}"
393,free,"\frac{1}{10} \arccos\left(\frac{x - 6}{16}\right), [-10, 22]",57.19,4,"-10,22",27.47,4,12,,False,False,"{""\\frac{1}{10}\\arccos\\left(\\frac{x-6}{16}\\right),[-10,22]"": 4, ""-10,22"": 1, ""(1/10)arccos\\!\\left(\\frac{x-6}{16}\\right),-10,22"": 3, ""22"": 1, ""\\frac{1}{10}arccos(\\frac{x-6}{16}),-10,22"": 2, ""PLACEHOLDER_0393"": 1}"
