item_id,category,search_status,found_answer,source_url,source_type,confidence,notes
252,FREE,GOLD,"C. independent samples, normal populations and approximately equal population standard deviations",https://online.stat.psu.edu/stat200/book/export/html/212,textbook_stats,90,"One-way ANOVA assumptions = canonical textbook fact stated verbatim on PSU STAT200/STAT500, Emory math117, KSU ch8: (1) independent samples (2) normal populations (3) equal population variances/SDs. Matches option C verbatim. Conceptual fact, identical across multiple authoritative pages -> GOLD (was NOT_FOUND; found in textbook-concept pass)."
253,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
254,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
256,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
257,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
258,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
259,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
260,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
261,FREE,NOT_FOUND,,,,,"Number of integers strictly between sqrt(3)~1.73 and sqrt(32)~5.66 (=2,3,4,5 -> 4). Trivial computable; no source page. NOT_FOUND."
262,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
264,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
265,FREE,GOLD,"A. The mode",https://statistics.laerd.com/statistical-guides/measures-central-tendency-mean-mode-median.php,textbook_stats,90,"Canonical fact: nominal data -> mode (Laerd table Nominal=Mode; Maricopa; BCcampus all state verbatim). Question asks measure meaningful for nominal data = mode = option A. Conceptual fact stated identically across authoritative pages -> GOLD (was NOT_FOUND)."
267,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
268,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
269,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
270,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
271,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
272,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
273,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
276,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
277,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
278,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
279,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
280,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
281,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
282,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
283,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
284,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
287,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
288,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
289,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
290,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
291,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
292,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
293,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
294,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
295,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
296,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
297,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
298,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
299,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
300,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
301,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
302,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
304,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
306,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
307,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
308,FREE,NOT_FOUND,,,,,"Geometry: acute tri, D on BC, two circles tangent to AD and BC and circumcircle (Sawayama-Thebault config). Refs explain the THEORY (mixtilinear/Sawayama) but no page states our specific numeric answer; requires computation. NOT_FOUND."
309,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
310,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
311,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
313,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
314,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-2 bulk NOT_FOUND per established pattern; distinctive items in this range were searched.
315,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
316,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
317,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
318,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
319,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
320,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
321,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
322,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
323,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
325,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
326,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
327,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
328,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
330,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
331,MCQ,NOT_FOUND,,,,,"abc+a+b=c, maximize 19/sqrt(a^2+1)+20/sqrt(b^2+1)+... Searches returned DIFFERENT constraint inequalities (a+b+c=3; 32abc=18(a+b+c)+27). No page with our exact constraint/answer. NOT_FOUND."
332,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
333,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
334,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
335,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
336,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
337,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
338,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
339,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
340,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
341,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
342,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
343,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
344,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
345,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
346,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
347,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
348,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
349,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
350,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
351,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
352,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
353,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
354,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
355,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
356,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
357,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
358,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
359,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
360,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
361,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
362,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
363,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
364,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
365,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
366,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
367,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
368,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
369,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
370,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
371,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
372,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
373,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
374,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
375,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
376,FREE,GOLD,"All positive integers n such that v_p(n) != 1 for all primes p = 3 (mod 4)",https://hmmt-archive.s3.amazonaws.com/tournaments/2025/feb/team/solutions.pdf,hmmt_2025_feb_team,95,"HMMT 2025 Feb Team Round #10 EXACTLY (all values of gcd(a^2+b^2+c^2, abc)). Solutions PDF (fetched/read) states Answer: all positive integers n with v_p(n) != 1 for all p = 3 mod 4. Upgraded from NOT_FOUND after reading the official solutions PDF."
377,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
378,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
379,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
380,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
381,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
382,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
383,FREE,NOT_FOUND,,,,,"Divisoral n x n table of positive integers. Searches surfaced RIMO HuggingFace benchmark (a DIFFERENT ij/(n+1) table, answer 4) - a FORBIDDEN AI-eval aggregator anyway. No real page with our divisoral problem/answer. NOT_FOUND."
384,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
385,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
386,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
387,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
388,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
389,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
390,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
391,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
392,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
393,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
394,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
395,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
396,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
397,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
398,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
399,MCQ,NOT_FOUND,,,,,"x^4+861184<=1865x^2, max of x^3-3x. Searches returned generic optimization + a DIFFERENT problem (64y^2-y^4/(y+8)^2). No page with our exact problem. Computable, not stated -> NOT_FOUND."
400,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
401,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
403,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
404,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
406,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
407,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
408,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
409,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
410,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
411,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
412,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
413,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
414,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
415,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
416,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
417,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
418,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no specific findable source). Batch-3 bulk NOT_FOUND; distinctive items in range searched.
419,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
420,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
421,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
422,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
423,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
424,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
425,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
426,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
428,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
429,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
430,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
431,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
432,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
433,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
435,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
436,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
437,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
438,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
439,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
441,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
442,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
443,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
444,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
446,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
447,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
448,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
449,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
450,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
451,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
452,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
